taxonomy Bger Esin Pame Pful
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Weeksellaceae;g_Empedobacter;s_Empedobacter_tilapiae 0 0 0 8.62079745357082e-07
d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Treponematales;f_Breznakiellaceae;g_JAIROH01;s_JAIROH01_sp031257595 1.08691987360213e-06 2.67558756711199e-06 0 0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Chitinophagaceae;g_Chitinophaga;s_Chitinophaga_dinghuensis 1.03476669490088e-06 0 0 0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Saprospiraceae;g_M3007;s_M3007_sp016719895 0 0 0 5.91907536218517e-07
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Sphingobacterium;s_Sphingobacterium_corticibacter 0 4.37734791085901e-07 0 0
d_Bacteria;p_Actinomycetota;c_Coriobacteriia;o_Coriobacteriales;f_Eggerthellaceae;g_Aveggerthella;s_Aveggerthella_sp949288145 1.14966413787494e-06 0 0 7.80949921534468e-07
d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Arcobacteraceae;g_CAIJNA01;s_CAIJNA01_sp028687375 0 0 0 5.91074357658596e-07
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Acetivibrionales;f_Acetivibrionaceae;g_Hungateiclostridium;s_Hungateiclostridium_sp012798835 0 1.39212343923052e-06 0 0
d_Bacteria;p_Bacillota;c_Bacilli;o_Paenibacillales;f_Paenibacillaceae;g_Paenibacillus_A;s_Paenibacillus_A_sp031199965 0 0 0 2.15000175195731e-06
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA5342;g_SZUA-561;s_SZUA-561_sp003249935 0 0 0 2.67819069001144e-06
d_Bacteria;p_Bdellovibrionota;c_Bacteriovoracia;o_Bacteriovoracales;f_Bacteriovoracaceae;g_Halobacteriovorax;s_Halobacteriovorax_marinus 0 0 0 2.59428070184028e-05
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_MPNO01;f_MPNO01;g_MPNO01;s_MPNO01_sp022823775 0 0 0 2.10374439365693e-06
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Klebsiella;s_Klebsiella_michiganensis 1.68777663646902e-06 0 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_CAG-272;g_HGM12713;s_HGM12713_sp017631855 0 7.35983440023624e-07 0 0
d_Bacteria;p_Planctomycetota;c_Planctomycetia;o_Pirellulales;f_Pirellulaceae;g_Aureliella;s_Aureliella_sp003501565 0 6.2336546700208e-07 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_UMGS1279;s_UMGS1279_sp017410605 0 4.03288279538668e-07 0 0
d_Bacteria;p_Bacillota;c_Bacilli;o_Paenibacillales;f_Paenibacillaceae;g_Paenibacillus;s_Paenibacillus_tepidiphilus 4.9821048182457e-07 0 0 0
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Pluralibacter;s_Pluralibacter_sp913775985 0 0 0 8.45321890521394e-06
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Extibacter;s_Extibacter_sp001185345 2.27081588741107e-06 0 0 1.15893765283353e-05
d_Bacteria;p_Bacillota_B;c_Moorellia;o_Desulfitibacterales;f_Desulfitibacteraceae;g_Desulfitibacter;s_Desulfitibacter_alkalitolerans 4.9098093484589e-06 0 0 0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Muribaculaceae;g_JAAVFS01;s_JAAVFS01_sp947566655 3.55239434811611e-06 0 0 0
d_Bacteria;p_Bacillota_I;c_Bacilli_A;o_Mycoplasmatales;f_Mycoplasmataceae;g_Spiroplasma;s_Spiroplasma_sp030060925 0 8.92858389638534e-05 0 0
d_Bacteria;p_Cyanobacteriota;c_Vampirovibrionia;o_Gastranaerophilales;f_Gastranaerophilaceae;g_CAG-196;s_CAG-196_sp015152525 2.66312485773057e-06 0 0 0
d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Arcobacteraceae;g_Aliarcobacter;s_Aliarcobacter_trophiarum 0 0 0 0.000615440031322237
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_UBA3830;f_JAIRWN01;g_JAIRWN01;s_JAIRWN01_sp031268985 6.04093390083753e-06 1.45682402082966e-06 0 0
d_Bacteria;p_Spirochaetota;c_UBA4802;o_UBA4802;f_UBA5368;g_MVZN01;s_MVZN01_sp002069125 1.41505260255441e-07 0 0 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Micromonosporaceae;g_Natronosporangium;s_Natronosporangium_sp009377645 0 1.16698171377809e-07 0 0
d_Bacteria;p_Patescibacteria;c_Microgenomatia;o_UBA1400;f_UBA1400;g_1-14-0-10-34-10;s_1-14-0-10-34-10_sp002773945 0 1.80715667533236e-07 0 0
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_DSM-16500;f_DSM-16500;g_UBA4722;s_UBA4722_sp013287025 0 1.47730445740691e-07 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_Limivicinus;s_Limivicinus_sp902785115 1.16143383408485e-06 0 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_TANB77;f_CAG-508;g_JAUNSP01;s_JAUNSP01_sp030539155 1.43535056225019e-07 0 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Peptostreptococcales;f_Anaerovoracaceae;g_Lentihominibacter;s_Lentihominibacter_sp015058205 0 7.16013609705569e-06 0 0
d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_UBA2199;f_UBA2199;g_JAUWNT01;s_JAUWNT01_sp030610885 0 3.6286674488117e-07 0 0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA932;g_Cryptobacteroides;s_Cryptobacteroides_sp944325465 0 0 0 2.62747737431302e-05
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rs-D84;f_CACZYB01;g_WQWV01;s_WQWV01_sp009785175 0 0 0 4.15913695480632e-06
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Burkholderiales;f_Rhodocyclaceae;g_Parazoarcus;s_Parazoarcus_sp018122735 0 0 0 0.00204259854529647
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA932;g_Egerieousia;s_Egerieousia_sp017556665 0 1.01221135267393e-05 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Lachnoclostridium_B;s_Lachnoclostridium_B_sp030526265 1.40536278808242e-06 0 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Butyricicoccaceae;g_Butyricicoccus_A;s_Butyricicoccus_A_sp934532985 7.62033302168514e-05 0 0 1.72891323112097e-06
d_Bacteria;p_Bacillota_D;c_Dethiobacteria;o_DTU022;f_DTU022;g_JAKPEE01;s_JAKPEE01_sp029782095 0 1.41236137184113e-06 0 0
d_Bacteria;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus_E;s_Enterococcus_E_cecorum_B 0 9.93139097031491e-07 0 3.57673708453151e-06
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Microbacteriaceae;g_Leucobacter;s_unclassify_g_Leucobacter 0 0 0 6.48388691800159e-06
d_Bacteria;p_Bacillota_I;c_Bacilli_A;o_Mycoplasmatales;f_Mycoplasmoidaceae;g_Malacoplasma_A;s_Malacoplasma_A_sp949500635 0 1.66106416228299e-07 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Schaedlerella;s_Schaedlerella_agrestimuris 5.48077675318963e-07 0 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Christensenellales;f_UBA1242;g_Caccovivens;s_Caccovivens_sp944349375 0 0 0 9.49775455948962e-06
d_Bacteria;p_Bacillota_E;c_SLMV01;o_SLMV01;f_PUMD01;g_unclassify_f_PUMD01;s_unclassify_f_PUMD01 0 0 0 2.29166782525477e-07
d_Bacteria;p_Fusobacteriota;c_Fusobacteriia;o_Fusobacteriales;f_Leptotrichiaceae;g_Sebaldella;s_Sebaldella_sp018058425 2.89545187923603e-06 0 0 2.12055103921088e-07
d_Bacteria;p_Patescibacteria;c_JAEDAM01;o_BD1-5;f_UBA6164;g_JAACSU01;s_unclassify_g_JAACSU01 0 0 0 3.49212409487441e-06
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Propionibacteriales;f_Nocardioidaceae;g_Aeromicrobium;s_Aeromicrobium_phragmitis 0 8.55421758849979e-07 0 0
d_Bacteria;p_Bacillota_G;c_SHA-98;o_Ch115;f_Ch115;g_DUSO01;s_DUSO01_sp012842565 1.92791535431154e-07 0 0 0
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Bordetella_A;s_Bordetella_A_sp002261265 0 0 0 1.68562907235438e-07
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Christensenellales;f_CAG-917;g_Limadaptatus;s_Limadaptatus_sp944332815 0 2.40781395412678e-06 0 0
d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellia;o_RFP12;f_UBA1067;g_UBA1731;s_UBA1731_sp002317575 4.95704518181761e-06 0 0 0
d_Bacteria;p_Bacillota_I;c_Bacilli_A;o_Erysipelotrichales;f_Coprobacillaceae;g_Beduini;s_Beduini_sp018365815 1.26891656337597e-05 0 0 1.02287093773112e-06
d_Bacteria;p_Bacillota;c_Bacilli;o_Alicyclobacillales;f_Alicyclobacillaceae;g_Alicyclobacillus;s_unclassify_g_Alicyclobacillus 0 8.8686618468672e-07 0 0
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_CAKMZG01;s_CAKMZG01_sp929200335 0 7.21711456401466e-07 0 0
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_RumEn-M2;s_RumEn-M2_sp001421175 4.96548729888155e-08 0 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_RGIG3171;s_RGIG3171_sp017439805 9.48178353599639e-07 0 0 0
d_Bacteria;p_Bacillota_I;c_Bacilli_A;o_RF39;f_UBA660;g_Coprovivens;s_Coprovivens_sp947632085 1.59400555602098e-07 0 0 0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Paludibacteraceae;g_W0P28-013;s_W0P28-013_sp004557405 2.11810786151249e-06 4.1024200543654e-06 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_Eubacterium_R;s_Eubacterium_R_sp002493325 0 1.95778595282695e-06 0 0
d_Bacteria;p_Atribacterota;c_JS1;o_SB-45;f_34-128;g_34-128;s_34-128_sp030599445 4.72142667799519e-07 0 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_UBA3305;s_UBA3305_sp021202715 1.59309231866284e-06 0 0 0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Chitinophagaceae;g_Flavihumibacter;s_Flavihumibacter_solisilvae 0 0 0 1.75205858910897e-06
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Pseudomonadales;f_JANQJO01;g_JANQJO01;s_JANQJO01_sp028281605 0 0 0 2.18554779429363e-06
d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Caldilineales;f_Caldilineaceae;g_JAHBVH01;s_JAHBVH01_sp021405325 0 1.01442226573415e-06 0 0
d_Bacteria;p_KSB1;c_UBA2214;o_UBA2214;f_UBA2214;g_UBA2214;s_UBA2214_sp002327255 0 9.65150070123853e-07 0 0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_UBA4334;s_UBA4334_sp030528885 7.22462803393644e-07 0 0 0
d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Treponematales;f_Breznakiellaceae;g_JAIRLU01;s_JAIRLU01_sp031266255 2.84022167111896e-07 0 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Christensenellales;f_CAG-917;g_CAG-475;s_CAG-475_sp002449145 0 0 0 3.53208109811216e-07
d_Bacteria;p_Bacillota_C;c_Negativicutes;o_SG130;f_SG130;g_SG130;s_SG130_sp030542965 3.70232529703684e-07 0 0 1.92580384631153e-05
d_Bacteria;p_Patescibacteria;c_Saccharimonadia;o_Saccharimonadales;f_UBA4665;g_JAGORO01;s_JAGORO01_sp018062785 4.9895836675254e-07 0 0 0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_SM23-62;g_SM23-62;s_SM23-62_sp030640625 0 0 0 9.52645332485102e-07
d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellia;o_RFP12;f_UBA1067;g_UBA1200;s_UBA1200_sp002309765 0 0.000122526085368511 0 0
d_Bacteria;p_Bacillota;c_Bacilli;o_Staphylococcales;f_Staphylococcaceae;g_Staphylococcus;s_Staphylococcus_caledonicus 1.46089463381944e-06 0 0 0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Pedobacter;s_Pedobacter_africanus 1.31238290661825e-06 0 0 1.3639548970509e-06
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Dermatophilaceae;g_Allobranchiibius;s_Allobranchiibius_huperziae 0 9.86469758584267e-07 0 0
d_Bacteria;p_Bacillota_B;c_Desulfitobacteriia;o_Desulfitobacteriales;f_Syntrophobotulaceae;g_JAAYMU01;s_JAAYMU01_sp012520405 0 2.66226405224939e-06 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_RGIG7193;s_RGIG7193_sp017537225 1.94025500692612e-06 0 0 0
d_Bacteria;p_Bacillota_I;c_Bacilli_A;o_RF39;f_UBA660;g_MGBC108787;s_MGBC108787_sp947629205 0 0 0 7.17236484452081e-07
d_Bacteria;p_Patescibacteria;c_Paceibacteria;o_SW-4-49-11;f_SW-4-49-11;g_CAJXTH01;s_CAJXTH01_sp913060955 0 0 0 5.25478829842985e-07
d_Bacteria;p_Verrucomicrobiota;c_Lentisphaeria;o_Victivallales;f_Victivallaceae;g_UBA1784;s_UBA1784_sp015061685 0 8.27834098841196e-05 0 2.42148087729948e-05
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Peptostreptococcales;f_Anaerovoracaceae;g_RGIG1899;s_RGIG1899_sp030526325 3.07839691344491e-07 0 0 0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_unclassify_f_Sphingobacteriaceae;s_unclassify_f_Sphingobacteriaceae 0 2.52227948330909e-07 0 0
d_Bacteria;p_Omnitrophota;c_Koll11;o_2-02-FULL-51-18;f_2-02-FULL-51-18;g_JAHFFM01;s_JAHFFM01_sp023247935 0 1.61854757274792e-06 0 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_Dietzia;s_Dietzia_sp003052165 0 1.32558902187782e-06 0 0
d_Bacteria;p_Bacillota_B;c_Desulfotomaculia;o_Desulfotomaculales;f_Desulfocucumaceae;g_BRHc4a;s_BRHc4a_sp023475565 0 3.91383802988612e-07 0 0
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Luteimonas_D;s_Luteimonas_D_wenzhouensis 0 6.72633054426247e-06 0 0
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Rahnella;s_Rahnella_variigena 1.22505333680143e-07 0 0 0
d_Bacteria;p_Patescibacteria;c_Saccharimonadia;o_Saccharimonadales;f_UBA1547;g_Microsaccharimonas;s_Microsaccharimonas_sp002422915 0 0 0 2.24119747291195e-06
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Burkholderiales;f_Aquaspirillaceae;g_Rivihabitans;s_Rivihabitans_sp002002905 4.36924450094451e-06 0 0 0
d_Bacteria;p_Patescibacteria;c_Microgenomatia;o_JAMCZE01;f_JAMCZE01;g_unclassify_f_JAMCZE01;s_unclassify_f_JAMCZE01 0 1.09972116845323e-06 0 0
d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Sphaerochaetales;f_Sphaerochaetaceae;g_UBA8525;s_UBA8525_sp018433865 0 1.72178485110379e-06 0 0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Crocinitomicaceae;g_UBA2040;s_UBA2040_sp018825925 4.31130126003024e-05 0 0 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium;s_Mycobacterium_sp001672895 0 3.53009905871061e-06 0 0
d_Bacteria;p_Cyanobacteriota;c_Cyanobacteriia;o_PCC-6307;f_Cyanobiaceae;g_Parasynechococcus;s_Parasynechococcus_sp002690325 0 2.68224685213818e-06 0 0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_GCA-2711565;g_GCA-2711565;s_GCA-2711565_sp002711565 0 0 0 8.79981464275783e-07
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA932;g_Cryptobacteroides;s_Cryptobacteroides_sp945912085 0 0 0 5.95463413878478e-06
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA932;g_Egerieousia;s_Egerieousia_sp949300025 4.80494141016644e-07 0 0 0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae;g_Tenacibaculum;s_Tenacibaculum_sp947497895 0 0 0 9.45205493518953e-08
d_Bacteria;p_Sumerlaeota;c_Sumerlaeia;o_SLMS01;f_JAHLLQ01;g_JAHCAW01;s_unclassify_g_JAHCAW01 0 0 0 1.40558123549646e-06
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Phocaeicola;s_Phocaeicola_sp905198575 0 5.13957566098924e-06 0 0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Rikenella;s_Rikenella_sp022511025 1.15713908563581e-05 0 0 8.22967972854077e-06
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_UMGS1484;s_UMGS1484_sp902796075 0 8.97324846199269e-05 0 0
d_Bacteria;p_Bacteroidota;c_Ignavibacteria;o_SJA-28;f_OLB5;g_JAOADS01;s_JAOADS01_sp026417195 0 7.97932094388234e-08 0 0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Chitinophagaceae;g_Filimonas;s_Filimonas_effusa 2.66908748009137e-06 0 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_Limivicinus;s_Limivicinus_sp902795045 1.09653674299878e-06 0 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Lachnoclostridium_B;s_Lachnoclostridium_B_sp910589275 0 2.96938244676945e-06 0 0
d_Bacteria;p_Poribacteria;c_WGA-4E;o_WGA-4E;f_WGA-3G;g_WGA-3G;s_WGA-3G_sp021295715 0 2.77548956525608e-07 0 0
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Acetobacterales;f_Acetobacteraceae;g_JAFKFJ01;s_JAFKFJ01_sp017307335 0 3.6307032255154e-06 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Brotaphodocola;s_Brotaphodocola_sp949840805 4.67906016013194e-06 0 0 3.11332505014505e-05
d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Opitutales;f_Oceanipulchritudinaceae;g_JAJOKB01;s_JAJOKB01_sp021208135 0 6.76243690933713e-07 0 0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae;g_Flavobacterium;s_Flavobacterium_limi 0 0 0 2.76751206210525e-07
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_RGIG1934;s_RGIG1934_sp017396555 7.25451690554001e-07 1.57590706042652e-06 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_JAAYXM01;g_SIG480;s_SIG480_sp017408185 7.7235476303549e-07 1.44063624861425e-05 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium_sp021781745 7.27421180966166e-07 0 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_JAILLW01;s_JAILLW01_sp024681595 2.36881222600205e-07 0 0 0
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Pseudomonadales;f_Alcanivoracaceae;g_Alcanivorax;s_Alcanivorax_sp009882945 0 3.26809583511321e-07 0 0
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Serratia_A;s_unclassify_g_Serratia_A 1.26141981946883e-06 0 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_CAG-177;s_CAG-177_sp003538135 0 5.37717275809512e-07 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Peptostreptococcales;f_Peptostreptococcaceae;g_Clostridioides;s_Clostridioides_sp021561035 9.17146971979804e-07 0 0 0
d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Opitutales;f_Opitutaceae;g_ER46;s_ER46_sp937952235 0 0 0 4.70461438540225e-06
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_CAG-272;g_SIG672;s_SIG672_sp015064255 0 0 0 1.20661204850878e-06
d_Bacteria;p_Bacillota_E;c_JAUYEF01;o_JAUYEF01;f_JAUYEF01;g_JAUYEF01;s_JAUYEF01_sp030691635 2.26210245491843e-07 0 0 0
d_Bacteria;p_Myxococcota;c_Polyangia;o_Polyangiales;f_Polyangiaceae;g_SXNL01;s_SXNL01_sp005777185 0 7.03876394591801e-07 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Peptostreptococcales;f_Anaerovoracaceae;g_Gallibacter;s_Gallibacter_sp028872475 1.64672368918269e-07 0 0 0
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Neorhizobium;s_Neorhizobium_sp001005825 5.46538773188121e-06 0 0 0
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Micavibrionales;f_Micavibrionaceae;g_TMED27;s_TMED27_sp023898785 0 0 0 1.38405325655821e-06
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae;g_Flavobacterium;s_Flavobacterium_sp017985075 0 0 0 6.57416144086721e-06
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Saprospiraceae;g_JAHDES01;s_JAHDES01_sp020628645 0 3.17404078957699e-07 0 0
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Marinibacterium;s_Marinibacterium_sp002709405 0 4.65259675473057e-07 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_RUG12999;f_RUG12999;g_RGIG4103;s_RGIG4103_sp017467445 4.91106506860906e-07 0 0 0
d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Treponematales;f_Treponemataceae;g_Treponema_D;s_Treponema_D_parvum_A 2.32580907603487e-06 0 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Caccomorpha;s_Caccomorpha_sp017623215 4.81323212407402e-07 1.91131767425626e-06 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Christensenellales;f_Borkfalkiaceae;g_Gallimonas;s_Gallimonas_sp910586365 0 0 0 5.86193697582794e-07
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Microbacteriaceae;g_Microbacterium;s_Microbacterium_sp001423485 0 3.34926898190002e-06 0 0
d_Bacteria;p_Bacillota_H;c_UBA994;o_UBA994;f_UBA994;g_BS524;s_BS524_sp018725275 0 1.04559592275541e-07 0 0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Cyclobacteriaceae;g_Chryseolinea;s_unclassify_g_Chryseolinea 0 3.44821292958606e-06 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruminiclostridium_E;s_Ruminiclostridium_E_sp910585505 8.65356134682062e-07 0 0 0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_GCA-2748055;g_GCA-2748055;s_GCA-2748055_sp023137255 0 7.1254059425469e-07 0 0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Saprospiraceae;g_CALCSX01;s_CALCSX01_sp937894165 0 1.60507392531854e-06 0 0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Prevotella;s_Prevotella_sp017509155 5.01244283505772e-07 0 0 0
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Pseudomonadales;f_DSM-6294;g_Bermanella;s_Bermanella_sp002683575 0 3.85711401921782e-07 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Bilifractor;s_Bilifractor_sp017433615 6.32923180488789e-07 0 0 0
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_SZUA-152;f_SZUA-152;g_JAJDNG01;s_JAJDNG01_sp022340845 0 4.33761751657449e-07 0 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium;s_Mycobacterium_sp020439025 5.58171715261241e-07 0 0 0
d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_Phycisphaerales;f_Phycisphaeraceae;g_RI-382;s_RI-382_sp016125215 0 0 0 9.82769197839905e-06
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_MGBC120314;s_MGBC120314_sp910584325 0 1.74113741929995e-05 0 3.42121583409917e-06
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Peptostreptococcales;f_Peptostreptococcaceae;g_Terrisporobacter;s_Terrisporobacter_othiniensis 0 0 0 1.28346334476912e-05
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_Faecousia;s_Faecousia_sp937892865 2.42498056137419e-06 0 0 0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_UBA1381;f_UBA1381;g_Ornithomonoglobus;s_Ornithomonoglobus_merdipullorum 0 0 0 2.43408180095332e-06
