genus	Pame_1	Pame_2	Pame_3	Pame_4	Pame_5	Pame_6	Pful_1	Pful_2	Pful_3	Pful_4	Pful_5	Pful_6	Esin_1	Esin_2	Esin_3	Esin_4	Esin_5	Esin_6	Bger_1	Bger_2	Bger_3	Bger_4	Bger_5	Bger_6	regulation
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Prolixibacteraceae;g_UBA1413	0.000803901	0.001389821	0.000626866	0.004714666	0.005218636	0.002178017	3.78934E-06	2.52544E-06	3.55224E-06	2.68109E-06	4.01908E-06	2.81083E-06	0.000579547	0.001221997	0.000411179	0.000337467	0.001419045	0.000802918	3.1243E-06	7.62891E-06	1.29457E-05	1.48966E-06	8.52388E-06	4.408E-06	no-sig
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Alistipes	0.003907586	0.002083687	0.002923262	0.002710385	0.002768985	0.002446034	0.003669049	0.003380776	0.006884236	0.002956099	0.004007614	0.002466873	0.001172355	0.001714743	0.001273048	0.001168782	0.0010893	0.000989507	0.001585312	0.001788298	0.001726856	0.000658201	0.003339015	0.000865537	no-sig
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Alistipes_A	0.000927992	0.000931401	0.001233983	0.002540461	0.002373974	0.002681249	0.002056667	0.002238501	0.000978889	0.001095983	0.00109402	0.001098338	0.000389963	0.000493906	0.000644051	0.000467234	0.000335538	0.000375101	0.02122005	0.00995799	0.007555337	0.07499753	0.010592106	0.011845926	Bger
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_CALYBN01	0.000420317	0.000313716	0.000193459	0.00015742	0.000228671	0.000212474	6.09968E-05	6.44538E-05	5.70966E-05	7.43932E-05	5.14659E-05	0.000141313	6.64983E-05	0.000138356	5.96716E-05	4.64492E-05	3.99101E-05	6.50087E-05	0.002598958	0.002783353	0.003049765	0.001064551	0.003857631	0.001409501	no-sig
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_JAJQAW01	0.007999961	0.003959089	0.005699795	0.007538733	0.009091341	0.009271952	0.006643212	0.018800862	0.013020635	0.016220549	0.006372739	0.012971599	0.007247905	0.00502768	0.00812374	0.005696323	0.01074159	0.010976001	0.039519192	0.017928894	0.039771114	0.015929273	0.054823222	0.025420387	Bger
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Rikenella	8.84749E-05	5.14142E-05	5.63533E-05	4.79602E-05	5.85314E-05	5.18181E-05	0.002518892	0.005465556	0.015284626	0.003201255	0.003357329	0.001231979	3.3955E-05	8.64313E-05	3.22277E-05	3.25167E-05	6.01704E-05	2.78632E-05	0.001051079	0.003213515	0.002737963	0.001130096	0.002604582	0.004374663	no-sig
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Tidjanibacter	0.008846754	0.008384579	0.011151367	0.010901813	0.012043493	0.012290112	0.013903135	0.01819416	0.015429506	0.026065798	0.016699896	0.017337931	0.038710378	0.042655676	0.035129177	0.034881875	0.047727262	0.03993015	0.008815326	0.021210543	0.019178784	0.007389759	0.022164344	0.010169944	Esin
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_UBA940	0.001373154	0.001458897	0.002129614	0.002033224	0.001962441	0.002671545	0.011854721	0.007716625	0.007948635	0.007403699	0.009372336	0.006414368	0.013058617	0.014636381	0.012373449	0.008273044	0.008965068	0.006756064	0.000332401	0.000603137	0.000599181	0.000180597	0.001278125	0.000198069	Esin
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_WRDF01	0.004792626	0.003617768	0.003963143	0.002429536	0.003860613	0.004138695	0.006708897	0.026131375	0.009369253	0.015699889	0.006542822	0.005895799	0.001696712	0.002784517	0.001820878	0.001238727	0.001736495	0.001828725	0.02306714	0.012114535	0.021241099	0.010217644	0.031614356	0.012474145	Bger
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_unclassify_f_Rikenellaceae	0.002449432	0.001845215	0.002117719	0.002061867	0.002323431	0.002409712	0.001681372	0.002359196	0.002990989	0.001828763	0.001919637	0.001627385	0.002350138	0.003058201	0.003359172	0.002074563	0.00260174	0.0023207	0.03001741	0.028733046	0.034784018	0.012760475	0.050272125	0.013944433	Bger
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_DFXE01	0.005692716	0.006195219	0.014049277	0.023965945	0.011475934	0.020729454	0.026433052	0.045484932	0.014444973	0.028133585	0.021035869	0.027587177	0.001029915	0.001006172	0.000837851	0.000559418	0.00110473	0.00062441	0.00532797	0.00723966	0.0078535	0.006323214	0.008377923	0.004899056	Peri
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_JAJDIA01	0.002050803	0.003407682	0.00436773	0.002830326	0.003130397	0.004498504	0.001494062	0.001822911	0.001991814	0.003555773	0.002005282	0.001696457	3.45183E-05	3.1543E-05	3.54013E-05	2.2505E-05	2.2467E-05	1.913E-05	1.39333E-05	1.7169E-05	1.10301E-05	5.19912E-06	1.56614E-05	7.63465E-06	no-sig
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_JARXWG01	0.000275695	0.000259626	0.000319194	0.000249854	0.000357162	0.000277131	0.000426121	0.000701551	0.000430603	0.000438587	0.000380894	0.000551937	5.23662E-05	5.87295E-05	5.98707E-05	6.14242E-05	5.57568E-05	5.50695E-05	0.022110218	0.008287701	0.012655912	0.017188072	0.011387142	0.01600041	Bger
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides	0.006310795	0.003968708	0.006113374	0.003814663	0.003821795	0.002800515	0.001725763	0.00251894	0.001490844	0.002598551	0.00147383	0.003776369	0.000415397	0.000397618	0.000426807	0.000365718	0.000366234	0.000395991	0.005167323	0.005380732	0.006232276	0.030974528	0.008877991	0.001554841	Bger
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_QVMG01	0.052830921	0.061212119	0.0607189	0.067246449	0.062422552	0.074681744	0.055294855	0.060502236	0.033490381	0.035904758	0.035359875	0.032747022	0.028953897	0.031641253	0.035997856	0.027215469	0.024163021	0.029197483	0.009826927	0.0316729	0.029598129	0.00901383	0.034630096	0.006192724	Peri
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Tannerella	0.016396539	0.005594589	0.01471494	0.023358955	0.021279044	0.01832994	0.006203159	0.005782689	0.010578918	0.010582236	0.007172951	0.01401857	0.002432407	0.003701157	0.002445776	0.001546324	0.003075209	0.003374333	0.01089858	0.052596997	0.026379757	0.01811599	0.023942834	0.026743985	Bger
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_unclassify_f_Tannerellaceae	0.001648576	0.00177527	0.002696225	0.002310654	0.002263674	0.002597269	0.000901061	0.001009284	0.000870084	0.000912392	0.000870176	0.000862695	0.000770703	0.000841741	0.000833605	0.000716245	0.000770588	0.000793291	0.00273903	0.008941444	0.004075874	0.001546623	0.009368849	0.002159804	no-sig
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA1715;g_WQTX01	0.000284322	0.00024365	0.000289157	0.000306267	0.000286088	0.000252044	3.92064E-05	3.30863E-05	5.64342E-05	4.17709E-05	9.32258E-05	4.66321E-05	0.000420078	0.001062583	0.001501745	0.000433578	0.009862042	0.000491733	4.53698E-06	1.18672E-05	7.92489E-06	1.70527E-06	6.92422E-06	3.01507E-06	no-sig
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA4181;g_JAIRLS01	0.001198644	0.000875909	0.002665997	0.003429194	0.002233086	0.003759767	0.002247705	0.002139383	0.002506033	0.001828464	0.001341587	0.002224047	5.68063E-05	0.000164069	6.80155E-05	6.13165E-05	9.75509E-05	6.25374E-05	9.34067E-05	0.000141538	0.000159336	4.52044E-05	0.000121848	6.2717E-05	no-sig
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA932;g_Bact_08	0.001246474	0.001834746	0.002134293	0.002011968	0.003040904	0.002915175	0.000394901	0.000309141	0.000261212	0.001570151	0.000151632	0.000187243	0.001791036	0.001127384	0.001484934	0.001364392	0.001369052	0.001547999	4.85117E-05	5.93307E-05	0.000111356	2.67845E-05	6.87319E-05	3.11116E-05	no-sig
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA932;g_Bact_11	0.001391285	0.001636693	0.004136386	0.002469787	0.002840128	0.003907639	7.31336E-06	8.90919E-06	9.59261E-06	1.30917E-05	1.49691E-05	1.34666E-05	7.15382E-06	9.26079E-06	6.06026E-06	1.53886E-05	4.66009E-06	1.67395E-05	1.59908E-05	5.07015E-06	1.05665E-05	1.15253E-05	1.314E-05	6.38278E-06	no-sig
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA932;g_Coprenecus	1.83298E-05	9.47121E-06	1.89085E-05	1.54783E-05	1.79484E-05	3.1608E-05	8.25219E-06	1.01869E-05	1.39429E-05	6.56725E-06	1.86254E-05	9.41168E-06	0.001702945	0.000925716	0.001483131	0.002477041	0.001798925	0.003219004	4.05925E-05	0.000100797	7.12793E-05	1.56072E-05	9.03729E-05	9.21271E-06	no-sig
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA932;g_Cryptobacteroides	0.001872622	0.003221231	0.010813286	0.00603413	0.005617197	0.008778007	0.001842362	0.001150563	0.001101314	0.000817941	0.000521359	0.000753648	0.006771298	0.00632196	0.006288932	0.005842118	0.0112595	0.009936544	4.86524E-05	0.000139526	0.000101845	3.49826E-05	9.27724E-05	4.55963E-05	Esin
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA932;g_JAIRKV01	0.000887734	0.001125106	0.002749844	0.000913505	0.001375487	0.001033474	0.000325863	0.000438109	0.000381164	0.000345369	0.000348016	0.00041439	0.001345342	0.000892579	0.000241579	0.000211095	0.000281642	0.000193616	8.93914E-05	8.2328E-05	0.00011311	7.85846E-05	9.15536E-05	4.19818E-05	no-sig
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA932;g_JAIRLF01	0.000312769	0.000205239	0.000300607	0.000460216	0.000543644	0.000440469	0.000555639	0.000567492	0.000737222	0.000595752	0.001185229	0.000976159	6.86927E-05	7.36675E-05	7.91289E-05	6.43365E-05	0.000125335	9.50256E-05	0.000952514	0.003801963	0.003666857	0.00097866	0.004774836	0.001273682	no-sig
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA932;g_JAIRNF01	0.00124115	0.000662554	0.001442128	0.002508911	0.002521203	0.002052091	0.00500851	0.003037577	0.00424568	0.002412807	0.002981514	0.003196007	3.05317E-05	6.14111E-05	3.9096E-05	2.68224E-05	3.72103E-05	3.79801E-05	0.001502702	0.006151926	0.005832089	0.002992714	0.004999648	0.00859711	no-sig
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA932;g_JAISFN01	0.001608918	0.001318036	0.001490701	0.002402088	0.002894506	0.002820134	0.002000466	0.003501912	0.005462663	0.00269164	0.004672685	0.005130763	9.50916E-06	1.48092E-05	1.2302E-05	1.08502E-05	1.26949E-05	9.98768E-06	0.005055968	0.005148227	0.007471061	0.004298835	0.006514972	0.017585076	Bger
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA932;g_unclassify_f_UBA932	0.001101934	0.000973385	0.00211026	0.001694813	0.001458293	0.002143913	1.71779E-05	1.94419E-05	2.53299E-05	2.68965E-05	2.29978E-05	1.26142E-05	0.003684698	0.003628883	0.005449237	0.00705557	0.009063329	0.008834357	5.48248E-05	6.14841E-05	9.63441E-05	3.99612E-05	6.39939E-05	6.69751E-05	Esin
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_WCHB1_69;g_JAGVVH01	0.009159731	0.016383353	0.023247936	0.015097603	0.023505008	0.020611919	0.004058643	0.010478999	0.004439076	0.007640199	0.007031779	0.00542798	0.032656575	0.032960987	0.027380764	0.016318687	0.027545104	0.027961089	0.000179744	0.000282217	0.000203646	9.43045E-05	0.000234692	0.000137574	Esin
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_WCHB1_69;g_JAIROC01	0.003837192	0.003437902	0.006865467	0.006555336	0.007092519	0.00966716	0.001910012	0.001651853	0.002732328	0.002115633	0.001195599	0.00347474	0.005003918	0.005452928	0.00804426	0.005028736	0.005373897	0.006683259	2.03754E-05	7.94218E-05	2.16468E-05	7.59042E-06	2.74608E-05	9.71522E-06	Esin
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_WRGA01;g_WRGA01	0.002551397	0.002655068	0.004428954	0.002134502	0.001801009	0.001658353	0.00010136	0.000138774	8.19414E-05	9.51432E-05	8.60121E-05	0.000109657	2.39485E-05	1.78693E-05	2.43289E-05	2.31509E-05	1.56354E-05	1.92862E-05	1.39216E-05	3.73759E-05	3.80216E-05	6.17426E-06	2.84434E-05	8.86007E-06	no-sig
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_WRLA01;g_WRLA01	0.002310807	0.002486467	0.002896236	0.010255444	0.00668064	0.006482883	0.018060165	0.00684393	0.011166425	0.009518298	0.004807139	0.008253354	0.008494973	0.004060572	0.002353291	0.004669155	0.02789055	0.01177698	0.000129357	0.000168842	0.000164837	6.85E-05	0.000157513	9.43928E-05	Esin
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_unclassify_o_Bacteroidales;g_unclassify_o_Bacteroidales	0.006939983	0.005736124	0.00773193	0.007198707	0.007560354	0.008547493	0.003768619	0.004916644	0.005076048	0.004846278	0.00456271	0.004478788	0.0054056	0.006403092	0.005808754	0.006788235	0.006787648	0.005761108	0.009984039	0.017274671	0.020913029	0.009655115	0.014377432	0.005581282	Bger
d_Bacteria;p_Deferribacterota;c_Deferribacteres;o_Deferribacterales;f_JAISNW01;g_JAITWF01	0.000393106	0.000392371	0.000338932	0.000374041	0.000323113	0.000305448	3.40837E-06	2.77097E-06	4.29294E-06	3.07328E-06	4.07091E-06	4.07801E-06	0.000148979	0.000166211	0.000297363	0.000142192	0.000138083	0.000184182	0.001788145	0.001146754	0.001017441	0.001074209	0.001448031	0.005355222	no-sig
d_Bacteria;p_Desulfobacterota;c_Desulfarculia;o_Adiutricales;f_Adiutricaceae;g_Adiutrix	0.0135973	0.00643512	0.007165995	0.009594161	0.013511117	0.012415157	0.008514426	0.004247999	0.005979631	0.004463509	0.015909329	0.007843906	0.003887016	0.004092309	0.009057313	0.006187642	0.002686808	0.003446293	0.009275162	0.006184011	0.005264423	0.008685084	0.006354397	0.03229874	no-sig
d_Bacteria;p_Desulfobacterota;c_Desulfobacteria;o_Desulfobacterales;f_ASO4_4;g_Desulfobotulus	0.000804288	0.000732668	0.002651277	0.015321911	0.015720288	0.002545294	0.000762855	0.000666561	0.00080581	0.000541995	0.000310529	0.000644285	0.000476797	0.0009477	0.000627802	0.000919464	0.000771727	0.000751504	1.39509E-06	8.26597E-07	7.31614E-07	4.01817E-07	7.46506E-07	1.59569E-06	no-sig
d_Bacteria;p_Desulfobacterota;c_Desulfobacteria;o_Desulfobacterales;f_Desulfosarcinaceae;g_Desulfosarcina	0.001110073	0.002523064	0.002088995	0.004283468	0.004919521	0.004619198	0.000656747	0.000548371	0.000629789	0.000467437	0.00066787	0.000626136	4.73191E-05	4.52168E-05	4.51036E-05	0.000100995	7.33172E-05	5.45526E-05	8.07747E-06	5.05435E-06	5.95344E-06	2.2982E-06	9.13327E-06	1.37177E-05	no-sig
d_Bacteria;p_Desulfobacterota;c_Desulfobacteria;o_Desulfobacterales;f_G020353555;g_G020353555	4.84889E-06	3.80871E-06	4.58336E-06	5.39486E-06	6.35428E-06	6.77487E-06	0.003132275	0.001807338	0.002401396	0.001414391	0.002130279	0.00185732	0	0	0	0	0	0	0	0	0	0	0	0	no-sig
d_Bacteria;p_Desulfobacterota;c_Desulfobulbia;o_Desulfobulbales;f_Desulfobulbaceae;g_Desulfobulbus	0.000727523	0.001139559	0.002766267	0.002941071	0.003241555	0.001184396	0.010324452	0.003107362	0.00349222	0.003110675	0.006831046	0.007312486	5.36975E-05	7.10906E-05	7.21493E-05	6.08009E-05	0.000100104	8.18559E-05	5.92621E-05	3.85394E-05	3.75134E-05	1.6842E-05	4.85838E-05	0.000160151	no-sig
d_Bacteria;p_Desulfobacterota;c_Desulfovibrionia;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Desulfovibrio	0.001729826	0.001713245	0.002291988	0.002260951	0.001895299	0.00196183	0.001649248	0.001199238	0.001660898	0.001410006	0.002096519	0.001676332	0.000233647	0.000302948	0.000346395	0.000295132	0.00043576	0.000279714	0.00066873	0.000462252	0.000413133	0.000209097	0.000570871	0.001165333	no-sig
d_Bacteria;p_Desulfobacterota;c_Desulfovibrionia;o_Desulfovibrionales;f_Desulfovibrionaceae;g_FLUQ01	0.008598344	0.011121079	0.008881495	0.006447123	0.00719038	0.008153213	0.00784059	0.0043646	0.009407937	0.005347735	0.014584229	0.009535594	0.0011709	0.001401817	0.001811533	0.001378477	0.001200273	0.001050015	0.009844998	0.005776003	0.005423446	0.003850461	0.006394571	0.010432978	Peri
d_Bacteria;p_Desulfobacterota;c_Desulfovibrionia;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Frigididesulfovibrio	0.037871083	0.042772791	0.065264236	0.074199306	0.046624108	0.043864437	0.062339173	0.053023864	0.074771961	0.059478715	0.087962699	0.076058356	0.002056868	0.003321473	0.003384239	0.002859949	0.005058672	0.00295961	0.028567469	0.025561461	0.020553828	0.007633073	0.030495664	0.059466368	Peri
d_Bacteria;p_Desulfobacterota;c_Desulfovibrionia;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Mailhella	0.002605362	0.002167378	0.00164295	0.00137847	0.001386652	0.001375388	0.003109709	0.002390499	0.004288417	0.002955058	0.004967756	0.003283621	5.14592E-05	8.76231E-05	7.89532E-05	6.058E-05	5.3415E-05	5.73793E-05	0.0016504	0.002752532	0.001103191	0.000393413	0.001993803	0.001353387	no-sig
d_Bacteria;p_Desulfobacterota;c_Desulfovibrionia;o_Desulfovibrionales;f_Desulfovibrionaceae;g_RGIG1962	0.000993183	0.001171795	0.000814129	0.000863448	0.001070765	0.000864121	0.002215486	0.000895353	0.001380042	0.001359129	0.000698868	0.000707068	3.83658E-05	3.62942E-05	4.82713E-05	4.35086E-05	3.49859E-05	5.61894E-05	0.000544408	0.00051059	0.000485613	0.000172492	0.000637516	0.001252268	no-sig
d_Bacteria;p_Desulfobacterota;c_Desulfovibrionia;o_Desulfovibrionales;f_Desulfovibrionaceae;g_WRHT01	0.007864414	0.011163905	0.024649547	0.023505022	0.014112448	0.02689205	0.047274581	0.0072314	0.010722014	0.008082665	0.011190441	0.011464994	0.000126494	0.00016704	0.000191551	0.000179649	0.000172013	0.000123562	0.003671637	0.001954902	0.001924045	0.001571355	0.002760785	0.006888288	Peri
d_Bacteria;p_Desulfobacterota;c_Desulfovibrionia;o_Desulfovibrionales;f_Desulfovibrionaceae;g_unclassify_f_Desulfovibrionaceae	0.003184705	0.003291816	0.00348644	0.002933077	0.002710246	0.002969501	0.00297166	0.001576505	0.0036406	0.001728771	0.003447558	0.002480679	0.000311762	0.000404028	0.000579115	0.000421283	0.00052645	0.000394188	0.001989847	0.001936928	0.00128257	0.000686578	0.001712858	0.003107752	no-sig
d_Bacteria;p_Elusimicrobiota;c_Elusimicrobia;o_Elusimicrobiales;f_Elusimicrobiaceae;g_UBA1174	0.000626674	0.000482836	0.000308331	0.000429102	0.000520483	0.000360659	0.000344857	0.000407312	0.001100975	0.00033309	0.000396282	0.000443898	0.000134767	0.000199944	0.000208087	0.000248371	0.000168556	0.00295379	0.000393744	0.000409571	0.00058504	9.88862E-05	0.00195436	0.000350303	no-sig
d_Bacteria;p_Elusimicrobiota;c_Endomicrobiia;o_Endomicrobiales;f_Endomicrobiaceae;g_Endomicrobium	0.001827076	0.00221681	0.001941122	0.002390082	0.0023255	0.003370399	0.000862868	0.008066117	0.001859735	0.004105418	0.002045393	0.000829535	0.004250888	0.000931385	0.001567085	0.000857734	0.001286444	0.000994848	1.09614E-05	1.61213E-05	1.57213E-05	3.99367E-06	2.35226E-05	7.40543E-06	no-sig
d_Bacteria;p_Eremiobacterota;c_CADAWZ01;o_CADAWZ01;f_Ess09_12;g_Ess09_12	0.000149803	0.000853029	0.000155039	0.00391029	0.001354299	0.00265761	0	0	0	0	0	0	0.000405441	0.000505679	0.001245071	0.001473529	0.000846664	0.000989884	0	0	0	0	0	0	no-sig
d_Bacteria;p_Fibrobacterota;c_Fibrobacteria;o_Fibrobacterales;f_Fibrobacteraceae;g_JAISUZ01	0.000108742	0.000475671	0.000233785	0.000177114	0.000191978	0.000171602	0.00381437	0.005176504	0.000619477	0.015244937	0.000495855	0.006709759	0.000977791	0.00116177	0.001055991	0.000899181	0.004908445	0.000658799	3.69289E-07	4.36991E-07	3.5743E-07	3.13613E-07	5.25601E-07	3.35008E-07	no-sig
d_Bacteria;p_Patescibacteria;c_JAEDAM01;o_BD1_5;f_UBA6164;g_JABWCI01	0.000645119	0.000421857	0.000429155	0.000352229	0.000510724	0.000273297	0.002421661	0.00186889	0.001708204	0.001009895	0.000981415	0.001219613	3.97922E-05	4.42343E-05	5.46946E-05	3.48227E-05	3.38238E-05	3.09053E-05	1.1448E-05	1.88854E-05	1.38337E-05	4.90021E-06	0.000133152	7.08806E-06	no-sig
d_Bacteria;p_Patescibacteria;c_Saccharimonadia;o_Saccharimonadales;f_Nanosyncoccaceae;g_UBA2834	0.001516618	0.00220438	0.002570135	0.003124354	0.002581534	0.004946146	0.002621333	0.002307765	0.001589832	0.002111526	0.000748751	0.00152669	0.00038011	0.000428243	0.000471787	0.000323711	0.000232488	0.000800376	0.000116226	8.92988E-05	0.000162765	3.19102E-05	0.000697747	5.07537E-05	no-sig
d_Bacteria;p_Planctomycetota;c_Planctomycetia;o_Pirellulales;f_Thermoguttaceae;g_UBA8133	0.009809344	0.008183291	0.008447401	0.010900386	0.010351725	0.01333153	0.001894841	0.002518815	0.001643533	0.001768132	0.0034226	0.003406883	0.000470352	0.000472936	0.000714707	0.000366165	0.000534085	0.000652241	1.18407E-06	1.60054E-06	1.44647E-06	6.46827E-07	1.72153E-06	3.0327E-06	Peri
d_Bacteria;p_Planctomycetota;c_Planctomycetia;o_Pirellulales;f_Thermoguttaceae;g_WRKP01	0.018561524	0.022009261	0.015231021	0.018652735	0.019027913	0.022725007	0.009286418	0.013069879	0.004420835	0.007636634	0.009895189	0.010966146	0.000337641	0.00038053	0.00050665	0.000251895	0.000334676	0.000520027	8.49365E-06	9.77701E-06	7.19328E-06	2.09729E-05	7.42697E-06	4.79326E-05	Peri
d_Bacteria;p_Planctomycetota;c_Planctomycetia;o_Pirellulales;f_Thermoguttaceae;g_WRMR01	0.000592639	0.000694109	0.00137309	0.001582671	0.001623159	0.001500367	0.000701328	0.000755191	0.001355312	0.000517672	0.000744195	0.00110017	0.001847637	0.002498061	0.001618225	0.001101828	0.001825588	0.002962798	2.54985E-06	3.22741E-06	3.47377E-06	4.41019E-07	4.34192E-06	3.98483E-06	no-sig
d_Bacteria;p_Planctomycetota;c_Planctomycetia;o_Pirellulales;f_Thermoguttaceae;g_unclassify_f_Thermoguttaceae	0.001988174	0.002060552	0.00195875	0.002379705	0.002322683	0.003139614	0.000959016	0.001184406	0.000485978	0.000653381	0.001081609	0.001428599	0.000416055	0.000442537	0.000522652	0.000263295	0.000354537	0.000566234	0	0	0	0	0	0	no-sig
d_Bacteria;p_Planctomycetota;c_SZUA_567;o_SZUA_567;f_SZUA_567;g_JAJBSZ01	0.073729689	0.040271932	0.031955202	0.017769653	0.020061701	0.017326169	0.018987309	0.057807883	0.030806668	0.041987605	0.036704251	0.033097736	0.016224217	0.016686244	0.01724754	0.020160692	0.010096367	0.012821368	0.034969162	0.026286776	0.018620953	0.03432088	0.028643232	0.080650829	Peri
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rs_D84;f_Rs_D84;g_Enterousia	0.000470144	0.000574111	0.000703943	0.000598717	0.000727849	0.000634577	0.000191828	0.000384678	0.000194601	0.00032884	0.000277661	0.000202063	0.001510384	0.001743226	0.002205796	0.001391288	0.000392164	0.000737284	8.58392E-05	0.000143944	0.00015374	3.20033E-05	0.000181805	2.98421E-05	no-sig
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rs_D84;f_Rs_D84;g_JAIRLB01	0.000714508	0.000712161	0.000837722	0.000943056	0.001245356	0.000938156	0.000945342	0.001435371	0.000687507	0.001401064	0.000999428	0.000467341	0.000232579	0.000259318	0.000331089	0.000152895	5.38552E-05	0.000158645	0.000108407	0.000209577	0.0001377	4.31512E-05	0.000310988	7.93087E-05	no-sig
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Oxalobacter	0.001807653	0.002429437	0.00151209	0.000894375	0.00114692	0.00109012	0.001477313	0.001420715	0.001438421	0.001375016	0.002080632	0.001804202	0.000419537	0.000277622	0.000301901	0.000361593	0.000233011	0.000319476	0.002160061	0.001357425	0.001507986	0.000498635	0.001489074	0.002156224	no-sig
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Burkholderiales;f_Rhodocyclaceae;g_Azoarcus	2.01153E-06	1.82009E-06	2.7004E-06	1.54032E-06	1.8343E-06	2.20002E-06	0.015834271	0.000103939	0.000211016	0.000175291	7.58678E-05	4.96907E-05	0	0	0	0	0	0	3.0481E-07	1.79008E-07	2.68072E-07	9.3104E-08	3.58018E-07	6.61199E-07	no-sig
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Aeromonadaceae;g_Aeromonas	2.9527E-07	6.2692E-07	6.03221E-07	3.98228E-07	6.78344E-07	5.90691E-07	0.002178803	0.002242991	0.001311454	0.006854125	0.000274033	0.000617582	6.63447E-06	6.75635E-06	1.52707E-05	5.42228E-06	6.10977E-06	7.37634E-06	8.14195E-06	3.92239E-06	3.84237E-06	1.37696E-06	6.10916E-06	7.52004E-06	no-sig
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Enterobacillus	0.000217868	0.000214906	0.000239366	0.000224458	0.000229509	0.000216145	0.000582035	0.000454759	0.000355281	0.000434309	0.000357255	0.000301767	0	0	0	0	0	0	0.009479455	0.000235085	0.002860327	0.001333322	0.005780836	0.00833605	no-sig
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Enterobacter	0.00036578	0.000393679	0.000412231	0.000362748	0.000394256	0.000371936	0.004803545	0.005231602	0.001698559	0.004618363	0.002571935	0.001365689	2.28659E-05	6.68387E-06	1.13301E-05	1.32979E-05	1.20552E-05	6.76255E-06	6.10793E-05	4.1909E-06	1.77766E-05	2.2884E-06	1.63622E-05	1.80728E-05	no-sig
