species	Pame_1	Pame_2	Pame_3	Pame_4	Pame_5	Pame_6	Pful_1	Pful_2	Pful_3	Pful_4	Pful_5	Pful_6	Esin_1	Esin_2	Esin_3	Esin_4	Esin_5	Esin_6	Bger_1	Bger_2	Bger_3	Bger_4	Bger_5	Bger_6
d_Bacteria;p_Myxococcota;c_Polyangia;o_Polyangiales;f_Polyangiaceae;g_SXNL01;s_SXNL01_sp005777185	0	0	0	0	0	0	0	0	0	0	0	0	69	122	110	141	124	105	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Peptostreptococcales;f_Anaerovoracaceae;g_Gallibacter;s_Gallibacter_sp028872475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	39	60	6	21	14
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Neorhizobium;s_Neorhizobium_sp001005825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	660	723	643	551	725	1509
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Micavibrionales;f_Micavibrionaceae;g_TMED27;s_TMED27_sp023898785	0	0	0	0	0	0	44	179	699	212	288	103	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae;g_Flavobacterium;s_Flavobacterium_sp017985075	0	0	0	0	0	0	700	1840	560	1158	1566	1199	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Saprospiraceae;g_JAHDES01;s_JAHDES01_sp020628645	0	0	0	0	0	0	0	0	0	0	0	0	48	47	85	43	39	38	0	0	0	0	0	0
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Marinibacterium;s_Marinibacterium_sp002709405	0	0	0	0	0	0	0	0	0	0	0	0	54	58	104	76	92	65	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_RUG12999;f_RUG12999;g_RGIG4103;s_RGIG4103_sp017467445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	90	123	32	121	43
d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Treponematales;f_Treponemataceae;g_Treponema_D;s_Treponema_D_parvum_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	491	733	194	429	154
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Caccomorpha;s_Caccomorpha_sp017623215	0	0	0	0	0	0	0	0	0	0	0	0	344	98	59	49	103	1288	55	130	69	126	91	21
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Christensenellales;f_Borkfalkiaceae;g_Gallimonas;s_Gallimonas_sp910586365	0	0	0	0	0	0	50	119	42	54	109	254	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Microbacteriaceae;g_Microbacterium;s_Microbacterium_sp001423485	0	0	0	0	0	0	0	0	0	0	0	0	454	386	533	570	386	938	0	0	0	0	0	0
d_Bacteria;p_Bacillota_H;c_UBA994;o_UBA994;f_UBA994;g_BS524;s_BS524_sp018725275	0	0	0	0	0	0	0	0	0	0	0	0	16	20	10	14	14	24	0	0	0	0	0	0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Cyclobacteriaceae;g_Chryseolinea;s_unclassify_g_Chryseolinea	0	0	0	0	0	0	0	0	0	0	0	0	455	439	667	518	504	748	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruminiclostridium_E;s_Ruminiclostridium_E_sp910585505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	155	140	300	97	80
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_GCA-2748055;g_GCA-2748055;s_GCA-2748055_sp023137255	0	0	0	0	0	0	0	0	0	0	0	0	77	37	101	83	110	317	0	0	0	0	0	0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Saprospiraceae;g_CALCSX01;s_CALCSX01_sp937894165	0	0	0	0	0	0	0	0	0	0	0	0	204	230	313	130	381	275	0	0	0	0	0	0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Prevotella;s_Prevotella_sp017509155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	113	168	9	73	30
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Pseudomonadales;f_DSM-6294;g_Bermanella;s_Bermanella_sp002683575	0	0	0	0	0	0	0	0	0	0	0	0	56	46	59	82	61	68	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Bilifractor;s_Bilifractor_sp017433615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	98	78	63	30	91
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_SZUA-152;f_SZUA-152;g_JAJDNG01;s_JAJDNG01_sp022340845	0	0	0	0	0	0	0	0	0	0	0	0	50	69	92	69	62	72	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium;s_Mycobacterium_sp020439025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	98	76	17	152	42
d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_Phycisphaerales;f_Phycisphaeraceae;g_RI-382;s_RI-382_sp016125215	0	0	0	0	0	0	2331	1691	748	1369	2149	1883	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_MGBC120314;s_MGBC120314_sp910584325	0	0	0	0	0	0	276	847	692	481	336	1004	1704	3034	4885	2511	2522	1846	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Peptostreptococcales;f_Peptostreptococcaceae;g_Terrisporobacter;s_Terrisporobacter_othiniensis	0	0	0	0	0	0	1408	2685	2833	1671	2464	2721	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_Faecousia;s_Faecousia_sp937892865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	251	435	429	440	468
d_Bacteria;p_Bacillota_A;c_Clostridia;o_UBA1381;f_UBA1381;g_Ornithomonoglobus;s_Ornithomonoglobus_merdipullorum	0	0	0	0	0	0	90	1188	791	262	137	243	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Butyricicoccaceae;g_UBA6114;s_unclassify_g_UBA6114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	14	28	0	12	112
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Christensenellales;f_CAG-314;g_Fimimonas;s_Fimimonas_sp947630455	0	0	0	0	0	0	0	0	0	0	0	0	221	132	289	194	135	381	0	0	0	0	0	0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Alistipes;s_Alistipes_sp949283205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402	744	196	256	653	500
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Cronobacter;s_Cronobacter_muytjensii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1274	2294	741	443	939	821
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Yersinia;s_Yersinia_canariae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	6	139	10	13	2
d_Bacteria;p_Lernaellota;c_Lernaellaia;o_JACKCT01;f_JACKCT01;g_JAIOHV01;s_JAIOHV01_sp019912885	0	0	0	0	0	0	35	14	16	16	41	56	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Coriobacteriia;o_Coriobacteriales;f_Coriobacteriaceae;g_Collinsella;s_Collinsella_sp902495945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	36	37	8	57	21
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Streptomycetales;f_Streptomycetaceae;g_Streptomyces;s_Streptomyces_sp014253015	0	0	0	0	0	0	0	0	0	0	0	0	232	80	218	421	50	73	0	0	0	0	0	0
d_Bacteria;p_Desulfobacterota;c_DSM-4660;o_Desulfatiglandales;f_HGW-15;g_JAFDHO01;s_JAFDHO01_sp019308745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	14	28	2	24	189
d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_SZUA-6;f_JAFGRV01;g_JAFGRV01;s_JAFGRV01_sp016935735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	31	18	15	48	8
d_Bacteria;p_Desulfobacterota;c_Desulfobacteria;o_Desulfobacterales;f_UBA5852;g_JABZFP01;s_unclassify_g_JABZFP01	0	0	0	0	0	0	98	101	30	56	137	52	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Christensenellales;f_Borkfalkiaceae;g_UBA4636;s_UBA4636_sp944363645	0	0	0	0	0	0	0	0	0	0	0	0	334	316	741	439	392	1000	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Petralouisia;s_Petralouisia_sp910585625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3665	3080	2361	532	1199	904
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Roseburia_B;s_Roseburia_B_sp951800425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	127	147	48	33	30
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_WCHB1-69;g_UBA1205;s_UBA1205_sp017618435	0	0	0	0	0	0	0	0	0	0	0	0	1293	1704	2159	1871	2160	2599	0	0	0	0	0	0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Saprospiraceae;g_Vicinibacter;s_Vicinibacter_sp016710585	0	0	0	0	0	0	0	0	0	0	0	0	155	77	93	129	656	357	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Gallintestinimicrobium;s_unclassify_g_Gallintestinimicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	493	432	101	892	21
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_RumEn-M2;s_RumEn-M2_sp012522645	0	0	0	0	0	0	467	369	111	98	129	370	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_CAG-272;g_HGM12713;s_HGM12713_sp015063335	0	0	0	0	0	0	0	0	0	0	0	0	202	94	171	116	121	269	0	0	0	0	0	0
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_PS1;f_Thioglobaceae;g_Thiodubiliella;s_Thiodubiliella_sp029237605	0	0	0	0	0	0	0	0	0	0	0	0	146	154	219	185	150	191	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Eisenbergiella;s_Eisenbergiella_pullistercoris	0	0	0	0	0	0	2949	5769	6669	3690	110332	5676	0	0	0	0	0	0	1851	700	809	643	472	2289
d_Bacteria;p_Patescibacteria;c_Saccharimonadia;o_Saccharimonadales;f_Nanosynbacteraceae;g_Nanosynbacter;s_Nanosynbacter_sp900555885	0	0	0	0	0	0	986	1670	366	444	271	350	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Micromonosporaceae;g_Micromonospora;s_Micromonospora_sp000158815	0	0	0	0	0	0	0	0	0	0	0	0	1349	247	85	59	187	1599	190	330	59	48	282	135
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_CAG-272;g_Flemingibacterium;s_Flemingibacterium_sp017472255	0	0	0	0	0	0	0	0	0	0	0	0	104	105	148	100	222	176	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_UBA3818;s_UBA3818_sp002369315	0	0	0	0	0	0	0	0	0	0	0	0	516	275	471	400	356	1050	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_MGBC131033;s_unclassify_g_MGBC131033	0	0	0	0	0	0	857	1172	267	171	316	236	179	131	176	116	461	313	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Eubacteriales;f_UBA1433;g_UBA1433;s_unclassify_g_UBA1433	0	0	0	0	0	0	387	1066	414	225	248	376	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Planctomycetota;c_SKW154;o_SKW154;f_DAOVDS01;g_DAOVDS01;s_DAOVDS01_sp030669415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	261	25	10	83	109
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae;g_Flavobacterium;s_Flavobacterium_psychrophilum_K	0	0	0	0	0	0	182	324	779	542	562	505	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_UBA6382;s_UBA6382_sp902773055	0	0	0	0	0	0	0	0	0	0	0	0	228	189	262	215	207	186	0	0	0	0	0	0
d_Bacteria;p_Verrucomicrobiota;c_Lentisphaeria;o_Oligosphaerales;f_Oligosphaeraceae;g_UBA1407;s_unclassify_g_UBA1407	0	0	0	0	0	0	2413	4787	580	1117	998	1273	95	86	145	65	283	112	6	648	12	6	12	6
d_Bacteria;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Listeriaceae;g_Listeria;s_Listeria_valentina	0	0	0	0	0	0	134	80	14	73	107	92	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_unclassify_o_Enterobacterales;g_unclassify_o_Enterobacterales;s_unclassify_o_Enterobacterales	0	0	0	0	0	0	10509	2101	4184	3543	5635	3157	119	163	321	301	188	199	10	6	43	3	20	4
d_Bacteria;p_Bacillota_B;c_Desulfotomaculia;o_Desulfotomaculales;f_JAGUVT01;g_JAGUVT01;s_JAGUVT01_sp020062745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	28	65	4	34	27
d_Bacteria;p_Bacillota_A;c_Clostridia;o_UBA1381;f_UBA1381;g_HGM11525;s_HGM11525_sp017483065	0	0	0	0	0	0	0	0	0	0	0	0	1143	1750	2767	1703	1638	1558	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Mobilitalea;s_Mobilitalea_sp029267975	0	0	0	0	0	0	0	0	0	0	0	0	834	625	1079	831	748	792	128	152	176	90	173	111
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Streptomycetales;f_Streptomycetaceae;g_Streptomyces;s_Streptomyces_polyasparticus	0	0	0	0	0	0	0	0	0	0	0	0	125	109	98	116	358	189	260	211	119	44	114	77
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Gallintestinimicrobium;s_Gallintestinimicrobium_sp017482485	0	0	0	0	0	0	348	628	885	518	2527	617	321	286	717	1553	407	537	234	577	661	95	955	62
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_RGIG4131;s_RGIG4131_sp017536405	0	0	0	0	0	0	134	293	188	99	457	216	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Saccharofermentanales;f_Fastidiosipilaceae;g_JAAYZH01;s_JAAYZH01_sp012514965	0	0	0	0	0	0	177	353	387	365	646	346	0	0	0	0	0	0	1376	1238	1798	383	798	611
d_Bacteria;p_Bacillota_C;c_Negativicutes;o_RGIG982;f_RGIG982;g_RGIG982;s_RGIG982_sp017442105	0	0	0	0	0	0	359	718	1368	197	218	374	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_I;c_Bacilli_A;o_RF39;f_UBA660;g_JAAZHN01;s_JAAZHN01_sp012510695	0	0	0	0	0	0	168	461	203	377	291	1013	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Saccharofermentanales;f_UBA5734;g_SLHU01;s_unclassify_g_SLHU01	0	0	0	0	0	0	0	0	0	0	0	0	101	124	133	803	95	59	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Peptostreptococcales;f_Anaerovoracaceae;g_RGIG7179;s_RGIG7179_sp016302925	0	0	0	0	0	0	0	0	0	0	0	0	1461	1155	1832	1320	11755	6697	0	0	0	0	0	0
d_Bacteria;p_Desulfobacterota;c_Desulfobacteria;o_Desulfobacterales;f_SKZT01;g_SKZT01;s_SKZT01_sp011389745	0	0	0	0	0	0	0	0	0	0	0	0	3817	7372	14030	3852	14695	11194	0	0	0	0	0	0
d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellia;o_RFP12;f_JAAYLN01;g_RGIG5952;s_RGIG5952_sp017962605	0	0	0	0	0	0	0	0	0	0	0	0	1414	500	1506	678	555	723	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Acidimicrobiia;o_Acidimicrobiales;f_Ilumatobacteraceae;g_Casp-actino8;s_Casp-actino8_sp009704425	0	0	0	0	0	0	214	478	139	131	125	732	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Olivibacter;s_Olivibacter_sitiensis	0	0	0	0	0	0	104	205	184	83	237	152	0	0	0	0	0	0	86	7	22	46	16	89
d_Bacteria;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lacticaseibacillus;s_Lacticaseibacillus_hulanensis	0	0	0	0	0	0	0	0	0	0	0	0	2086	1110	1873	2632	754	1980	46	16	40	31	15	8
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Micropepsales;f_Micropepsaceae;g_JADZAI01;s_JADZAI01_sp027492655	0	0	0	0	0	0	0	0	0	0	0	0	25	36	64	107	176	44	0	0	0	0	0	0
d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Treponematales;f_Treponemataceae;g_Treponema_D;s_Treponema_D_sp016290995	0	0	0	0	0	0	0	0	0	0	0	0	57	381	920	78	357	245	0	0	0	0	0	0
d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellia;o_Kiritimatiellales;f_Pontiellaceae;g_Pontiella;s_Pontiella_sp029432775	0	0	0	0	0	0	0	0	0	0	0	0	57	44	37	62	49	64	0	0	0	0	0	0
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas;s_Pseudomonas_nitritireducens_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	60	26	82	14	302
d_Bacteria;p_Cyanobacteriota;c_Cyanobacteriia;o_Pseudanabaenales;f_Pseudanabaenaceae;g_Pseudanabaena;s_Pseudanabaena_frigida	0	0	0	0	0	0	0	0	0	0	0	0	147	155	252	144	167	198	0	0	0	0	0	0
d_Bacteria;p_Desulfobacterota;c_Syntrophia;o_Syntrophales;f_Smithellaceae;g_UBA8904;s_UBA8904_sp012522275	0	0	0	0	0	0	0	0	0	0	0	0	81	166	283	496	329	146	0	0	0	0	0	0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Prevotella;s_Prevotella_sp002437565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	166	196	18	269	27
d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Dehalococcoidales;f_BS750m-G39;g_E44-bin88;s_E44-bin88_sp004375675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	12	5	7	133
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Saprospiraceae;g_OLB9;s_OLB9_sp016713025	0	0	0	0	0	0	0	0	0	0	0	0	120	46	30	27	72	328	0	0	0	0	0	0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Chitinophagaceae;g_FW021-bin31;s_FW021-bin31_sp004299085	0	0	0	0	0	0	7	4	16	3	1	8	494	457	2305	565	506	564	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Choladousia;s_Choladousia_sp021199475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	622	871	314	97	406	227
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_Flavonifractor;s_Flavonifractor_sp002159455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	152	172	230	94	664
d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Arcobacteraceae;g_Aliarcobacter;s_Aliarcobacter_faecis	0	0	0	0	0	0	27247	1418	2009	785	1097	1006	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Spirochaetales_E;f_Spirochaetaceae_B;g_Oceanispirochaeta;s_Oceanispirochaeta_sp002408085	0	0	0	0	0	0	89	124	30	57	154	114	0	0	0	0	0	0	11	49	10	0	27	8
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Micavibrionales;f_Micavibrionaceae;g_UBA1672;s_UBA1672_sp002401965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	102	18	8	26	7
d_Bacteria;p_Bdellovibrionota;c_Bdellovibrionia;o_Bdellovibrionales;f_JACOND01;g_JANQSP01;s_JANQSP01_sp028819305	0	0	0	0	0	0	57	138	67	60	125	247	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Alistipes;s_Alistipes_senegalensis_A	0	0	0	0	0	0	1748	2169	1664	1068	3224	1248	92	74	99	125	249	255	0	0	0	0	0	0
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_GCA-022846635;s_GCA-022846635_sp022846635	0	0	0	0	0	0	3769	11327	6675	29293	4759	4345	0	0	0	0	0	0	15922	13243	42980	2893	6510	4259
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Nevskiales;f_Nevskiaceae;g_Flagellatimonas;s_Flagellatimonas_centrodinii	0	0	0	0	0	0	702	843	877	411	1208	912	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_Ruminococcus_E;s_Ruminococcus_E_sp902785365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	134	101	32	83	12
d_Bacteria;p_Cloacimonadota;c_Cloacimonadia;o_Cloacimonadales;f_TCS61;g_Tenebribacter;s_Tenebribacter_sp023137125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489	46	106	349	52	252
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_SIG627;g_SIG627;s_SIG627_sp017440805	0	0	0	0	0	0	0	0	0	0	0	0	436	340	998	589	369	592	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_RGIG5612;s_RGIG5612_sp017431485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	745	462	645	450	480	365
d_Archaea;p_Thermoplasmatota;c_E2;o_DHVEG-1;f_DHVEG-1;g_SM1-50;s_SM1-50_sp003942085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	230	222	83	164	118
d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales_B;f_DSM-18226;g_Bacillus_D;s_Bacillus_D_sp001685025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	42	3	22	10	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Christensenellales;f_Aristaeellaceae;g_RUG563;s_RUG563_sp017525805	0	0	0	0	0	0	1999	4378	5936	1999	2726	2253	1389	2106	1103	675	2482	7122	0	0	0	0	0	0
d_Bacteria;p_Cyanobacteriota;c_Vampirovibrionia;o_Gastranaerophilales;f_Gastranaerophilaceae;g_Avigastranaerophilus;s_Avigastranaerophilus_sp944323955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	468	298	107	212	62
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Jutongia;s_Jutongia_sp958444395	0	0	0	0	0	0	0	0	0	0	0	0	269	227	454	369	435	782	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Chordicoccus;s_Chordicoccus_sp015057835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	251	309	209	423	56
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA932;g_Cryptobacteroides;s_Cryptobacteroides_sp017962065	0	0	0	0	0	0	656	1356	1469	452	3651	336	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_TANB77;f_CAG-465;g_RGIG5057;s_unclassify_g_RGIG5057	0	0	0	0	0	0	115	133	218	61	140	166	1352	109	224	77	979	141	0	0	0	0	0	0
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Burkholderiales;f_Rhodocyclaceae;g_Sulfuricystis;s_Sulfuricystis_sp903930805	0	0	0	0	0	0	666	3799	22700	2353	1655	1414	0	0	0	0	0	0	9373	432	995	377	6353	857
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_UBA2882;s_UBA2882_sp900542015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	179	184	94	87	52
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Christensenellales;f_Pumilibacteraceae;g_Anaerocaecibacter;s_Anaerocaecibacter_sp947384195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	412	102	48	97	90
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Competibacterales;f_Competibacteraceae;g_UBA2383;s_UBA2383_sp022709365	0	0	0	0	0	0	227	200	112	87	112	412	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellia;o_CAIKKV01;f_PXCX01;g_PXCX01;s_unclassify_g_PXCX01	0	0	0	0	0	0	0	0	0	0	0	0	138	155	256	174	195	203	0	0	0	0	0	0
