species	Pame_1	Pame_2	Pame_3	Pame_4	Pame_5	Pame_6	Pful_1	Pful_2	Pful_3	Pful_4	Pful_5	Pful_6	Esin_1	Esin_2	Esin_3	Esin_4	Esin_5	Esin_6	Bger_1	Bger_2	Bger_3	Bger_4	Bger_5	Bger_6
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Paludibacteraceae;g_RGIG10190;s_RGIG10190_sp017553575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	982	975	285	485	432	207
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Tidjanibacter;s_Tidjanibacter_sp017648105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	133	149	26	214	16
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rickettsiales;f_SXRF01;g_JAGVKI01;s_JAGVKI01_sp020050695	0	0	0	0	0	0	417	725	728	367	1687	2400	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Carnobacteriaceae;g_Desemzia;s_unclassify_g_Desemzia	0	0	0	0	0	0	0	0	0	0	0	0	51	36	52	39	217	85	0	0	0	0	0	0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Weeksellaceae;g_Epilithonimonas;s_Epilithonimonas_sp023448955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	72	96	9	26	9
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Chitinophagaceae;g_SXYR01;s_SXYR01_sp903920455	0	0	0	0	0	0	4661	2105	4650	2057	1799	2374	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_CAG-272;g_CAKSQF01;s_CAKSQF01_sp017451585	0	0	0	0	0	0	0	0	0	0	0	0	20	37	275	72	55	63	0	0	0	0	0	0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_P3;g_UBA1711;s_UBA1711_sp937886715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	175	619	96	96	62
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_UMGS1601;s_UMGS1601_sp900545345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	308	756	133	343	102
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Burkholderiales;f_Chitinibacteraceae;g_Amantichitinum;s_Amantichitinum_ursilacus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	51	65	38	50	52
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Methylococcales;f_Methylococcaceae;g_Methylumidiphilus;s_Methylumidiphilus_sp903859815	0	0	0	0	0	0	111	59	182	107	529	118	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Moryella;s_Moryella_sp902766415	0	0	0	0	0	0	0	0	0	0	0	0	872	917	591	383	5324	7096	0	0	0	0	0	0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Crocinitomicaceae;g_Putridiphycobacter;s_Putridiphycobacter_roseus	0	0	0	0	0	0	0	0	0	0	0	0	127	158	204	150	177	191	0	0	0	0	0	0
d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Aggregatilineales;f_unclassify_o_Aggregatilineales;g_unclassify_o_Aggregatilineales;s_unclassify_o_Aggregatilineales	0	0	0	0	0	0	30	41	28	20	46	35	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_unclassify_o_Mycobacteriales;g_unclassify_o_Mycobacteriales;s_unclassify_o_Mycobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	889	735	974	990	994	1532	0	0	0	0	0	0
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Citrobacter;s_Citrobacter_europaeus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	504	365	769	111	293	459
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_NK4A136;s_NK4A136_sp029558315	0	0	0	0	0	0	93	75	523	128	693	275	0	0	0	0	0	0	29	923	34	18	30	14
d_Bacteria;p_Nitrospirota;c_Thermodesulfovibrionia;o_Thermodesulfovibrionales;f_JdFR-85;g_JAADIE01;s_JAADIE01_sp013151495	0	0	0	0	0	0	71	104	42	49	37	40	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Burkholderiales;f_Chromobacteriaceae;g_Craterilacuibacter;s_unclassify_g_Craterilacuibacter	0	0	0	0	0	0	0	0	0	0	0	0	1384	603	371	1005	753	704	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Microbacteriaceae;g_Microbacterium;s_Microbacterium_sp001897945	0	0	0	0	0	0	0	0	0	0	0	0	697	449	2168	714	934	1048	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Peptostreptococcales;f_Peptostreptococcaceae;g_Romboutsia_C;s_Romboutsia_C_sp015668195	0	0	0	0	0	0	0	0	0	0	0	0	1504	1353	2219	1813	1690	1465	0	0	0	0	0	0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_DTU049;g_DTU049;s_DTU049_sp018432645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	540	1490	2561	516	443	454
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAG-791;s_CAG-791_sp017449745	0	0	0	0	0	0	545	844	2018	626	2780	990	0	0	0	0	0	0	71	21	78	221	27	74
d_Bacteria;p_Bacillota;c_Bacilli;o_Alicyclobacillales;f_Alicyclobacillaceae;g_Alicyclobacillus_L;s_Alicyclobacillus_L_sp028751195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	79	183	17	39	25
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_CAJOIG01;s_CAJOIG01_sp947632005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	770	294	73	109	144	182
d_Bacteria;p_Bacillota_I;c_Bacilli_A;o_RF39;f_UBA660;g_UBA660;s_UBA660_sp002299475	0	0	0	0	0	0	0	0	0	0	0	0	1214	1285	1862	1435	1435	1346	0	0	0	0	0	0
d_Bacteria;p_Chloroflexota;c_Chloroflexia;o_Chloroflexales;f_Herpetosiphonaceae;g_JACCRK01;s_JACCRK01_sp013813565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	66	96	24	34	59
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_CAG-274;g_CANPXH01;s_CANPXH01_sp947628755	0	0	0	0	0	0	125	153	2073	106	2787	727	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_B;c_Desulfitobacteriia;o_Desulfitobacteriales;f_Desulfitobacteriaceae;g_JAJZPA01;s_unclassify_g_JAJZPA01	0	0	0	0	0	0	0	0	0	0	0	0	119	142	271	218	184	329	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Acetatifactor;s_Acetatifactor_sp023664665	0	0	0	0	0	0	449	973	327	6422	220	216	65	94	212	385	174	173	0	0	0	0	0	0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA932;g_JAIRLC01;s_JAIRLC01_sp031259645	0	0	0	0	0	0	277	328	156	137	141	193	0	0	0	0	0	0	217	257	335	102	431	57
d_Bacteria;p_Planctomycetota;c_Planctomycetia;o_Gemmatales;f_Gemmataceae;g_SIAQ01;s_SIAQ01_sp016200155	0	0	0	0	0	0	0	0	0	0	0	0	87	110	114	98	173	135	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Acetatifactor;s_Acetatifactor_sp934394815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529	494	518	1292	300	341
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_UBA3282;s_UBA3282_sp947175305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	92	62	68	73	288
d_Bacteria;p_Actinomycetota;c_Coriobacteriia;o_Coriobacteriales;f_Eggerthellaceae;g_UBA9715;s_UBA9715_sp947565915	0	0	0	0	0	0	86	155	132	83	1050	219	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_CAG-272;g_UMGS1865;s_UMGS1865_sp017463405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	271	188	88	169	42
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Legionellales;f_Legionellaceae;g_Legionella_C;s_Legionella_C_sp030680075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	757	218	93	543	213
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Propionibacteriales;f_Propionibacteriaceae;g_Microlunatus_B;s_Microlunatus_B_speluncae	0	0	0	0	0	0	0	0	0	0	0	0	127	166	173	145	183	278	0	0	0	0	0	0
d_Bacteria;p_Bacillota;c_Bacilli;o_Paenibacillales;f_Paenibacillaceae;g_Cohnella;s_Cohnella_sp023418755	0	0	0	0	0	0	0	0	0	0	0	0	325	224	299	243	436	774	0	0	0	0	0	0
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae;g_Bradyrhizobium;s_Bradyrhizobium_iriomotense	0	0	0	0	0	0	208	127	168	103	171	142	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Schmidhempelia;s_Schmidhempelia_bombi	0	0	0	0	0	0	1162	977	890	1075	3054	2007	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Elusimicrobiota;c_Elusimicrobia;o_Elusimicrobiales;f_Elusimicrobiaceae;g_Avelusimicrobium;s_Avelusimicrobium_sp937891135	0	0	0	0	0	0	0	0	0	0	0	0	105	98	252	220	78	149	0	0	0	0	0	0
d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales_H;f_Bacillaceae_D;g_Halalkalibacter;s_Halalkalibacter_sp001310635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	84	124	52	31	341
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Hominimerdicola;s_Hominimerdicola_sp934476685	0	0	0	0	0	0	0	0	0	0	0	0	770	748	575	768	3251	1102	0	0	0	0	0	0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Paludibacteraceae;g_RF16;s_RF16_sp937891905	0	0	0	0	0	0	0	0	0	0	0	0	477	753	959	870	1011	707	126	189	131	59	95	36
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Spirosomataceae;g_Runella;s_Runella_zeae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	18	26	4	29	0
d_Bacteria;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lacticaseibacillus;s_unclassify_g_Lacticaseibacillus	0	0	0	0	0	0	0	0	0	0	0	0	25180	3470	16178	5464	7124	46639	14	72	12	15	227	6
d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomethylophilaceae;g_WRKA01;s_WRKA01_sp031260545	0	0	0	0	0	0	0	0	0	0	0	0	1155	630	2134	916	711	3484	0	0	0	0	0	0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_B18-G4;g_JAUWGC01;s_JAUWGC01_sp030618905	0	0	0	0	0	0	1334	2321	1940	1224	2217	2178	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota;c_Bacilli;o_Paenibacillales;f_Paenibacillaceae;g_Paenibacillus_D;s_Paenibacillus_D_daejeonensis	0	0	0	0	0	0	337	288	152	414	268	248	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Flammeovirgaceae;g_Flammeovirga;s_Flammeovirga_sp014534745	0	0	0	0	0	0	173	261	114	61	69	92	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Butyribacter;s_Butyribacter_sp003612285	0	0	0	0	0	0	0	0	0	0	0	0	693	831	1404	1140	706	871	1159	3363	2999	97	712	249
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae;g_Flavobacterium;s_Flavobacterium_agri	0	0	0	0	0	0	0	0	0	0	0	0	150	207	490	111	181	423	0	0	0	0	0	0
d_Bacteria;p_Verrucomicrobiota;c_Lentisphaeria;o_Victivallales;f_JAUVCU01;g_JAUVCU01;s_JAUVCU01_sp030590715	0	0	0	0	0	0	0	0	0	0	0	0	334	515	502	269	1528	254	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_SZUA-444;s_SZUA-444_sp023440965	0	0	0	0	0	0	414	401	287	282	550	439	0	0	0	0	0	0	1226	1329	2017	644	3017	3840
d_Archaea;p_Thermoproteota;c_Korarchaeia;o_JAOZGF01;f_JAOZFZ01;g_JAOZFL01;s_JAOZFL01_sp027491455	0	0	0	0	0	0	0	0	0	0	0	0	49	110	411	263	35	169	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Agathobacter;s_Agathobacter_sp900317585	0	0	0	0	0	0	0	0	0	0	0	0	346	407	266	1613	1965	341	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_RUG11237;s_unclassify_g_RUG11237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	512	368	206	214	264
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Berkiellales;f_Berkiellaceae;g_Berkiella;s_unclassify_g_Berkiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3291	3459	2941	862	2680	1373
d_Bacteria;p_Acidobacteriota;c_Terriglobia;o_Bryobacterales;f_Bryobacteraceae;g_BOG-234;s_BOG-234_sp903825445	0	0	0	0	0	0	0	0	0	0	0	0	1565	682	324	1106	763	710	0	0	0	0	0	0
d_Bacteria;p_Myxococcota;c_Polyangia;o_Polyangiales;f_JADJMO01;g_CAIXWQ01;s_CAIXWQ01_sp903923175	0	0	0	0	0	0	0	0	0	0	0	0	95	66	124	114	79	124	0	0	0	0	0	0
d_Bacteria;p_Bdellovibrionota;c_Bdellovibrionia;o_Bdellovibrionales;f_JAMPXM01;g_CAJYOV01;s_CAJYOV01_sp913774795	0	0	0	0	0	0	0	0	0	0	0	0	380	637	628	596	1727	1001	61	31	104	48	69	37
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Burkholderiales;f_Neisseriaceae;g_JAGNPU01;s_JAGNPU01_sp017987415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	196	101	38	144	391
d_Bacteria;p_Spirochaetota;c_UBA4802;o_UBA4802;f_UBA5550;g_VFJS01;s_VFJS01_sp009885955	0	0	0	0	0	0	184	159	259	76	537	89	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Gallintestinimicrobium;s_Gallintestinimicrobium_pullicola	0	0	0	0	0	0	334	2111	1787	262	1207	505	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_H;c_UBA994;o_UBA994;f_UBA994;g_BS524;s_BS524_sp018334055	0	0	0	0	0	0	20	67	55	18	44	48	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Peptostreptococcales;f_Tindalliaceae;g_Tindallia;s_Tindallia_magadiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	39	118	18	59	14
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Muribaculaceae;g_Lepagella;s_Lepagella_sp029058745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	49	42	8	22	13
d_Bacteria;p_Bacillota_F;c_Halanaerobiia;o_DY22613;f_DY22613;g_JAGMES01;s_JAGMES01_sp023128035	0	0	0	0	0	0	361	26	33	17	23	32	0	0	0	0	0	0	92	113	269	30	160	75
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Marinifilaceae;g_Odoribacter;s_Odoribacter_sp020024465	0	0	0	0	0	0	521	1164	1483	426	1955	504	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Jiella;s_Jiella_sp024359545	0	0	0	0	0	0	16349	16777	12234	10084	17353	12681	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Patescibacteria;c_Microgenomatia;o_GWA2-44-7;f_UBA8517;g_UBA12026;s_UBA12026_sp000990005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	45	30	11	28	10
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Suilimivivens;s_Suilimivivens_sp014803415	0	0	0	0	0	0	565	1288	4444	4549	4435	1183	181	1223	355	405	240	279	232	1560	656	161	1261	44
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_UBA737;s_UBA737_sp902766755	0	0	0	0	0	0	2020	3110	3822	1622	1684	2386	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_RGIG3102;s_RGIG3102_sp015067145	0	0	0	0	0	0	0	0	0	0	0	0	351	353	478	517	727	1844	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium_butyricum	0	0	0	0	0	0	1050	758	823	437	2026	2600	299	167	306	232	150	232	101	148	117	279	132	83
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_Lawsonibacter;s_Lawsonibacter_sp910588635	0	0	0	0	0	0	167	182	294	108	402	207	0	0	0	0	0	0	1082	1895	908	679	1137	536
d_Bacteria;p_Actinomycetota;c_Acidimicrobiia;o_Acidimicrobiales;f_Ilumatobacteraceae;g_Ilumatobacter;s_Ilumatobacter_sp002698945	0	0	0	0	0	0	0	0	0	0	0	0	78	73	71	60	80	126	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_UMGS1810;f_UMGS1810;g_Qingrenia;s_Qingrenia_sp934500875	0	0	0	0	0	0	0	0	0	0	0	0	29	38	38	28	68	130	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Kineothrix;s_Kineothrix_sp947246015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	35	259	72	41	18
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruminiclostridium_E;s_Ruminiclostridium_E_sp015067025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20044	213205	936138	11949	27419	10281
d_Bacteria;p_Bacillota_I;c_Bacilli_A;o_RF39;f_UBA660;g_UMGS1271;s_UMGS1271_sp949879835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	112	106	38	35	14
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Weeksellaceae;g_Chryseobacterium;s_Chryseobacterium_sp022869225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	1045	416	51	163	17
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Acidovorax;s_Acidovorax_facilis	0	0	0	0	0	0	44	80	36	95	387	92	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_unclassify_f_Mycobacteriaceae;s_unclassify_f_Mycobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	2972	2642	3930	3591	7657	7315	0	0	0	0	0	0
d_Bacteria;p_Bacillota_I;c_Bacilli_A;o_RF39;f_UBA660;g_SIG200;s_SIG200_sp017441065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	37	147	10	21	12
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_RF32;f_CAG-239;g_HGM16780;s_HGM16780_sp944390275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	3029	481	112	751	128
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_Dysosmobacter;s_Dysosmobacter_sp934597465	0	0	0	0	0	0	0	0	0	0	0	0	7937	8817	7214	8997	21622	15875	0	0	0	0	0	0
d_Bacteria;p_Desulfobacterota;c_Desulfobacteria;o_Desulfobacterales;f_JAFDCJ01;g_JAFDCJ01;s_JAFDCJ01_sp019312835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1389	592	801	564	1174	1229
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Faecalibacterium;s_Faecalibacterium_sp900765705	0	0	0	0	0	0	787	1009	514	235	662	640	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_JN-9;s_JN-9_sp029256485	0	0	0	0	0	0	494	637	234	195	315	259	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Prolixibacteraceae;g_GWE2-42-39;s_GWE2-42-39_sp003506435	0	0	0	0	0	0	0	0	0	0	0	0	601	427	458	167	699	667	286	394	375	51	154	34
d_Bacteria;p_Actinomycetota;c_Coriobacteriia;o_Coriobacteriales;f_Eggerthellaceae;g_UBA9715;s_UBA9715_sp003452695	0	0	0	0	0	0	56	635	122	63	684	176	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Myxococcota;c_Polyangia;o_Polyangiales;f_Ga0077539;g_CAISKJ01;s_CAISKJ01_sp903885885	0	0	0	0	0	0	0	0	0	0	0	0	328	271	461	441	473	511	0	0	0	0	0	0
d_Bacteria;p_Desulfobacterota;c_Desulfovibrionia;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Solidesulfovibrio;s_Solidesulfovibrio_alcoholivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	182	335	229	280	175
d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales_B;f_DSM-1321;g_Bacillus_AD;s_Bacillus_AD_testis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	10	38	17	55	2
d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales_D;f_Amphibacillaceae;g_Virgibacillus;s_Virgibacillus_proomii_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	14	56	20	8	4
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_Vescimonas;s_Vescimonas_sp934561335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	111	288	25	66	17
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Pseudomonadales;f_Nitrincolaceae;g_Neptunomonas;s_Neptunomonas_sp016744175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1030	414	320	1433	211	1846
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_SIG301;s_SIG301_sp015057455	0	0	0	0	0	0	777	943	1814	689	2983	933	0	0	0	0	0	0	6315	19164	7080	660	15872	968
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Beutenbergiaceae;g_Ruania;s_Ruania_albidiflava	0	0	0	0	0	0	0	0	0	0	0	0	640	562	785	702	918	1371	0	0	0	0	0	0
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_JAIVHI01;s_JAIVHI01_sp020201155	0	0	0	0	0	0	0	0	0	0	0	0	143	138	219	163	218	205	0	0	0	0	0	0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Solitalea;s_Solitalea_koreensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	110	263	57	132	301
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Saccharofermentanales;f_Saccharofermentanaceae;g_Saccharofermentans;s_Saccharofermentans_sp016292135	0	0	0	0	0	0	278	747	196	240	193	238	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Lernaellota;c_Lernaellaia;o_JACKCT01;f_JACKCT01;g_JADLEX01;s_JADLEX01_sp020845895	0	0	0	0	0	0	49	125	147	68	142	120	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA932;g_Cryptobacteroides;s_Cryptobacteroides_sp017550025	0	0	0	0	0	0	0	0	0	0	0	0	819735	692234	759983	920174	1860953	1700023	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_RGIG8773;s_RGIG8773_sp029067895	0	0	0	0	0	0	575	951	1393	207	518	612	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Prolixibacteraceae;g_JAAFHB01;s_JAAFHB01_sp903850335	0	0	0	0	0	0	185	449	198	379	223	816	96	175	589	360	98	265	2043	1438	2066	1823	1109	155
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Roseburia;s_Roseburia_sp947649645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	319	778	67	238	135
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Butyricicoccaceae;g_RGIG3513;s_unclassify_g_RGIG3513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	84	113	14	48	18
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_SIG459;s_unclassify_g_SIG459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	41	39	9	45	8
