KO Bger Esin Pame Pful
K00691 93.9155069493333 148.611738967667 95.9884742678333 122.917433228
K00692 0.0622065175 0.616945887833333 0.138712101666667 0
K00693 0.0773951811666667 0.421167660166667 0.94651727 0
K00694 47.3567316330833 37.3580677966667 34.1888737553333 44.9389984388333
K00697 59.8539049156667 23.667836923 3.581983714 20.7597594811667
K00698 2.206569327 0.9202699125 0.330403047833333 0
K00700 351.628998965833 447.204817835167 375.331059571583 402.8666105282
K00701 0.08616522 1.370965487 0.720981744333333 2.23185054233333
K00702 60.688713354 147.534600201 38.4518671118333 56.7184803480833
K00703 252.280944908483 333.029122882917 321.240713587167 288.055760598667
K00705 220.3839800931 279.71360201915 266.327317236833 249.3521222936
K00712 46.6258105873333 80.41998913795 46.9871405166667 22.40979827235
K00713 0.268971141666667 0.7610812125 0.343061633666667 0.0460902158333333
K00717 11.3575242083333 0 3.978781505 0
K00718 1.70691872883333 0.2400553025 0.353494346666667 0.64060232
K00720 2.32875284416667 1.084723743 6.53784900216667 1.8921813315
K00721 386.005736160883 325.2938879165 399.01210985025 359.9386715483
K00728 18.055607194 86.95676258755 89.2296441453333 50.5063998381667
K00729 3.50352087433333 19.449430699 14.55555144 7.3269239155
K00737 2.5952179565 3.41788144016667 4.08870779933333 7.5526305649
K00748 239.301404212083 202.1990271485 217.79015281 211.062554719
K00752 8.29275376091667 20.8552489955 35.1680807038333 10.3775059841667
K00754 95.900395265 181.942792161167 151.335134408333 132.06141374775
K00756 40.7963481656667 142.991313974667 109.984048540167 89.88092596825
K00757 245.715827497333 183.8527771061 198.940665139667 193.409644078133
K00758 5.86553156416667 23.1319510943333 8.14651497316667 19.5787795366667
K00759 165.981166285583 234.905678262333 187.489583353 194.846408082083
K00760 344.187934246583 369.4831463325 369.379118611583 315.882046843733
K00761 268.470319566333 304.402581617 297.227761039917 282.550994009917
K00762 311.216406791833 338.988431329667 343.892018186333 311.861289980667
K00763 208.892970649667 225.803841149633 227.032222130283 222.0133768199
K00764 468.183833272867 541.42929139225 465.229519739333 432.60211258495
K00765 222.837767994333 289.772504789333 268.586538646667 254.434413963817
K00766 207.66250836465 161.064250367333 93.4465073954167 112.504463683617
K00767 188.7868467455 210.54212756075 198.053918537667 183.640288158083
