metabolites Bger Esin Pame Pful
CPD0338 20.8857783958803 21.2167890829839 20.7954534811719 20.9323386642317
CPD0339 24.3497092183022 19.0005610521112 22.5550010139192 22.6343109780871
CPD0340 23.4801647163983 22.463930973891 22.4939322345262 22.9546282774062
CPD0341 22.2141472011467 20.4649966616147 21.0669055767051 21.2549543750283
CPD0342 23.1714635161986 19.8371056204259 21.5021583485369 20.381788323802
CPD0343 22.5299780125098 20.7142159474266 20.3746735915902 21.2712566179419
CPD0344 25.5070296716491 23.1702018526425 22.8497974842824 24.476151688128
CPD0345 26.7586552250896 27.1631794788184 27.703691553259 27.3596711568715
CPD0346 26.6235563751649 25.8023898691664 25.4902606555716 26.9904897236553
CPD0347 24.1663471501974 28.1940744831433 22.936891527142 24.1074473918331
CPD0348 25.4933395745265 19.8438050911893 24.0242765345195 23.4556754290879
CPD0349 14.8126591300875 22.8996069708052 20.8178395960815 16.5714684965447
CPD0350 23.8695180828277 20.7089058470111 21.2001637751044 23.5742716979849
CPD0351 26.7523866337072 20.7799786115471 24.9477464506976 24.7303690008403
CPD0352 19.5896269121274 24.5120140826998 21.2276612933535 21.0200340228196
CPD0353 25.3766668136133 25.8326252920074 25.6779400867811 26.1916139086524
CPD0354 20.4506131237854 22.9224385664939 19.9820835632964 21.0274792658878
CPD0355 26.2704105106157 26.6382949220026 24.956421394799 24.6986834492836
CPD0356 21.8077429425512 20.8450156571138 22.6466503859033 21.3444021092598
CPD0357 27.8882339947745 27.2538106840713 27.4749312089281 27.4317811178725
CPD0358 21.8466489740164 23.8221366711065 21.0928025130866 20.845194327368
CPD0359 23.7295675177092 23.4476823649125 24.7096650246045 24.5088372506142
CPD0360 24.1348483625554 22.972459512788 24.6640591551776 23.1190592704172
CPD0361 25.2507965448214 24.6653589049992 23.6582923356336 23.899797659201
CPD0362 20.1391122175198 21.6184611831398 21.4398537320045 23.6729947449336
CPD0363 23.8717906080264 27.1620249204862 26.390586592867 26.108201777108
CPD0364 26.146779936385 24.1063021276871 25.7216829195004 26.5194494665412
CPD0365 25.7403556044135 21.6233997367439 22.2787360057911 22.3377790590512
CPD0366 25.4205324465278 26.7330425990653 22.9460595807831 23.0351424017896
CPD0367 26.6931532589909 25.2428827750342 26.4034968101202 26.956606735142
CPD0368 31.5231640224573 29.7669997400089 31.6728571024579 32.1569506366623
CPD0369 23.7863743707628 25.7951951561857 24.7505356068536 24.5595407114043
