gene	Metagenome_fam01	Metagenome_fam02	Metagenome_fam03	Metagenome_fam04	Metagenome_fam05	Metagenome_fam06	Metagenome_fam07	Metagenome_fam08	Metagenome_fam09	Metagenome_fam10	Metagenome_hos01	Metagenome_hos02	Metagenome_hos03	Metagenome_hos04	Metagenome_hos05	Metagenome_hos06	Metagenome_hos07	Metagenome_hos08	Metagenome_hos09	Metagenome_hos10	Metagenome_lab01	Metagenome_lab02	Metagenome_lab03	Metagenome_lab04	Metagenome_lab05	Metagenome_lab06	Metagenome_lab07	Metagenome_lab08	Metagenome_lab09	Metagenome_lab10	Metagenome_res01	Metagenome_res02	Metagenome_res03	Metagenome_res04	Metagenome_res05	Metagenome_res06	Metagenome_res07	Metagenome_res08	Metagenome_res09	Metagenome_res10	Metagenome_wild01	Metagenome_wild02	Metagenome_wild03	Metagenome_wild04	Metagenome_wild05	Metagenome_wild06	Metagenome_wild07	Metagenome_wild08	Metagenome_wild09	Metagenome_wild10
K01910	17.567370339	38.90368162	8.1171939	25.81434277	22.59531105	13.76729776	10.0992767	12.823333546	15.01262294	7.90563636	5.080199935	0.96155981	3.51703115	2.725606776	1.550011754	0.16370212	2.28325904	0.34771528	0.4536598	0.17088835	58.39483212	32.78695196	64.353292747	35.98385611	57.834520126	38.574669026	30.010202955	111.623072966	26.64007066	30.33189617	4.18442392	3.401834235	6.07839482	1.534287426	14.53734423	3.52333713	12.594099656	8.1236456	7.91856796	28.55666961	38.98236906	38.168257097	22.36779646	18.3768227	22.001915252	102.640061235	45.988894825	9.57427079	48.88320818	20.811068469
K01911	105.41664519	105.22588524	17.25924012	28.50285837	6.36686725	30.84385793	3.578152165	33.886216585	3.0972059	26.46276366	5.91847049	3.744350013	10.25847333	34.81906493	2.68769133	1.5340958	31.19588966	2.67798833	2.32322218	3.6682503	27.48896276	38.66724438	20.80283251	14.832160865	9.7069941	20.888699945	24.88724306	16.57565616	50.1143891	25.3312441	31.11565661	5.574698326	5.95713545	15.9985918	14.84532104	21.21955618	20.88936241	8.56783777	11.15052449	5.98573298	14.27726742	32.137986203	76.087295125	17.490441239	14.27450699	102.420842226	33.471372805	47.653644446	16.895210784	16.620287655
K01912	221.74034697	216.683866864	67.216905245	159.93308936	183.66757622	85.261332104	82.914203049	128.74679711	47.216158286	65.31059599	27.813714407	9.780692948	10.986681979	14.132202468	13.534882731	2.15700064	26.39154707	19.127286963	1.867706667	3.914836636	167.841246205	478.98217275	521.233765971	282.63897513	596.148529007	452.171610374	361.231536167	75.66305655	263.882384082	425.93557042	29.04642096	34.045489625	29.471459089	25.706502929	22.20914827	44.42255401	45.26301833	54.7412194	95.025305071	36.250481287	188.129511532	280.508037313	44.427504544	87.955363938	282.862015031	185.171367691	141.45662408	299.393499856	192.80250911	194.58327411
K01914	42.64474991	195.14949434	21.38299456	54.97146241	164.95357956	15.201828475	24.329151294	57.554581805	520.911933024	15.78291255	14.95706638	0.26923317	6.08715832	6.164343534	2.994238724	1.19280202	4.01320191	6.290670574	0.76017632	0.21891561	118.457956685	179.267861805	125.874847845	196.81263517	164.145936208	305.066152178	155.50147817	248.469996675	122.257676541	230.43675532	5.12930477	5.94021059	17.907581354	7.66086473	110.72672099	10.66327604	13.274486329	14.5138145	34.52022136	305.08057989	240.055824441	115.271262969	34.52770151	103.262575	175.391947585	193.070147376	138.28068617	83.540706772	222.35774853	134.658615651
K01915	321.298140124	408.717773424	102.11265243	210.799769456	529.20435228	122.524662281	102.449896816	171.727707524	232.37846184	100.286285444	37.94517703	12.436226144	23.120894849	64.747633354	17.603672814	7.9755245	58.2426594	21.486815493	4.413867045	6.083430994	269.320383731	417.674908558	469.720332955	484.31664178	535.875568764	592.894744456	574.278720511	509.70372799	564.018026436	533.022448446	49.65403371	40.931738171	39.710564219	48.38192131	339.05577189	62.14799325	89.46707842	65.757071465	108.839631153	717.285883908	571.002818289	541.342124773	507.830054855	484.712140263	521.307661566	583.465616139	532.178462932	960.52476698	537.561227519	586.510917036
K01916	135.100524411	184.81006685	28.13811269	39.10612147	276.00587406	42.971407165	13.480115434	45.638952039	571.96313687	42.79741476	11.75037633	3.89406264	12.46993987	45.58742515	3.33988493	2.66729207	37.06917309	5.75006257	3.24374554	4.53516582	117.21217303	75.01822937	90.185984455	249.21850631	79.50067356	193.755516761	205.681599705	485.16509774	321.516311496	201.11970384	32.45882458	7.117659955	8.004499465	19.97837627	294.7765321	23.44947103	32.04940778	13.90198523	18.76013332	639.228851299	230.630834621	167.070620684	134.719747085	209.304128495	329.1158233	143.42097445	203.917045683	175.43168867	219.83989998	313.377200065
K01918	91.212330576	139.15169401	34.400325275	52.373866	37.11757664	36.088589275	38.378825248	90.689254905	11.86833412	29.155578807	9.257097722	4.27186885	3.647962953	7.264775099	5.17094876	1.64358979	11.50609221	9.08938578	0.54756446	1.05385708	80.309398975	183.82947459	208.18362698	108.28438404	203.748770735	155.42607579	133.561226762	30.65821679	88.50379078	140.38855095	9.67175555	11.655038242	10.92424683	10.732209254	6.15708943	16.26520349	18.194782004	23.66967287	45.74990589	9.91938867	119.657484819	137.263129302	184.766346725	140.908465508	115.752945152	171.690233518	118.914955695	137.7775538	114.669889342	123.082653654
K01919	0.4574383	76.14713197	0.26927313	0	250.34722807	3.44063812	0.2529073	3.09325153	96.87236956	0.311780014	0	0	1.51564562	0	0	0.84896011	0	0	0	0	23.27245471	3.11427478	0.69071562	176.7558712	10.81917323	43.52360732	151.57608307	109.73480484	313.1949615	107.83815415	0	0.23225062	0	0	319.50773517	0.3326573	0.52363577	0.40948346	1.78670348	206.1633123	182.725811715	268.13962255	298.194290425	330.101588748	189.31979112	237.856709075	339.66376939	112.4513552	178.771923708	304.86925598
K01920	0.09808698	31.10351649	0.4714883	0	0	0	0.7591607	0.8305578	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95203209	2.79247494	0.41119722	1.72324757	0.96732057	0.97470824	0.43225253	0.73017538	0.75505034	0	0.107297055	0	0	0	0.14869384	0.21678467	0.23359072	1.85007102	0	64.85484714	56.41070293	177.872493085	128.98481633	26.91240793	176.43635485	101.06979287	65.22107585	60.311455704	92.984144838
K01921	259.08279606	372.431353038	78.90570583	143.301232656	353.22798311	92.483990904	63.048683684	151.421500926	221.318950025	73.602595625	27.65951359	9.79846663	19.109281765	47.25509983	12.505912421	5.045016343	46.417851454	15.224743215	4.85258377	5.69631864	223.097685986	309.11331278	378.152959375	436.9340768	372.677968832	373.749049613	393.267702342	479.238334326	448.905737445	398.088789126	48.593750724	28.739993207	35.03515706	33.843019016	318.705161454	46.52941559	58.578717514	45.369742394	66.855662539	469.124944542	453.023300611	380.536219807	374.711456003	439.014228846	424.48075705	406.839349441	500.581615039	421.432928577	441.052188258	453.174956728
K01923	274.08837164	236.019589689	74.432000086	155.74177963	98.60771888	101.062284744	69.915636313	140.28974101	47.91801887	75.43403211	22.086827466	11.01004066	16.902943506	52.160423701	11.32501108	2.71299493	56.19438417	18.21846137	3.13389245	7.10373813	153.830997206	291.54024028	374.491015605	362.79546392	429.464505743	397.777350695	365.486807871	122.735094125	349.616743854	375.292839204	49.86194106	30.975893395	25.371853617	40.817324456	194.81101358	52.5203013	54.833752506	50.531505875	74.766800926	117.75286016	304.670836785	400.363003387	420.140376135	349.240680829	239.38298498	264.691794889	364.48789295	268.700438985	321.55938416	350.12220155
K01924	231.28662453	319.944529744	62.345795687	116.56385361	319.94444709	76.665530353	47.036551674	151.745395953	204.681341696	67.178540113	22.047843415	9.35442111	20.471626455	50.380806697	10.376478901	4.09918642	46.9815678	12.055197716	2.91233482	5.31417352	184.873765446	248.228044169	270.821910465	345.39022003	286.198149441	322.319975807	329.129540446	441.146161361	361.88490785	334.875132067	40.40746627	21.18830707	24.31066705	32.991219179	305.682765505	43.58098673	49.40225518	37.102838164	59.917798679	431.10263195	362.571679554	318.544544919	271.586950384	328.973986398	480.757279399	252.447875134	367.542815294	274.16068633	418.673850338	397.499066152
K01925	214.82126927	277.890144523	61.468791688	119.41104164	293.374878077	70.218385835	48.205908881	131.54036849	212.639683005	66.262145515	21.56668524	8.117405876	18.094878469	50.094453874	10.108834898	3.713626585	44.439707116	13.400601726	3.391067116	5.379825796	201.355221514	227.343452996	253.503573518	357.59261868	290.247631149	315.168965039	346.837000591	426.95455877	458.880235063	318.252995311	40.54755411	20.570858194	28.938718891	28.94662095	310.34321764	43.77704077	45.83552089	38.457168106	57.302504363	644.233953972	385.152793109	272.579627921	309.326820189	352.608692431	332.658641829	219.344409707	300.293094895	274.798786196	380.421815987	365.58906423
K01926	91.655469734	190.271394942	39.544241388	90.64850616	435.644167695	49.120086069	41.870622314	79.444179961	310.202166674	31.85637482	16.337417555	4.01157374	13.12640029	10.019954312	5.36957944	3.54792218	11.88418894	9.233105604	0.91132119	1.07702043	182.46314585	211.262158371	269.76558983	426.04518057	235.531177343	307.68447329	394.828379669	505.669722174	554.519588996	364.369272175	13.40552801	15.441699114	23.118554175	14.986411018	469.9193691	20.04866026	28.02575032	26.856757594	41.981513015	502.005732584	412.244892369	279.82383753	198.603038109	321.111872416	389.804193075	80.676835189	291.149941096	247.515823586	342.100365764	351.863923102
K01928	218.96681701	303.379574474	69.406418964	116.56498145	584.872822195	73.885758236	51.344067809	140.786873136	282.70293608	67.465205703	20.63692033	8.380260834	20.633474655	52.813576591	9.27557003	4.91166232	45.45349463	13.105635451	3.22007641	6.00419993	196.197282794	266.118139987	273.161869211	411.517006644	291.766711955	342.346594913	503.179774101	526.07779661	513.414359414	413.156850124	43.70711756	22.057616151	25.48576572	31.48245517	520.39147906	44.269322675	49.638945525	35.680591084	58.086544955	751.02840166	510.070586889	366.600861712	366.279255267	392.230693726	563.283391551	238.46098959	449.178761466	339.320208007	543.768650537	541.569630533
K01929	207.208824734	322.924457734	62.141252355	117.85636569	311.48519511	78.31618811	49.639881265	136.705944563	263.054346494	63.311420365	28.81432437	6.87627507	15.963793942	42.46459449	10.211754184	4.69220466	42.28613334	11.8800595	3.6973265	4.76830957	186.837675064	254.039599105	271.29188369	481.939661844	294.166039561	343.87460362	345.233165749	578.017492496	477.069895	327.330887996	41.905988642	20.691421665	23.386229995	32.102919498	312.17166361	39.79987622	46.5385393	36.645215168	61.09199743	513.775684789	497.287911567	398.338677495	352.517507882	505.906260022	383.770372861	236.153703859	431.940582189	280.409037486	402.906615439	351.223752891
K01932	4.18940085	2.1517859	0.71178885	2.70653852	0	0.80618674	0.92447692	0.381379365	1.402446874	0.76409888	0	0	0	0	0	0	0.23575555	0.1398102	0	0	1.49268339	3.39239454	9.2463241	6.237328806	12.97691419	5.92233222	4.94363532	1.31018465	0.10067213	4.00501603	0	0.39897717	0	0.17286266	0	0	0	0.76987871	0	0.11231003	3.417162	3.77311627	5.01418009	0.5505685	1.78681279	0.92196117	0.5433893	3.39135807	2.189723598	0.78227635
K01933	229.873441725	218.130505674	66.42417233	113.7899241	82.53919566	76.600977894	50.697569903	127.28455916	45.483842	68.49770867	17.208508586	9.05567652	16.474653918	51.353889621	8.872703676	2.23169794	46.58881701	12.245751094	2.96397393	5.97671616	147.412264395	258.656426787	278.228069437	330.17598754	305.023439235	323.708214738	284.735625587	123.842939726	275.976720452	320.32664977	37.33776441	21.42666822	20.869383933	29.655220404	165.96391471	39.23265911	44.96494084	37.664459031	61.917146511	114.525932474	204.940934659	269.10264944	228.996281528	225.766325225	164.268126805	198.762604492	207.119649306	203.031976526	209.486243869	203.976331934
K01934	143.281954461	283.600003842	46.907813715	73.83141296	453.78098053	48.186980954	22.554404849	83.03968807	685.66108307	44.527002263	15.961136582	4.936253226	12.591515189	33.24312545	5.26764766	3.829228134	32.38490874	7.227796362	2.06096736	4.06978435	150.64442534	189.968231495	164.991125625	447.42461937	185.406739975	283.97141609	379.058164655	610.07068294	490.322658518	335.090861886	34.26718562	12.152498364	15.195832674	25.70706283	516.81357246	29.75506783	30.91375651	23.890216006	40.610633014	644.34949616	464.24448983	235.68834341	268.20376028	365.261642975	389.107926418	221.544785244	377.05093083	209.930129338	390.392685888	451.964088202
K01935	40.29220918	101.759675695	13.140443165	18.77755206	24.60419846	13.12225976	11.343217845	28.68928351	6.65353126	12.23141658	1.56413939	1.6196327	1.382513686	2.01940665	1.346813975	0.22687847	3.74687116	2.487400635	0.24683748	0.631206276	38.02998376	103.495680114	94.0974109	35.52529629	52.154480031	44.457455166	30.37166475	6.66582208	27.60073152	42.49095338	4.37917039	4.66442434	4.25884293	4.017187684	0.83323946	6.67826381	8.082515555	9.57392065	16.306310474	4.10561789	69.879359098	70.61011298	151.39850185	87.027405355	56.35201934	188.965797974	92.184455485	60.048662913	90.58709849	65.27623049
K01937	234.02939907	334.25349769	68.189442966	114.24584252	411.068664305	81.99713973	54.717547249	134.301656565	620.781382085	75.000459396	23.350887865	9.65735508	19.415589745	52.128997375	9.825549782	4.27672691	48.521037255	14.72936556	3.556776096	6.05414013	151.905343319	335.379526449	276.24019845	453.882449035	323.181207599	369.349678899	365.255399771	466.36933667	410.196537238	371.673976608	42.59263703	25.028934021	22.671056897	33.04575346	322.35716023	44.92366172	43.08075754	38.36083331	71.38384607	464.142238985	405.807080376	330.374017961	356.582502489	434.703525615	563.839572835	377.778747225	359.825452615	429.520209655	398.875519491	437.520399141
K01938	67.618347719	195.919636012	31.82609867	73.32921226	273.50597906	35.976344839	32.48138092	61.587249616	623.39925181	25.09491808	12.60517236	2.334923635	7.692354616	5.468229374	3.478994103	3.33616486	5.608176655	3.895725545	0.52494277	0.34944457	141.18264373	172.175302413	170.12809127	373.28459614	208.839775402	277.237632586	269.096911975	404.09383569	364.97368241	289.423878049	7.29945984	9.348519451	12.9922707	11.747321198	361.289957105	13.40231708	19.51165613	24.03434033	34.074212258	566.34304089	300.324191778	200.909904999	101.53261947	195.067546284	355.33890847	74.017125363	196.61852064	239.658630101	259.114898139	299.901669235
K01939	234.388727798	315.431539494	64.872588605	133.072683486	332.50090721	75.844876805	58.682136841	129.33561177	622.53441417	67.76976918	22.615002055	9.312425998	18.419689786	50.150971384	9.969426985	4.18740663	47.630066174	13.624271936	3.14294098	5.7807953	185.422921797	275.978157468	289.16281689	463.688439905	319.635662213	355.540200236	494.969645263	476.883026586	448.97987483	415.67643655	40.525433	24.106140692	21.216633518	33.740827205	357.9122105	41.225323176	45.761482472	35.101015256	64.41452631	546.65530316	403.870788877	342.317129444	352.551369155	396.925704736	412.276410254	298.208212411	419.203990195	415.18014962	426.428472081	499.154074949
K01940	263.872377014	281.521928655	65.365547725	133.05441078	89.33879424	84.17618909	55.336674312	157.373359856	33.85116004	74.656371784	22.623378465	7.465905496	20.876928154	55.125825975	10.256444846	2.35144054	44.984359972	13.309290938	3.347555	5.21641889	172.861278135	356.819067147	304.283210655	230.612313832	324.990826772	344.683396484	245.65377089	90.94811944	240.277163411	303.562816954	45.430254226	23.145869336	37.100909855	37.16695449	93.40522753	44.28085229	49.734167815	47.881590625	79.686717545	43.48956945	262.81321652	329.088738136	282.20091225	315.146776524	213.70865918	278.106484285	308.656362985	286.513685134	299.294115415	227.993433573
K01941	0.46628612	5.82997693	0.22997099	0.314426	0	0	0	0	0	0	0	0	0	0.09658784	0	0	0	0	0	0.0692384	0	0	0.11346107	0.4917257	1.09536933	0.58266435	0.74618906	0	0	1.9047161	0	0	0	0	0	0	0	0	0	0	97.45948973	55.51762996	373.45308842	174.45150616	20.434834145	78.283784386	80.055415685	13.77736679	90.92513436	84.90091599
K01945	237.888257592	221.25999694	66.54162366	107.050970169	95.8971127	76.777638476	46.599781847	128.655212676	57.67107586	65.124063396	15.219954356	8.666583297	15.119917883	50.64643379	8.798600795	2.10282208	49.67607643	12.360697285	2.85129783	5.31797755	138.023730094	238.394811274	274.54494426	339.752270567	291.107794539	310.588858205	317.155752391	122.97589126	330.129915716	319.870768434	39.132240159	24.149324514	20.037146863	30.37340227	184.99647338	41.48411015	45.10725978	33.559152621	61.077488964	107.90456366	219.171505161	260.299634463	258.588695191	212.058454468	161.993169081	219.711541618	250.091192532	206.005211391	222.301676156	194.937505951
K01950	97.771722939	115.03189792	39.03756713	84.054359997	57.55777665	43.28142644	42.790131098	99.953332958	16.37666286	29.24728793	10.812460381	4.92290884	7.680411739	7.48566938	6.026794101	1.77826464	8.70737327	9.56369822	0.56610091	1.001440695	99.545369288	189.92146004	210.855076565	105.106690904	232.050425205	192.690690449	138.880825942	49.359230584	97.341073172	168.866535101	11.26482412	12.603980777	19.28612394	13.396283965	18.14508167	21.44929867	21.975296925	31.14152424	48.792714025	18.84779668	123.25180492	143.682594882	152.159856626	118.485319884	130.39336474	68.019942135	87.751601305	169.043131327	118.675814709	124.96405762
K01951	276.050982117	378.150609405	82.551926502	150.95244847	538.31637441	98.952195688	68.161030229	156.835821583	795.33115439	87.508085106	28.48543378	9.497453682	21.37247497	60.353447635	13.326135702	4.87430515	51.69089398	14.89825887	4.52292792	7.26231512	328.444982173	322.025470686	345.608278916	639.37856812	412.617232724	450.781566541	518.373440907	757.620487347	718.962616494	593.0253941	52.46424103	28.418527433	37.513775645	40.329354785	604.21896864	55.94808489	67.739449164	51.67283112	75.940628618	1026.53795645	790.853856427	657.331838694	770.795758097	780.871863084	637.584146058	510.82543386	738.284053347	580.8993214	825.939112426	733.353645363
K01952	185.401296106	197.230788765	68.93526627	106.31762322	60.62815428	65.95544732	47.572059317	120.07720638	19.99848096	64.26566476	19.17850782	5.860404136	14.739248229	48.469593675	8.808490688	3.832198715	38.396308836	13.659595746	3.1830442	4.28710524	169.488963325	211.178209324	215.334979205	125.70965058	290.11714812	280.528957674	190.642305521	76.41567591	120.27134895	249.226058705	35.380873595	17.51395936	24.75537279	32.009106855	21.77879992	42.56298595	40.448544226	30.614888594	60.617935478	23.07788263	169.157900785	180.486908332	228.606263414	227.024310329	147.652171606	224.031079335	179.907269285	120.247511865	189.152098275	177.685159839
K01953	90.189729278	170.573697364	33.42983236	90.27285307	321.57688841	30.70185543	28.402649157	48.990970746	261.416777479	25.55049361	15.035945106	4.02070171	7.493596115	4.84775809	8.348319936	4.132538116	4.50673036	3.81037257	1.27995699	1.838077954	165.724159014	184.79494908	188.833947654	284.96623054	164.20648189	230.646246266	249.802279299	454.552772592	435.511076963	293.20779879	12.32847007	16.65834652	17.39942619	11.536697137	452.164066002	26.80574683	25.153471525	28.84125652	31.143290136	687.17875184	508.375136184	139.223839071	97.309066974	233.371077816	400.332030199	241.84345694	211.706067493	503.95160166	408.523058869	342.937930383
K01955	309.622556856	456.350002509	93.90479515	172.741603375	628.21705969	118.824114038	94.133716948	183.809037434	441.560489968	99.93207098	33.085890803	11.444135605	23.987071669	58.134544584	18.675057324	7.98645656	54.6297993	22.02109079	5.658686642	7.02509921	292.137145574	433.01912044	427.872493775	788.663235775	547.482599417	630.035749204	785.150021215	724.49080501	963.87915523	735.701134715	46.03586173	39.94429091	37.324960868	46.71701977	982.42323471	68.40838594	67.67290953	65.329169857	119.625929105	1147.871989095	645.836654531	531.474886853	426.096501765	618.373598195	1079.010451682	394.445777216	683.634222934	754.79678157	661.15336259	914.35034704
K01956	203.537319333	340.396221583	49.436804182	83.529750575	412.472753934	62.21013425	32.859793595	102.263387886	325.1317132	58.64339398	21.94236174	7.533753655	15.090941614	50.34776454	7.332988344	4.5729838	41.317209355	8.79931748	3.194972184	4.32333033	156.466166045	226.60339411	205.22243018	392.28063275	203.15904164	288.266835045	362.603286104	499.45404792	545.428580466	361.674167923	31.96750063	16.608218315	18.229880234	28.124604746	408.543872295	31.33692197	39.096451994	27.824336275	55.657616424	581.325016014	360.193512798	252.676568862	274.084420209	333.37748543	483.026091438	243.2794445	356.319192345	302.289861444	303.267819717	425.075233005
K01958	37.75044381	51.61501008	14.805162823	40.735847	42.28701261	24.21864333	19.362953942	10.927800553	20.93449608	15.0985032	4.006716614	3.120642618	3.141415254	3.96461094	3.944062284	1.05131584	7.43535177	2.94410682	1.72783872	1.574777254	39.00765096	22.63299322	83.34186045	247.727166304	89.301308456	141.47154095	130.023100931	83.94720275	215.26904124	156.82718245	6.75644908	7.28746089	5.53660933	5.343260464	63.26176772	9.13649061	12.46012731	13.764874864	14.97123171	45.31432361	153.350548951	212.86849939	148.487883845	156.822334643	71.165271781	56.0532596	164.40528797	71.67706797	156.13301077	173.02225085
