gene	Metagenome_fam01	Metagenome_fam02	Metagenome_fam03	Metagenome_fam04	Metagenome_fam05	Metagenome_fam06	Metagenome_fam07	Metagenome_fam08	Metagenome_fam09	Metagenome_fam10	Metagenome_hos01	Metagenome_hos02	Metagenome_hos03	Metagenome_hos04	Metagenome_hos05	Metagenome_hos06	Metagenome_hos07	Metagenome_hos08	Metagenome_hos09	Metagenome_hos10	Metagenome_lab01	Metagenome_lab02	Metagenome_lab03	Metagenome_lab04	Metagenome_lab05	Metagenome_lab06	Metagenome_lab07	Metagenome_lab08	Metagenome_lab09	Metagenome_lab10	Metagenome_res01	Metagenome_res02	Metagenome_res03	Metagenome_res04	Metagenome_res05	Metagenome_res06	Metagenome_res07	Metagenome_res08	Metagenome_res09	Metagenome_res10	Metagenome_wild01	Metagenome_wild02	Metagenome_wild03	Metagenome_wild04	Metagenome_wild05	Metagenome_wild06	Metagenome_wild07	Metagenome_wild08	Metagenome_wild09	Metagenome_wild10
K07261	1.1115718	24.11319626	0	0	0	0	0.71043892	0.8592491	0.26105195	0	0	0	0	0	0	0	0	0	0	0	0	0.5634916	1.95417839	0	2.6248895	0.20766975	0.34100105	0	0.6984127	0.2578251	0	0.14648938	0.08225527	0.40564024	0	0	0.14604607	0	0.32689093	0.15923458	10.927486231	17.9497975	15.10272308	8.13855091	3.53770153	98.35924197	24.973063863	37.445089584	11.72776614	5.81814399
K07263	519.055203417	440.468729539	173.424152365	264.661600971	120.55250755	187.519738812	157.087359238	388.349185778	40.286899409	173.405435541	55.464447439	22.631394756	39.568949289	106.539916465	23.258901845	4.837379834	103.328220728	48.734474388	5.885553646	12.408925109	283.783780354	661.963757863	727.818843477	374.889415605	809.212251136	740.188061392	528.760121664	166.185997505	358.782570966	643.749403906	92.536079994	49.558936436	61.002174525	75.641841902	25.01560175	111.061602743	103.458791989	109.573987684	190.671583804	61.122816499	300.869018429	360.136387377	411.357949285	354.864391985	423.354156745	204.122717021	267.869283063	532.250388546	311.625294309	362.372187955
K07264	2.14642024	34.77671461	1.42716198	0.69924599	9.32666366	1.77552053	1.77231328	9.7969391	1.06191055	1.10815654	0.20411874	0.116091475	0.52032642	0	0.15082398	0	0.63407957	0	0	0.118773356	3.61063176	27.85168225	15.94889602	1.98069939	8.263654525	6.45286152	4.74771438	0.78251472	0.58735166	5.21570113	0	0.731771622	0.09191285	0	0	0.23886943	0.559624885	0.72296993	1.801680085	0.32932127	16.82959647	24.75403468	23.707002925	13.324467434	9.77116546	150.387960505	37.41746663	11.24062207	26.32276096	11.01200747
K07265	3.74576785	0.15900362	0	2.8241806	0	0.1685629	0	0	0	0.34405857	0	0	0	0	0	0	0.59951854	0.2512519	0	0	0	0.9828602	0.83638001	0.1991845	2.39135627	0.42780654	3.00453909	0	0	1.15422679	0.184687	0.22488636	0	0	0	0.8350635	1.2366428	1.1904842	0	0	3.20569931	13.473611032	8.228380345	18.854164473	5.17205298	89.019299604	12.21450047	2.23866995	6.10840635	12.92811319
K07266	8.300636094	27.81915494	2.15485989	3.05001114	4.79712683	2.15522158	2.61542028	2.6355402	0.35683304	3.3377808	1.156674	0.27169026	0.25817658	0.336890705	1.84048565	0	2.61021082	0.22132976	0	0	0.71315357	17.66732121	13.669800265	2.73807668	8.72270981	4.98254535	15.84050816	0.6179585	4.08677073	10.27748768	0.80095431	1.17454097	1.38138099	0.69803387	0	0	5.98228804	1.77362517	18.49714274	0.35505024	4.998914864	13.8053724	10.11770433	12.67813628	14.55692231	54.33372207	18.4318029	5.46356954	6.260743135	18.29138458
K07267	0.79368591	39.7549788	1.19613947	0	0.53235307	1.1602352	0.28640258	20.1834164	2.07340517	0.75170285	0.085098445	0	0.344259436	0	0.44936824	0	0	0	0	0	0.37746753	17.9477344	1.0309933	1.14059999	2.21922425	5.81604173	1.66263347	0	2.61541427	2.91233106	0	0	0.123900905	0.1483457	0	0.74699	3.07117082	1.95662011	1.11332668	0	84.84186583	62.53002633	230.44109958	198.81174002	37.440480407	144.247390335	155.803878096	24.063859046	95.0815058	104.578739726
K07270	9.558361376	0.97024672	4.028201196	3.39469005	3.22741528	4.59408479	1.64844908	5.84820731	1.41357634	3.00605952	0.6080332	0.36844512	0.76733544	0.722103896	0.270814657	0	0.98698276	0.5352675	0.15334778	0	8.12607011	3.72073752	17.34316708	7.64297909	14.04639269	5.23040556	6.73051203	0.5260746	9.9789118	5.57768457	0.56448716	1.01668634	0.5599939	0.82572293	0	0.63592106	0.59780107	1.655189386	3.16098497	0	32.942926535	40.53656572	87.00367856	120.077013174	30.097769151	69.13046565	99.06961388	9.5576327	35.846841185	66.66160416
K07271	30.339389998	187.5359822	11.58271836	33.557074835	176.90981512	14.21848796	17.92929248	48.940683311	196.429652675	12.28344881	13.061342655	0.87634215	5.10197483	2.5977769	1.75635735	1.24769412	8.562900305	6.216969199	0	0.278826974	101.3275329	121.5517886	114.333367624	280.62073709	106.22814274	227.758502279	328.783656023	305.92338767	335.005758251	295.050081304	3.82705046	4.08684683	3.991273681	6.257372844	389.996263555	5.18511684	9.669327304	9.83248434	17.60547262	525.481317496	255.796970155	120.936404899	53.836933622	178.567111342	273.46759763	21.81142524	165.35614502	96.275231696	233.71256309	275.813447095
K07272	0.41963957	0.21871446	0	2.35565831	1.61115391	0	0.894608376	0.48750839	1.39033755	0	0.17510577	0	0.353177521	0	0	0	0	0	0	0	1.01934631	1.19607236	5.11720584	27.67498328	3.48801036	40.73250695	5.55262396	1.9840792	24.79232376	19.96114177	0	0	0.31126128	0.33597344	6.3821298	0	0.31222827	0	0.39143118	0.34323998	7.6570851	58.49550094	10.20469926	80.118075426	4.228548295	10.35875578	62.85256187	8.18123075	14.91509949	43.39392024
K07273	32.90642344	546.0702305	28.769228516	41.93774468	666.30940002	13.836346086	21.962022861	79.740123742	663.62404204	18.61895282	32.62008249	1.057335	14.018658596	6.06852252	7.04246055	4.81969872	3.43026771	4.479347235	0.12699611	0	283.890011184	139.880422775	95.970382659	620.82498521	79.826741124	304.156651294	456.217884354	1598.45013098	732.26568508	383.733945769	13.16010907	7.51373297	34.81560955	11.654405855	1033.744006114	23.90300006	23.14177061	28.0024394	29.81405501	1696.62585927	664.643433383	345.894558066	376.939112088	567.253438913	823.816761825	84.259035526	403.273712129	214.549769705	594.705633201	687.139627865
K07274	32.77589328	119.429472065	13.914524376	17.99961031	14.98244037	11.422113584	16.390570009	37.45592196	4.35437448	12.19944374	3.0169454	2.89885732	0.77375787	1.66979743	2.49576661	0.61797565	5.60440116	1.61577498	0.27966163	0.4098905	39.47064594	126.13167485	95.43507037	59.0056544	106.73767718	71.776851563	60.709832475	17.10165244	31.14197021	68.74430568	6.35696315	5.359738262	4.4480191	3.37993292	3.43573119	9.79535012	4.98503338	12.021975932	26.39122624	8.34594599	42.074716075	69.03993966	57.18659775	43.179691005	53.18240928	266.19290947	71.13433102	41.25130133	52.16026982	46.56665756
K07275	19.51268647	64.38132192	4.19549553	5.59861343	2.8470306	3.62000761	6.84287396	15.90441167	0.20459428	1.91998668	1.1266188	0.58845294	0.21507896	1.009556896	0.66490697	0.17539525	0	1.08768334	0	0.15378375	8.15836905	31.002836856	27.46473389	13.51116655	14.83169218	17.903885782	13.48811506	1.68124536	3.02231649	17.4625696	1.09118493	2.841470356	1.84637897	2.1567659	0	2.77895653	1.73620537	4.60957124	6.612041424	1.1597051	92.591386342	86.405864386	344.269705065	233.356336856	39.79767388	130.64948762	135.227150434	18.43699271	110.21658016	115.47632186
K07276	4.86561533	0.62633129	0.56892933	0.4911745	0.7605127	0.7455267	0.68105933	2.6125897	0.5344197	0.2988694	0	0	0	0	0	0	0.436865	0.12904522	0	0	1.1618713	1.19836855	7.28198745	0.65490675	6.23345602	3.75189158	3.09527673	0	1.89078822	3.74838496	0	0.29403326	0	0	0	0	0.15833692	0	0.29835149	0	34.57209028	15.87682703	301.82703688	16.98445297	7.38601215	13.02505799	13.30137526	14.19383725	30.59619558	10.94287501
K07277	274.761073031	297.311753846	89.907424378	133.66687471	71.23624396	95.567842491	86.560968671	226.23732517	26.43006525	89.9854637	31.771557166	13.459679158	19.870895811	47.591120774	12.263059399	3.535914565	54.653843606	27.310455551	3.680068764	6.478779684	150.685441195	459.8137188	391.897295899	221.084089658	461.654942798	365.787983739	291.54975528	84.778228536	195.630068517	338.175812189	47.829254942	37.256965237	31.550958141	46.417747934	17.6215936	61.60778384	57.656500274	64.04902589	116.862756827	34.486082445	169.243895713	240.537755014	225.515247573	161.081044781	267.76909735	278.368493834	201.259721295	224.173294004	193.278402507	207.778184372
K07278	31.9192528	30.726050544	5.28612616	15.51296754	9.94623572	11.53231456	10.506473775	8.15676223	1.822790944	7.21977316	1.61818406	1.74392944	0.66463432	1.78811538	1.11826211	0.369259965	4.26334581	2.058091894	0.13177036	0.71576042	5.298335664	12.97015522	51.85651414	24.78014801	45.56750002	16.14208458	32.54213022	1.95094197	22.41310592	25.42830856	4.88282348	4.30404328	1.91613101	2.50863375	0	5.27895552	4.42048065	5.95266141	8.50984658	0.71703326	62.912620642	59.49650061	107.705124239	80.077682542	36.45412023	163.05486251	102.338964573	14.41616499	60.504441676	64.60326836
K07279	12.62728805	25.13061297	14.393938304	11.74034529	6.21052944	4.27241008	7.534020555	27.39554148	2.11150285	9.061590355	2.78051181	0.82150249	1.41444147	0.9018102	0.6318029	0.23430647	0.76349827	1.485364296	0	0.337828827	16.62795693	47.95759606	33.397630954	18.02456176	48.222695607	49.91872377	38.01219421	8.106263106	19.57469161	33.8363598	1.8627	2.99701741	2.043954425	4.01198464	4.7436023	5.35640405	4.5042013	7.38320676	8.574859207	4.276528605	9.9801511	26.40838664	10.8239328	18.142313555	25.96654682	5.51864466	3.69585719	32.51341518	13.11283325	17.8176843
K07280	13.42926785	2.18639406	2.44345701	8.036642934	4.32144935	8.35829177	2.97368894	1.39287933	0.7238307	1.73121147	0.72028525	1.10389537	0.18424262	0.46255198	0.32198976	0	1.11031624	0	0	0	2.02860039	13.53618292	30.41654822	10.36563169	27.176321972	6.970076714	17.54036348	1.26921673	16.43915627	12.19094622	1.1114285	1.36791772	0.1749709	1.35669612	0	2.0965886	0.93291336	3.09502134	2.29460399	0.2820637	5.90317969	13.96061712	8.17960205	5.43908598	14.34927852	3.28904337	6.57826334	2.33663305	4.059948035	8.70256985
K07282	12.314676011	23.48360274	11.608574846	10.42191498	3.38231134	7.24504071	4.72150828	20.722454167	3.45341911	7.32126487	2.306697956	0.45575205	0.21541952	0.5908331	0.68240525	0.14674498	0.83995463	1.117231776	0	0.19962436	48.69101494	39.81706318	36.98511687	20.92820165	57.26929217	32.035604125	24.76582728	7.48371432	27.49456628	28.70942711	1.21242583	2.108135666	4.661319805	4.1788461	2.75892374	1.97659865	6.058307944	2.44297524	9.61645301	4.03741298	54.411690923	15.329499965	5.838767715	8.83478603	21.267783281	7.81746353	68.04406103	55.56436246	48.51879355	10.190154114
K07283	11.00161858	26.04854424	0.81589746	0.85496282	3.6584702	1.51565736	0.16566907	4.83848574	0.22529465	0.692022	0	0.8935808	0.07992948	0	0.21839306	0	0	0.039189264	0	0	0	11.1641097	0.4697023	1.5300112	7.50905988	2.14907606	1.24297389	0	0.81526808	1.596755	0	1.14001721	0	0	0	0.8885933	1.297519	1.61001868	2.01956658	0.13359524	12.924828265	16.838928952	22.2443263	10.67527749	7.906730654	87.1812089	28.23543235	5.22152994	12.52213936	9.06770073
K07284	45.810288044	402.728679223	36.2068441	118.207845306	908.88517247	34.414331165	24.602837478	34.549465145	692.843611256	24.06212374	13.611571204	0.1134706	7.130610126	9.671363344	8.472412424	8.35562463	4.50941021	3.69917871	0.1672277	0.17880251	243.79185289	86.476109129	165.547646312	728.593781475	124.899083676	319.426811744	820.776859773	1039.807078646	768.109179388	594.06040965	14.637580761	10.32952375	22.653903376	17.905225189	1526.32193261	11.39534106	21.112574405	20.961802437	19.530018066	1447.907721534	879.262187701	608.712947853	358.980740475	766.03701949	692.32127791	191.946531276	530.384160841	374.071158454	817.578065354	690.243812165
K07287	0.23022054	24.22318068	0	0	0	0	0.36696166	0.74620754	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80459659	0.2865922	0	1.42717976	1.17659963	0.87219723	0.51020855	0.75857766	0.51646754	0	0	0	0	0	0.2865692	0.34097547	0.3044335	0.8692117	0	62.10198007	51.8549695	138.56704659	99.99724813	21.71590358	128.44457006	81.46367035	4.77350433	60.50580321	57.13384416
K07289	12.4525324	42.50703703	2.86365856	8.92973556	2.13853558	4.83314511	3.136020605	4.21846895	0.62392855	0.938339165	1.06472679	0.446320836	0.944780265	0.809248696	0.78208607	0	0.274102174	0.80512355	0	0	0.99237613	2.31954219	14.46864986	5.14204783	29.30480723	6.734950171	14.733346974	3.70984851	18.865490264	13.574967966	0.66883597	0.27860688	0.20638603	1.149623874	0.41297227	2.96711691	1.28217429	2.39540809	4.58849583	1.02551487	18.728654818	32.480111556	31.251306264	17.66252376	16.004879392	115.64515366	47.249445417	27.909568445	29.674131586	19.078519506
K07300	24.03486339	37.398109334	9.96763666	9.25116964	14.03801892	12.55929189	6.34946279	3.4048282	2.50957244	9.28744553	2.00273744	1.3359962	0.82078798	3.51202026	2.18193815	0.39447243	4.98931436	0.9942695	0.64576361	0.59512835	37.24110571	8.76404273	38.23322696	23.14515739	24.38348361	8.36697288	22.289637817	34.95660667	7.5200154	15.81776219	2.67301691	3.71274274	1.59833123	2.71984976	0.08023879	4.09387108	8.26950769	5.33552019	8.614947	4.22542199	11.04922703	15.67907655	23.78889187	9.09588211	8.321605345	119.047277915	33.82876727	202.946159395	10.41272526	9.030352324
K07301	52.492958219	94.037617885	27.755891374	35.8572608	232.48459496	27.36413402	18.151720442	47.460494226	405.04409908	22.8091625	6.623040135	1.12098328	3.611723406	6.315237936	1.924348334	1.16588107	3.87743432	4.693579514	1.28775397	0.483801846	110.738291175	155.53327383	126.16358824	119.876554765	128.50062481	134.819711535	159.070168269	135.334729751	133.33417715	94.099963276	6.45552852	5.373729915	8.151555595	6.051226954	139.03063158	7.57540353	14.911114086	12.993685457	24.052000885	171.31439444	53.727493893	79.04158257	34.759604855	67.617961554	196.428727274	191.793624102	106.852465446	169.10766935	122.997388661	124.735501878
K07302	0.6445724	0.17850612	0	0	0	0	0	0	0.7148769	0	0	0	0	0	0	0	0	0	0	0	0.39496726	0.31874278	0	0	1.3529715	0	2.745472404	0	0	0	0	0	0	0	0	0	0.14505251	0	0	0	0.6656065	1.58035538	6.993146249	1.539227955	2.09932516	15.97757484	5.73209654	82.80074938	0.714597114	1.4879836
K07303	0.23337963	0.22950804	0	0	0	0.14519562	0	0.11188732	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42998177	0	0	0	0.243165	0	0	0	0	0	0	0.07882804	0	0	0	0	0	0	0	0.7004269	1.0735126	7.88983037	1.844579486	4.06691813	22.52277314	6.23470803	123.50835714	0.78484619	1.49970736
K07304	143.267519044	284.831450726	48.78530719	76.98247925	726.902613265	67.02893739	50.467825213	100.745569594	656.571280795	39.5691881	20.17002981	8.674421296	9.906573164	8.946645755	7.07563683	4.48804174	17.83468259	12.436669985	1.18112048	2.945488315	189.962163016	205.76692026	280.793108816	435.197442706	235.234928515	243.522801094	460.732956395	515.41324275	533.84552332	354.298994776	19.39257361	22.735266815	21.335292784	14.409476916	511.74957518	25.1859134	27.14161437	32.26521781	65.96043904	505.69327334	375.500576342	216.22110775	310.340191729	312.204259053	399.145409525	264.49090766	342.719543029	332.486053845	336.186710115	503.5108971
K07305	124.889136935	218.813576336	39.154980446	61.92854483	343.04169224	48.31748897	36.284346285	73.898387906	644.63326695	38.75953056	11.95416926	7.193925906	4.38253562	9.40613226	5.86503511	3.27711345	21.17465617	8.24203997	0.87714804	2.27203743	146.12704544	170.178092905	211.42640652	247.770484527	148.682719195	134.159795695	256.59055495	423.05303126	313.785867124	193.032411406	14.67985626	18.0055375	13.494755419	15.4796286	310.27758198	17.30275465	21.01133472	22.679928876	53.4009712	619.2890336	275.104788057	139.794141795	259.08434952	318.464159903	314.29975045	185.23353766	173.313013854	281.714607394	293.328125991	231.255973055
K07306	14.50972559	93.456821647	7.15686078	9.401080525	21.51387349	19.18479582	3.284324259	3.83247241	3.40389404	3.49381158	1.61440446	0.29416068	0.44756726	2.250844	0.686013207	0	0.70339639	0.23791626	0.45565404	0.30411986	38.292158549	12.91149049	45.593464499	10.60634749	22.388767249	10.971058286	6.87308974	2.3783671	1.12447039	6.148151272	1.64368876	2.0250605	5.67298234	1.30638313	0	3.31146751	5.93710708	3.79101698	3.604802446	0.73687892	23.848358939	36.765319474	45.408999864	26.78271199	21.305953646	198.56090684	56.17920573	16.10787625	23.45540505	17.19461185
K07307	11.57333868	94.674234126	3.72405322	4.30979929	13.26685231	10.75661115	3.404818319	3.17173869	2.17947177	3.41336838	1.612222345	0	0.43204808	1.62907088	0.32175782	0	1.17521411	0.10392726	0	0	29.49710423	8.5687252	42.889453594	7.22828569	15.447098218	8.594227085	6.21070393	3.953392686	1.26723235	4.63515566	1.86312038	0.86470251	0.34071627	0.32169577	0.12935042	2.86846508	5.4572026	1.00131544	2.17081081	0.518935484	18.014699411	30.191869725	31.170894106	24.97430665	14.858098595	167.30417247	57.41806249	4.40134162	21.13190796	21.39206988
K07308	1.63805967	58.66521699	0	0	2.36530099	0.30062944	0.60546456	1.86891655	0	0.67912458	0	0	0	0.20085226	0	0	0.28990436	0	0	0	1.98457945	2.69202786	4.26201272	1.7699567	1.73279366	1.04343808	1.27139452	0	0	0.85582153	0	0.204560646	0	0	0	0	0.423809375	0	0.6134876	0	12.03732737	28.38114085	27.78405012	25.46850587	6.00398846	164.55323328	39.817668067	1.962711786	17.43291705	14.24630704
K07309	0.87995606	28.54080329	0.20397437	0.46115795	2.24753535	0.47140692	0.293480656	0.14738397	0	0	0	0	0	0	0	0	0	0	0	0	13.67040005	0	2.34815483	0.38052553	2.43502966	1.21479886	0	0	0	0.36583304	0	0.30863956	0	0	0	0	0.36881146	0	0	0	3.1946127	8.32437246	13.04690963	6.26151563	2.261218284	69.27176866	20.19518045	3.51660488	3.99968668	5.509020445
K07312	0.44461352	15.49829438	0	0	0	0.2477334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35465915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.11304028	11.23901846	9.66767728	5.43072043	1.8342765	40.92494135	13.37048992	1.19647527	10.34998403	3.1695241
K07313	1.60311688	18.54202436	0	1.1491479	0.78053313	0.94585395	0.66610008	0	0.91668011	0.40611634	0	0	0.1929725	0.09016759	0	0	0.3040879	0	0	0	0	1.00694346	3.68729888	32.53518463	4.88973573	3.9619052	7.26521978	0.90634944	4.3285631	5.93592106	0.3195323	0.63498783	0	0	4.76456049	0	1.0082169	0.5064037	0	0.09612342	27.12295578	60.013098074	189.12779117	98.10153073	30.793376805	64.77208612	83.28935371	5.48571439	79.68955975	35.62523808
K07315	68.255794185	62.907098875	18.8532716	51.079128395	62.97678133	29.741430821	26.008214053	46.16950641	32.69669713	17.19699323	8.354978086	3.441009297	3.33393618	3.281929491	2.556142767	0.23990841	6.12520415	5.66551606	0.57447045	1.18160385	60.301610879	249.833043058	230.889938103	97.663704	182.42715729	154.550732103	150.095272924	35.59952432	65.427483754	137.649296913	8.62591669	9.156098545	6.310096794	6.13934573	0.8267677	9.66167764	17.27695051	18.246743982	18.34756222	11.98868762	112.075243079	146.273144737	202.96008163	162.804093372	154.655020026	129.747211985	100.150016325	277.319588586	107.605030564	177.642950495
K07316	129.58850455	205.542277309	47.566583714	109.30759338	128.36635576	45.2707808	53.671050256	66.87243903	109.28221251	39.1439818	16.530500486	3.794845	7.26235887	6.183184002	7.369576393	2.25522578	11.887881796	11.968047594	0.71656472	1.56041274	139.77305617	282.17020452	322.040628104	308.611354125	293.441473478	348.272709105	349.58715044	199.571402721	277.241219807	315.966717696	7.76065044	20.981857321	19.362789898	10.733608185	219.261559984	21.02609347	33.064567766	34.760558499	41.044271581	302.902166367	193.529207288	245.823791147	200.171515629	231.588282643	156.759186201	169.5997119	223.441620073	102.75470707	234.497189146	180.122352006
K07317	79.0637508	107.666722781	40.66190901	82.51504146	67.853643578	39.16116711	24.618716422	95.86897056	23.25706091	33.4034332	9.55513083	4.32208167	6.803300182	6.748920134	4.907077556	0.896927425	11.319854754	6.417448604	1.2448355	1.1498169	168.50688932	291.417154693	145.594007925	167.30610333	162.932136923	142.666323798	158.508025379	38.592426607	97.506591253	140.325249846	8.17997448	11.200570201	16.16911325	14.76484137	510.24443223	11.71174967	28.92408024	19.932380711	43.714527525	29.818656948	58.965735752	133.439938442	68.73197149	56.2978124	110.842164257	48.155490155	58.230080163	111.99300541	71.779134533	72.677006115
K07318	16.04423958	8.94743301	4.60500575	9.3280749	3.55666353	4.18679139	5.460176424	17.03412151	5.42534628	2.60822007	5.19813597	0.48547342	0.8658601	0.85010598	0.65445815	0	1.3182965	0.84961353	0.22090925	0	12.43788908	42.74495739	30.29904785	22.16605734	34.63166707	36.570339156	18.54437071	18.569912695	32.385896402	27.340678253	2.78074459	1.87425163	5.43713321	0.816768355	6.53643464	1.11214102	3.96700962	3.784340284	6.61100439	11.17975379	54.782553238	49.773626663	110.57599168	127.76418874	35.09205402	35.12422121	61.56563479	27.026046434	55.77111415	70.3996441
K07319	8.68760018	28.62852882	4.69908265	3.87882446	16.45678046	6.73773789	3.30347859	9.61434246	7.57297648	4.2747855	0.793831174	0	0.35091843	0.7077681	0.19023782	0.62026515	0.23741864	0.64770526	0.15056244	0.27140339	16.91447393	80.23063286	32.226657332	32.93642759	55.964898696	52.601687156	38.548598948	8.0840823	22.670523472	53.141458592	0.46438391	1.33294698	0.59963746	1.39216781	2.4702188	2.46513762	2.1360138	3.142962504	5.15066036	10.5337112	15.045454687	62.095375721	48.36104691	37.480357549	40.028662945	22.925008017	33.39882193	27.33804496	22.499129955	50.75972836
K07321	12.412758594	5.63397404	4.06380803	15.82231871	25.17602253	7.07505807	5.263764015	6.30108707	6.35218517	4.2833543	3.0829537	0.18414512	3.1811653	1.34721629	0.857987054	0.45182492	2.25038608	0.14850649	0.2552251	0	27.24028227	5.51141262	26.34745832	6.66123144	23.7266836	12.612954045	15.29731003	5.9022395	7.952802584	12.61139941	3.69406515	4.48545114	4.533602	2.57116314	0	3.92629232	9.34601319	6.09126014	2.12029875	0.8071651	11.549197373	13.320870777	0	1.97321003	31.212693137	15.05728657	11.86310097	7.00450506	13.989329548	16.712890325
K07322	107.270365398	274.36483055	54.9075524	68.70327987	25.03211669	51.706695676	63.940557249	168.24889059	8.37557572	41.129972693	17.850099141	3.797549744	5.987093956	10.87357158	4.599281093	0.484251174	12.85079467	14.59994517	0.43523158	0.38714089	181.884245025	331.01809887	270.009487522	134.02122533	239.826555945	202.814278983	167.770206625	42.80101553	93.813531166	174.981532796	14.51104875	14.67594412	20.267793175	17.093630368	7.25366108	25.64483272	25.983686572	37.775017878	77.928516451	14.38152546	85.328312856	149.351144265	53.796212265	57.591877682	153.710940825	169.344052845	105.28180172	119.628351595	86.997071564	99.537911581
K07323	32.825170472	32.62348011	5.7086532	15.42391291	8.20700853	10.07038844	8.314104172	6.22444743	2.43686062	7.24245602	0.95018446	2.00218377	0.64760044	1.043413921	1.54420521	0.4011515	4.441798696	1.8483925	0.06954546	0.56374278	8.37104717	11.42963153	53.09536734	23.65446961	46.57661216	19.893671986	32.57517259	1.61244613	25.367999763	25.607437265	2.74513773	4.97002748	1.69295408	2.79070823	0	4.34658134	4.87893796	6.21611836	9.96482269	0.48827282	69.23864481	75.849985684	188.13505044	95.49934468	37.572104566	160.76906232	85.81380767	38.48965678	66.022395585	68.356380736
K07326	9.393238276	25.9839166	3.51870325	5.17326365	9.21183253	2.53789397	4.27966434	6.3764108	0.27099118	2.9435795	0.3726303	0.44214663	0.109377205	0	1.17852393	0.24733587	1.59665327	0.6817345	0.15463644	0.40953901	2.38593299	41.80519433	36.02531746	9.25807465	7.640465641	6.299613685	6.01316223	0.3723285	1.86765369	5.36238702	1.62053491	2.94251633	0.5002078	2.32147297	0	1.31038711	1.32168896	0.80949714	2.75129463	0.15564331	12.766967496	27.78018013	20.56745817	15.90514381	10.592656857	138.73360322	43.93216161	9.12235486	17.04942331	12.28001984
K07332	0.8565157	0	0.9380408	5.08989929	7.048238	0.1465014	1.4348833	0.8343216	2.17807876	1.32751546	0.85286195	0.1293213	2.22881244	0.24615224	0	0	0	0.24013823	0	0	11.13262723	0	9.739816	5.63152529	7.83153177	8.93645485	2.91770406	3.0257377	6.07380323	6.62950955	0.44511157	0.5076469	0.44875188	0.1793048	0.2755092	1.13531952	0.52825195	1.62321801	0	1.03279577	0.45452403	3.472903187	0	2.30181387	2.37107518	0.7635108	0	4.85999676	1.1010164	2.25503993
K07333	5.77335744	1.35751783	6.30207967	25.22531603	16.98361232	2.23768792	4.81892179	2.75566535	5.5910128	4.7553706	1.13730951	0.17186883	1.169707584	0.29027627	0.59906743	0	0.6834993	0.290008906	0	0	10.41206849	4.08583355	29.294304486	10.7343918	20.09580077	15.38549873	9.5612636	5.02771521	6.86026653	12.92837295	1.43818072	3.13807281	1.88912721	1.77166722	0.27993754	0.80858594	1.5911961	2.34313213	2.14233525	3.25852267	3.27943278	5.7524838	0	2.83216808	4.24963698	7.44614264	1.46248627	9.13736458	2.76368286	2.78188354
K07334	21.42052801	73.969059888	10.55857937	14.67877914	34.89873939	4.964036118	17.41606257	15.99136591	11.618795485	11.17167722	4.09041917	1.7535989	2.23037176	2.48906416	0.477390337	2.19832401	4.82307247	3.2824741	1.81325289	0	17.91978716	56.90504572	95.022844036	50.867855755	108.127327342	79.786372715	64.029861666	10.92876291	73.00250503	69.56115499	4.1814502	1.629526188	2.06315746	0.77676152	5.70458858	2.83248319	8.28103704	3.218099684	6.78104115	6.387171584	26.33086328	45.031616932	37.484479814	40.295200581	63.169857051	49.261679666	31.75314514	34.13876006	26.89732954	49.1506825
K07335	48.619415182	233.3712423	18.052791754	118.56638613	182.937692285	35.488008279	24.819751093	38.702402719	816.5880009	14.613681215	14.754188046	1.37322687	10.39922214	4.862020799	6.699002945	2.79719426	5.24738834	2.08718301	1.34699218	0.405040842	198.16409449	105.257901396	243.515516873	226.026827433	167.723291975	186.487443873	280.036310324	104.23576467	435.05183526	232.57786649	16.0554994	12.91530827	34.672280624	10.74174851	237.53808343	19.21136817	33.47613765	21.290720774	16.880566736	223.357950355	208.444146863	209.315053232	334.429509806	245.88428191	217.697647746	73.678269786	209.794385245	199.540195582	192.056690675	231.555160146
K07337	16.9445864	37.27885247	1.40757289	7.86427056	2.91237178	3.7427344	3.57625527	11.176628	3.15373691	1.84485096	0.19370468	0.089003466	0.448277986	0	0.57661515	0	1.12470143	0.48450191	0	0	2.63340048	11.31182741	30.70423532	3.82660538	26.45797118	15.493586064	19.087770454	1.9168683	9.07754661	16.34744507	0.79473391	0.33201282	0.39491367	0.90170561	0	1.79681588	2.24040223	2.3782381	3.78242378	3.460521346	14.61188971	22.33792558	14.900379574	23.32918414	19.03167653	75.73510037	34.561427968	8.21501002	16.97902448	19.205020365
K07338	0.41018194	0	0	0.31300312	0.5645281	0	0	0	0	0.20193781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38431954	0	0	0	0.48076092	0	0	0	0	0	0	0	0	0	0	0	0.490522	0.91360717	8.02351149	3.60948675	3.37316698	4.40871593	7.31406515	1.61337397	0.5232486	3.52869421
