CPD_ID	MS2_name	MS2_score	level	MS1_name	MS1_ppm	mz	rt	Formula	type	HMDB	Chinese.Name	CAS	KEGG COMPOUND ID	Super.Class	Superclass.Chinese	Class	Class.Chinese	Sub.Class	Subclass.Chinese
CPD1882	8-Iodoquinazolin-4-ol	2.59	level2			270.94	249.9	C8H5IN2O	NEG					Organoheterocyclic compounds	有机杂环化合物	Diazanaphthalenes	二氮杂萘	Benzodiazines	苯并二嗪
CPD1883	Trimethobenzamide	2.59	level2			389.2035	245.9	C21H28N2O5	POS	HMDB0014800		138-56-7	C07178	Benzenoids	苯环型化合物	Benzene and substituted derivatives	苯和取代衍生物	Benzoic acids and derivatives	苯甲酸及衍生物
CPD1884	m-Hydroxycocaine	2.59	level2			318.1317	234.9	C17H21NO5	NEG					Benzenoids	苯环型化合物	Benzene and substituted derivatives	苯和取代衍生物	Benzoic acids and derivatives	苯甲酸及衍生物
CPD1885	"Methyl 4-hydroxy-3,5-dinitrobenzoate"	2.59	level2			241.0125	233.5	C8H6N2O7	NEG					Benzenoids	苯环型化合物	Phenols	酚类	Nitrophenols	硝基酚
CPD1886	"5-[(2-Phenylethyl)amino]-1,3,4-thiadiazole-2(3H)-thione"	2.59	level2			238.0451	228.1	C10H11N3S2	POS					Organic nitrogen compounds	有机含氮化合物	Organonitrogen compounds	有机氮化合物	Amines	胺
CPD1887	"5-(4-Aminophenyl)-4-phenyl-2,4-dihydro-3H-1,2,4-triazole-3-thione"	2.59	level2			267.073	227.7	C14H12N4S	NEG					Organoheterocyclic compounds	有机杂环化合物	Azoles	吡咯类	Triazoles	三唑
CPD1888	N-(3-Acetylphenyl)-4-fluorobenzamide	2.59	level2			258.0917	224.5	C15H12FNO2	POS					Benzenoids	苯环型化合物	Benzene and substituted derivatives	苯和取代衍生物	Anilides	酰替苯胺
CPD1889	Pectenotoxin_2	2.59	level2			859.489	216.5	C47H70O14	POS	HMDB0033491		97564-91-5		Phenylpropanoids and polyketides	苯丙素类和聚酮类	Macrolides and analogues	大环内酯类和类似物	Pectenotoxins and derivatives	扇贝毒素和衍生物
CPD1890	"[DAla2] .beta.-Casomorphin (1-3), amide, bovine"	2.59	level2			397.1879	201.7	C21H26N4O4	NEG					Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD1891	"4(3H)-Quinazolinone, 2-[(6-amino-9H-purin-9-yl)methyl]-5-methyl-3-(2-methylphenyl)-"	2.59	level2			398.1686	188.9	C22H19N7O	POS	HMDB0253339				Organoheterocyclic compounds	有机杂环化合物	Imidazopyrimidines	咪唑并嘧啶	Purines and purine derivatives	嘌呤和嘌呤衍生物
CPD1892	Dihydromethysticin	2.59	level2			277.1045	184.5	C15H16O5	POS	HMDB0030791		19902-91-1	C09926	Phenylpropanoids and polyketides	苯丙素类和聚酮类	Kavalactones	卡瓦胡椒内酯	Kavalactones	卡瓦胡椒内酯
CPD1893	"3-Hydroxylup-20(29)-ene-23,27,28-trioic acid"	2.59	level2			515.2965	183.2	C30H44O7	NEG					Lipids and lipid-like molecules	脂质和类脂分子	Prenol lipids	异戊烯醇脂类	Triterpenoids	三萜类
CPD1894	"6,7-Dimethoxy-2-phenylquinoxaline"	2.59	level2			267.1103	179.3	C16H14N2O2	POS	HMDB0259359				Organoheterocyclic compounds	有机杂环化合物	Diazanaphthalenes	二氮杂萘	Benzodiazines	苯并二嗪
CPD1895	LysoPC(14:1(9Z))	2.59	level2			466.2918	174.1	C22H44NO7P	POS	HMDB0010380			C04230	Lipids and lipid-like molecules	脂质和类脂分子	Glycerophospholipids	甘油磷脂类	Glycerophosphocholines	甘油磷酸胆碱
CPD1896	Finasteride	2.59	level2			373.2814	172.7	C23H36N2O2	POS	HMDB0001984		98319-26-7		Lipids and lipid-like molecules	脂质和类脂分子	Steroids and steroid derivatives	甾类和甾类衍生物	Androstane steroids	雄烷类固醇
CPD1897	Leonurine	2.59	level2			312.1534	171.6	C14H21N3O5	POS	HMDB0254014			C16985	Benzenoids	苯环型化合物	Benzene and substituted derivatives	苯和取代衍生物	Benzoic acids and derivatives	苯甲酸及衍生物
CPD1898	"5,7-Dichloro-6-methyl-1,3-benzoxazole-2-thiol"	2.59	level2			231.9418	166.5	C8H5Cl2NOS	NEG					Organoheterocyclic compounds	有机杂环化合物	Benzoxazoles	苯并恶唑	Benzoxazoles	苯并恶唑
CPD1899	"4-Hydroxy-3-[1-(5-hydroxy-2,6,6-trimethyltetrahydro-2H-pyran-2-yl)ethyl]-2(1H)-quinolinone"	2.59	level2			330.168	154.5	C19H25NO4	NEG					Organoheterocyclic compounds	有机杂环化合物	Quinolines and derivatives	喹啉及衍生物	Quinolones and derivatives	喹诺酮及衍生物
CPD1900	Met-Leu	2.59	level2			261.1253	144.4	C11H22N2O3S	NEG					Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD1901	"4-Methoxy-3-geranylgeranyl-1,2-dihydroxybenzene"	2.59	level2			413.3012	140.8	C27H40O3	POS	HMDB0040749		126398-83-2		Lipids and lipid-like molecules	脂质和类脂分子	Prenol lipids	异戊烯醇脂类	Diterpenoids	二萜类
CPD1902	4-Hydroxy-6-(trifluoromethyl)pyrimidine	2.59	level2			165.0254	136.4	C5H3F3N2O	POS					Organoheterocyclic compounds	有机杂环化合物	Diazines	二氮杂苯	Pyrimidines and pyrimidine derivatives	嘧啶类和嘧啶类衍生物
CPD1903	R-Palmitoyl-(2-methyl) ethanolamide	2.59	level2			314.3056	129.3	C19H39NO2	POS					Lipids and lipid-like molecules	脂质和类脂分子	Fatty Acyls	脂肪酰类	Fatty amides	脂肪酸酰胺
CPD1904	"2,4-Dodecadienamide, N-(p-hydroxyphenethyl)-, (E,E)-"	2.59	level2			314.2095	124.2	C20H29NO2	NEG					Benzenoids	苯环型化合物	Phenols	酚类	1-hydroxy-2-unsubstituted benzenoids	1-羟基-2-未取代苯环类化合物
CPD1905	"(2-Amino-4,5,6,7-tetrahydro-1-benzothien-3-yl)(4-methylphenyl)methanone"	2.59	level2			272.1124	79.7	C16H17NOS	POS					Organic oxygen compounds	有机含氧化合物	Organooxygen compounds	有机氧化合物	Carbonyl compounds	羰基化合物
CPD1906	Triphenylphosphine	2.59	level2			263.096	76.9	C18H15P	POS	HMDB0259265				Benzenoids	苯环型化合物	Benzene and substituted derivatives	苯和取代衍生物	Phenylphosphines and derivatives	苯基膦及衍生物
CPD1907	5-Amino-1-(2-pyridinyl)-1H-pyrazole-4-carbonitrile	2.59	level2			186.076	71.6	C9H7N5	POS					Organoheterocyclic compounds	有机杂环化合物	Pyridines and derivatives	吡啶及衍生物	Pyrazolylpyridines	吡啶联吡唑
CPD1908	4-Methylhippuric acid	2.59	level2			192.0672	51.6	C10H11NO3	NEG	HMDB0013292		27115-50-0		Benzenoids	苯环型化合物	Benzene and substituted derivatives	苯和取代衍生物	Benzoic acids and derivatives	苯甲酸及衍生物
CPD1909	PC(18:1(9Z)/P-16:0)	2.59	level2			744.5903	19	C42H82NO7P	POS	HMDB0008126			C00157	Lipids and lipid-like molecules	脂质和类脂分子	Glycerophospholipids	甘油磷脂类	Glycerophosphocholines	甘油磷酸胆碱
CPD1910	2-Amino-5-fluoro-6-nitro-1H-indole-3-carboxamide	2.59	level2			237.041	15.9	C9H7FN4O3	NEG					Organoheterocyclic compounds	有机杂环化合物	Indoles and derivatives	吲哚和衍生物	Indolecarboxylic acids and derivatives	吲哚羧酸及衍生物
CPD1911	Caulophyllogenin	2.59	level2			487.3471	14.6	C30H48O5	NEG										
CPD1912	Candoxatril	2.59	level2			516.2945	258.7	C29H41NO7	POS	HMDB0014754		118785-03-8		Benzenoids	苯环型化合物	Indanes	茚满类	Indanes	茚满类
CPD1913	N-Oleoyl-Phenylalanine	2.59	level2			428.321	80.2	C27H43NO3	NEG	HMDB0062336				Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD1914	Tolnaftate	2.59	level2			308.1129	57.9	C19H17NOS	POS	HMDB0005005		2398-96-1		Benzenoids	苯环型化合物	Naphthalenes	萘类	Naphthalenes	萘类
CPD1915	Quinaprilat	2.59	level2			411.1914	26.3	C23H26N2O5	POS	HMDB0042005		82768-85-2		Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD1916	"Cholic acid/Muricholic acid, asparagine-conjugated"	2.59	level2			521.327	38.2	C28H46N2O7	NEG					Lipids and lipid-like molecules	脂质和类脂分子	Steroids and steroid derivatives	甾类和甾类衍生物	"Bile acids, alcohols and derivatives"	胆汁酸类、醇类及其衍生物
CPD1917	PC(37:3)	2.59	level2			798.6079	23.6	C45H84NO8P	POS		"1- ( 9Z -十五碳酰基) -2-( 13Z , 16Z -二十二碳二烯酰基)-甘油-3 -磷酸胆碱"			Lipids and lipid-like molecules	脂质和类脂分子	Glycerophospholipids	甘油磷脂类	Glycerophosphocholines	甘油磷酸胆碱
CPD1918	PC(P-34:0)	2.58	level2			746.6132	32.1	C42H84NO7P	POS	HMDB0011208	1 - ( 1Z -十六烯基) - 2-十八碳酰基-甘油-3 -磷酸胆碱			Lipids and lipid-like molecules	脂质和类脂分子	Glycerophospholipids	甘油磷脂类	Glycerophosphocholines	甘油磷酸胆碱
CPD1919	"N,N-Diethylcathinone"	2.58	level2			206.1518	308.1	C13H19NO	POS	HMDB0015072		134-80-5	C06954	Organic oxygen compounds	有机含氧化合物	Organooxygen compounds	有机氧化合物	Carbonyl compounds	羰基化合物
CPD1920	21-Desacetyldeflazacort	2.58	level2			400.2077	297.5	C23H29NO5	POS					Lipids and lipid-like molecules	脂质和类脂分子	Steroids and steroid derivatives	甾类和甾类衍生物	Hydroxysteroids	羟类固醇
CPD1921	Triparanol	2.58	level2			438.2205	259	C27H32ClNO2	POS	HMDB0259258				Phenylpropanoids and polyketides	苯丙素类和聚酮类	Stilbenes	芪类化合物	Stilbenes	芪类化合物
CPD1922	1-(6-Chloro-2-hydroxy-4-phenylquinolin-3-yl)ethanone	2.58	level2			296.0455	253.2	C17H12ClNO2	NEG					Organoheterocyclic compounds	有机杂环化合物	Quinolines and derivatives	喹啉及衍生物	Phenylquinolines	苯基喹啉
CPD1923	4-Hydroxyphenylacetylglutamine	2.58	level2			282.0975	248.2	C13H15NO6	POS	HMDB0006061		1029120-37-3	C05595	Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD1924	"1-Hydroxy-3,5-dimethoxy-2,4-diprenylxanthone"	2.58	level2			409.1971	245.9	C25H28O5	POS	HMDB0041275		35323-84-3		Organoheterocyclic compounds	有机杂环化合物	Benzopyrans	苯并吡喃	1-benzopyrans	1-苯并吡喃
CPD1925	Gln-Pro	2.58	level2			242.1124	205.9	C10H17N3O4	NEG	HMDB0028805		139370-58-4		Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD1926	"N-((7E,11Z)-6,13,14-Trihydroxy-3-(1H-indol-3-ylmethyl)-4,5,10,12-tetramethyl-1,17-dioxo-2,3,3a,6,6a,9,10,13,14,15,16,17-dodecahydro-1H-cyclotrideca[d]isoindol-15-yl)acetamide"	2.58	level2			588.3024	205.7	C34H43N3O6	NEG					Organoheterocyclic compounds	有机杂环化合物	Indoles and derivatives	吲哚和衍生物	Indoles	吲哚
CPD1927	Ramipril	2.58	level2			415.221	205	C23H32N2O5	NEG	HMDB0014324		87333-19-5		Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD1928	Hexobarbital	2.58	level2			237.1234	166.6	C12H16N2O3	POS	HMDB0015444		56-29-1	C11723	Organoheterocyclic compounds	有机杂环化合物	Diazines	二氮杂苯	Pyrimidines and pyrimidine derivatives	嘧啶类和嘧啶类衍生物
CPD1929	"6-Benzyl-3-butan-2-yl-9-(7-hydroxy-6-oxooctyl)-1,4,7,10-tetrazabicyclo[10.4.0]hexadecane-2,5,8,11-tetrone"	2.58	level2			569.3323	159.8	C31H46N4O6	NEG					Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD1930	"Methanone, (4-hydroxyphenyl)(1-pentyl-1H-indol-3-yl)-"	2.58	level2			306.1468	154.5	C20H21NO2	NEG					Organoheterocyclic compounds	有机杂环化合物	Indoles and derivatives	吲哚和衍生物	Benzoylindoles	苯甲酰基吲哚
CPD1931	Imazaquin	2.58	level2			312.132	150.1	C17H17N3O3	POS					Organoheterocyclic compounds	有机杂环化合物	Quinolines and derivatives	喹啉及衍生物	Quinoline carboxylic acids	喹啉羧酸
CPD1932	Amobarbital	2.58	level2			227.1389	145.9	C11H18N2O3	POS	HMDB0015440		57-43-2	C07536	Organoheterocyclic compounds	有机杂环化合物	Diazines	二氮杂苯	Pyrimidines and pyrimidine derivatives	嘧啶类和嘧啶类衍生物
CPD1933	"Quinoline, 4-[6-[4-(1-piperazinyl)phenyl]pyrazolo[1,5-a]pyrimidin-3-yl]-"	2.58	level2			407.2021	142.3	C25H22N6	POS	HMDB0244322				Organoheterocyclic compounds	有机杂环化合物	Diazinanes	二氮杂环己烷	Piperazines	哌嗪
CPD1934	"1,2,4-Triazin-5-amine, N-([1,1'-biphenyl]-4-ylmethyl)-6-phenyl-3-(2-pyridinyl)-"	2.58	level2			414.1682	141	C27H21N5	NEG					Benzenoids	苯环型化合物	Benzene and substituted derivatives	苯和取代衍生物	Biphenyls and derivatives	联苯及衍生物
CPD1935	"[4-Amino-2-(ethylamino)-1,3-thiazol-5-yl](4-chlorophenyl)methanone"	2.58	level2			282.0487	137.1	C12H12ClN3OS	POS					Organic oxygen compounds	有机含氧化合物	Organooxygen compounds	有机氧化合物	Carbonyl compounds	羰基化合物
CPD1936	Perphenazine	2.58	level2			404.1584	124.7	C21H26ClN3OS	POS	HMDB0014988		58-39-9	C07427	Organoheterocyclic compounds	有机杂环化合物	Benzothiazines	苯并噻嗪类	Phenothiazines	吩噻嗪
CPD1937	9-(Methoxycarbonyl)dec-9-enoic acid	2.58	level2			227.1295	120.7	C12H20O4	NEG					Lipids and lipid-like molecules	脂质和类脂分子	Fatty Acyls	脂肪酰类	Fatty acids and conjugates	脂肪酸和聚合物
CPD1938	"2-Bromoestra-1,3,5(10)-triene-3,17-diol"	2.58	level2			349.0774	120	C18H23BrO2	NEG					Lipids and lipid-like molecules	脂质和类脂分子	Steroids and steroid derivatives	甾类和甾类衍生物	Estrane steroids	雌烷类固醇
CPD1939	"(2E)-3,7-Dimethylocta-2,6-dien-1-yl 6-O-.alpha.-L-arabinofuranosyl-.beta.-D-glucopyranoside"	2.58	level2			447.2253	96.8	C21H36O10	NEG					Lipids and lipid-like molecules	脂质和类脂分子	Prenol lipids	异戊烯醇脂类	Terpene glycosides	萜类糖苷
CPD1940	"Bis(2,4,6-trimethylphenyl)phosphine"	2.58	level2			271.1637	80.2	C18H23P	POS					Benzenoids	苯环型化合物	Benzene and substituted derivatives	苯和取代衍生物	Benzene and substituted derivatives	苯和取代衍生物
CPD1941	"2,3-Dihydro-3-oxo-4H-1,4-benzoxazine-4-propionic acid"	2.58	level2			222.0761	77.4	C11H11NO4	POS					Organoheterocyclic compounds	有机杂环化合物	Benzoxazines	苯并恶嗪	Benzoxazinones	苯并恶嗪酮
CPD1942	(2-Oxo-1-pyrrolidinyl)acetic acid	2.58	level2			144.0653	71.3	C6H9NO3	POS					Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD1943	15-Ketoprostaglandin F2.alpha.	2.58	level2			353.2304	59.3	C20H32O5	POS	HMDB0004240		35850-13-6	C05960	Lipids and lipid-like molecules	脂质和类脂分子	Fatty Acyls	脂肪酰类	Eicosanoids	类花生酸
CPD1944	Ganodosterone	2.58	level2			409.3066	54.2	C28H40O2	POS	HMDB0039148		19698-66-9		Lipids and lipid-like molecules	脂质和类脂分子	Steroids and steroid derivatives	甾类和甾类衍生物	Ergostane steroids	麦角甾烷类固醇
CPD1945	"8,11-Tridecadienoic acid, 13-(3-pentyl-2-oxiranyl)-, (8Z,11Z)-"	2.58	level2			323.2579	42.3	C20H34O3	POS					Lipids and lipid-like molecules	脂质和类脂分子	Fatty Acyls	脂肪酰类	Fatty acids and conjugates	脂肪酸和聚合物
CPD1946	"Benzimidazo[2,1-b]quinazolin-12(5H)-one"	2.58	level2			234.0649	39.8	C14H9N3O	NEG					Organoheterocyclic compounds	有机杂环化合物	Diazanaphthalenes	二氮杂萘	Benzodiazines	苯并二嗪
CPD1947	"4H-Furo[3,2-b]pyrrole-5-carboxylic acid"	2.58	level2			150.0201	38.9	C7H5NO3	NEG					Organoheterocyclic compounds	有机杂环化合物	Furopyrroles	呋喃并吡咯	Furopyrroles	呋喃并吡咯
CPD1948	"12,13-Dihydroxy-9Z-octadecenoic acid"	2.58	level2			315.253	31.5	C18H34O4	POS					Lipids and lipid-like molecules	脂质和类脂分子	Fatty Acyls	脂肪酰类	Fatty acids and conjugates	脂肪酸和聚合物
CPD1949	8R-HpODE	2.58	level2			313.2373	26	C18H32O4	POS	HMDB0004706		143343-95-7	C14831	Lipids and lipid-like molecules	脂质和类脂分子	Fatty Acyls	脂肪酰类	Lineolic acids and derivatives	亚油酸及衍生物
CPD1950	"4,4'-Sulfonylbisphenol"	2.58	level2			249.0252	21.3	C12H10O4S	NEG	HMDB0240712			C14216	Benzenoids	苯环型化合物	Benzene and substituted derivatives	苯和取代衍生物	Benzenesulfonyl compounds	苯磺酰基化合物
CPD1951	"4-Amino-2-(5-chloro-1,3-benzoxazol-2-yl)phenol"	2.58	level2			259.0254	14.7	C13H9ClN2O2	NEG					Organoheterocyclic compounds	有机杂环化合物	Azoles	吡咯类	Oxazoles	恶唑
CPD1952	Flunarizine	2.58	level2			405.2101	255.5	C26H26F2N2	POS	HMDB0015589		52468-60-7		Benzenoids	苯环型化合物	Benzene and substituted derivatives	苯和取代衍生物	Diphenylmethanes	二苯甲烷
CPD1953	LIMONIN	2.58	level2			471.2062	209.2	C26H30O8	POS	HMDB0035921		1180-71-8	C03514	Lipids and lipid-like molecules	脂质和类脂分子	Prenol lipids	异戊烯醇脂类	Triterpenoids	三萜类
CPD1954	Fluvastatin	2.58	level2			412.196	186.8	C24H26FNO4	POS	HMDB0015227		93957-54-1	C07014	Organoheterocyclic compounds	有机杂环化合物	Pyrroles	吡咯	Substituted pyrroles	取代的吡咯
CPD1955	1-Octen-3-yl_primeveroside	2.58	level2			423.2243	142.7	C19H34O10	POS	HMDB0032960		209863-01-4		Lipids and lipid-like molecules	脂质和类脂分子	Fatty Acyls	脂肪酰类	Fatty acyl glycosides	脂肪酰基糖苷
CPD1956	8-Hydroxycarteolol	2.58	level2			309.1808	20.4	C16H24N2O4	POS	HMDB0060990				Organoheterocyclic compounds	有机杂环化合物	Quinolines and derivatives	喹啉及衍生物	Quinolones and derivatives	喹诺酮及衍生物
CPD1957	Ranolazine	2.57	level2			428.2502	297.1	C24H33N3O4	POS	HMDB0014388		142387-99-3		Benzenoids	苯环型化合物	Phenol ethers	酚醚类	Anisoles	甲氧基苯
CPD1958	"2-(3-Carboxy-4-chlorophenyl)-1,3-dioxo-2,3-dihydro-1H-isoindole-5-carboxylic acid"	2.57	level2			343.9958	294.1	C16H8ClNO6	NEG					Organoheterocyclic compounds	有机杂环化合物	Isoindoles and derivatives	异吲哚和衍生物	Isoindolines	异吲哚啉
CPD1959	Vignatic_acid_B	2.57	level2			520.3058	288.4	C27H41N3O7	POS	HMDB0033617		181485-20-1		Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD1960	"3',5'-Cyclic Inosine monophosphate"	2.57	level2			329.0314	277.6	C10H11N4O7P	NEG					"Nucleosides, nucleotides, and analogues"	核苷、核苷酸和类似物	Purine nucleotides	嘌呤核苷酸类	Cyclic purine nucleotides	环嘌呤核苷酸
CPD1961	4-Methyl-N-(4-methyl-2-pyridinyl)benzenesulfonamide	2.57	level2			263.0875	265.6	C13H14N2O2S	POS					Benzenoids	苯环型化合物	Benzene and substituted derivatives	苯和取代衍生物	Toluenes	甲苯
CPD1962	Ehretioside B	2.57	level2			312.1084	262.8	C14H17NO7	POS					Organic oxygen compounds	有机含氧化合物	Organooxygen compounds	有机氧化合物	Carbohydrates and carbohydrate conjugates	碳水化合物和碳水化合物结合物
CPD1963	Vilazodone	2.57	level2			442.219	259.9	C26H27N5O2	POS	HMDB0015637		163521-12-8		Organoheterocyclic compounds	有机杂环化合物	Diazinanes	二氮杂环己烷	Piperazines	哌嗪
CPD1964	Ruboxistaurin	2.57	level2			469.2187	258	C28H28N4O3	POS					Phenylpropanoids and polyketides	苯丙素类和聚酮类	Macrolactams	大环内酰胺类	Macrolactams	大环内酰胺类
CPD1965	N-[Tris(hydroxymethyl)methyl]-3-amino-2-hydroxypropanesulfonic acid	2.57	level2			258.0628	255.3	C7H17NO7S	NEG					Organic acids and derivatives	有机酸及其衍生物	Organic sulfonic acids and derivatives	有机磺酸及衍生物	Organosulfonic acids and derivatives	有机磺酸及衍生物
CPD1966	N-(4-Hydroxybenzoyl)valyl-N-(2-carboxy-6-hydroxyphenyl)prolinamide	2.57	level2			470.1889	251.7	C24H27N3O7	POS					Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD1967	Isoroquefortine C	2.57	level2			388.174	243.4	C22H23N5O2	NEG					Organoheterocyclic compounds	有机杂环化合物	Indoles and derivatives	吲哚和衍生物	Pyrroloindoles	吡咯并吲哚
CPD1968	N-Butylscopolaminium cation	2.57	level2			360.213	241.3	C21H30NO4	POS										
CPD1969	Abacavir	2.57	level2			287.1604	239.7	C14H18N6O	POS					"Nucleosides, nucleotides, and analogues"	核苷、核苷酸和类似物	Nucleoside and nucleotide analogues	核苷和核苷酸类似物	Cyclopentyl nucleosides	环戊基核苷
CPD1970	Dye X-6012-7A	2.57	level2			424.1714	239	C20H21N7O4	POS										
CPD1971	1-Kestose	2.57	level2			503.1634	230	C18H32O16	NEG	HMDB0011729		470-69-9	C03661	Organic oxygen compounds	有机含氧化合物	Organooxygen compounds	有机氧化合物	Carbohydrates and carbohydrate conjugates	碳水化合物和碳水化合物结合物
CPD1972	Triptophenolide	2.57	level2			311.162	229.1	C20H24O3	NEG					Lipids and lipid-like molecules	脂质和类脂分子	Steroids and steroid derivatives	甾类和甾类衍生物	Oxosteroids	氧代类固醇
CPD1973	1-(4-Chlorophenyl)-5-(trifluoromethyl)-1H-pyrazole-4-carboxylic acid	2.57	level2			288.9986	227.1	C11H6ClF3N2O2	NEG					Organoheterocyclic compounds	有机杂环化合物	Azoles	吡咯类	Pyrazoles	吡唑
CPD1974	"Benzamide, N-[5-[2-(3,5-dimethoxyphenyl)ethyl]-1H-pyrazol-3-yl]-4-[(3R,5S)-3,5-dimethyl-1-piperazinyl]-, rel-"	2.57	level2			464.2646	226.1	C26H33N5O3	POS					Organoheterocyclic compounds	有机杂环化合物	Diazinanes	二氮杂环己烷	Piperazines	哌嗪
CPD1975	7.alpha.-Thiospironolactone	2.57	level2			375.199	224.7	C22H30O3S	POS					Lipids and lipid-like molecules	脂质和类脂分子	Steroids and steroid derivatives	甾类和甾类衍生物	Steroid lactones	甾体内酯
CPD1976	"3-[3-(2-Piperidinoethoxy)phenyl]-5-(1H-1,2,4-triazol-5-yl)-1H-indazole"	2.57	level2			387.1898	221.7	C22H24N6O	NEG	HMDB0249719				Organoheterocyclic compounds	有机杂环化合物	Azoles	吡咯类	Pyrazoles	吡唑
CPD1977	"3-((4,7-Dimethyl-1-((1E)-prop-1-en-1-yl)-1,5,6,7,8,8a-hexahydronaphthalen-2-yl)carbonyl)-4-hydroxy-5-(4-hydroxyphenyl)pyridin-2(1H)-one"	2.57	level2			430.1987	216.9	C27H29NO4	NEG					Organoheterocyclic compounds	有机杂环化合物	Pyridines and derivatives	吡啶及衍生物	Phenylpyridines	苯基吡啶
CPD1978	"1,3-Propanediol, 2-amino-2-[2-[4-[[6-[(7-nitro-2,1,3-benzoxadiazol-4-yl)amino]hexyl]oxy]phenyl]ethyl]-"	2.57	level2			472.2188	214.8	C23H31N5O6	NEG					Organoheterocyclic compounds	有机杂环化合物	Benzoxadiazoles	苯并恶二唑	Benzoxadiazoles	苯并恶二唑
CPD1979	"3',4'-Dimethoxy-.alpha.-naphthoflavone"	2.57	level2			333.1157	210.5	C21H16O4	POS					Phenylpropanoids and polyketides	苯丙素类和聚酮类	Flavonoids	黄酮类	O-methylated flavonoids	O-甲基黄酮
CPD1980	Asn-Met	2.57	level2			264.1012	175.3	C9H17N3O4S	POS										
CPD1981	1-Acetylpiperidine-2-carboxylic acid	2.57	level2			172.0967	165.3	C8H13NO3	POS					Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD1982	Feruloylputrescine	2.57	level2			265.1546	163.1	C14H20N2O3	POS	HMDB0033463		501-13-3	C10497	Phenylpropanoids and polyketides	苯丙素类和聚酮类	Cinnamic acids and derivatives	肉桂酸及其衍生物	Hydroxycinnamic acids and derivatives	羟基肉桂酸及其衍生物
CPD1983	22-Angeloylbarringtogenol_C	2.57	level2			573.4107	155.9	C35H56O6	POS	HMDB0032835		200492-43-9		Lipids and lipid-like molecules	脂质和类脂分子	Prenol lipids	异戊烯醇脂类	Triterpenoids	三萜类
CPD1984	Darendoside A	2.57	level2			431.1564	154.4	C19H28O11	NEG					Organic oxygen compounds	有机含氧化合物	Organooxygen compounds	有机氧化合物	Carbohydrates and carbohydrate conjugates	碳水化合物和碳水化合物结合物
CPD1985	"(3E)-4-Hydroxy-3-[hydroxy-[2-[(1E,3E)-6-hydroxyhepta-1,3-dienyl]-1,3,6-trimethyl-4a,5,6,7,8,8a-hexahydro-2H-naphthalen-1-yl]methylidene]-5-(hydroxymethyl)-1H-pyrrol-2-one"	2.57	level2			442.2612	142.7	C26H37NO5	NEG					Organic acids and derivatives	有机酸及其衍生物	Carboximidic acids and derivatives	碳酰亚胺酸及衍生物	Carboximidic acids	碳酰亚胺酸
CPD1986	"1,4a,6-Trimethyl-5-[(2,4,5-trihydroxy-3-methylidene-7-oxabicyclo[4.1.0]heptan-6-yl)methyl]-2,3,4,5,8,8a-hexahydronaphthalene-1-carboxylic acid"	2.57	level2			391.2116	141.9	C22H32O6	NEG					Organoheterocyclic compounds	有机杂环化合物	Oxepanes	氧杂环庚烷	Oxepanes	氧杂环庚烷
CPD1987	"(4-Oxo-1,3-thiazolidin-3-yl)acetic acid"	2.57	level2			160.0078	119.4	C5H7NO3S	NEG					Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD1988	Diethyl 3-hydroxyphenylphosphonate	2.57	level2			229.0659	119	C10H15O4P	NEG					Benzenoids	苯环型化合物	Phenols	酚类	1-hydroxy-4-unsubstituted benzenoids	1-羟基-4-未取代苯环类化合物
