sample	wild01	wild02	wild03	wild04	wild05	wild06	wild07	wild08	wild09	wild10	lab01	lab02	lab03	lab04	lab05	lab06	lab07	lab08	lab09	lab10	fam01	fam02	fam03	fam04	fam05	fam06	fam07	fam08	fam09	fam10	res01	res02	res03	res04	res05	res06	res07	res08	res09	res10	hos01	hos02	hos03	hos04	hos05	hos06	hos07	hos08	hos09	hos10
Pame_02321.t1	17.3788	15.0978	11.6499	13.5172	12.3516	13.9191	13.4008	13.3071	14.1009	12.1704	22.0828	30.5545	38.9163	34.597	28.0951	41.5604	35.7955	30.0728	35.3697	32.0103	44.1985	31.449	36.4934	35.6862	43.476	38.5364	39.9743	38.6222	31.0581	41.8936	37.6271	38.9305	47.0732	34.9855	48.7689	37.659	44.6419	43.0519	49.2207	45.836	47.9407	55.4507	48.7157	55.1457	45.777	41.6625	37.2586	46.3242	51.1329	53.0514
Pame_02322.t1	0.024396	0.131863	0.024933	0.023003	0.148917	0	0.06903	0.158116	0.046987	0.023078	0	0.111783	0.200849	0.149836	0.096581	0.221812	0.1017	0.084835	0.160381	0.058833	0.166353	0.2716	0.086949	0.297397	0.341628	0.377947	0.055014	0.15034	0.252651	0.140469	0.144434	0.120223	0.399372	0.056549	0.344117	0.029303	0.354931	0.467031	0.464719	0.436696	0.364227	0.326165	0.267929	0.384119	0.127584	0.400211	0.440077	0.127103	0.303292	0.160683
Pame_02323.t1	15.5878	12.9344	12.3021	8.88402	11.0034	11.7579	14.1674	10.7926	9.76212	12.6599	6.06086	10.4045	10.6615	9.38574	7.51234	10.9745	9.989	8.14859	7.89957	7.87765	10.7804	12.6807	10.1546	12.6705	11.998	12.4994	10.2828	10.4856	7.36181	9.16146	13.0167	13.1554	15.1942	16.7608	16.1896	14.0574	15.5752	14.2863	11.6374	14.8248	17.8542	15.7564	16.1832	23.0806	8.50072	17.2895	13.5873	5.09294	16.1794	14.1508
Pame_02324.t1	52.0823	53.7363	71.1361	40.6981	48.8757	52.2681	67.3001	42.3928	42.3795	54.3923	22.9794	21.9602	19.9712	21.1671	20.2535	22.3362	17.0217	24.6384	19.1635	20.0405	30.2594	17.9838	23.7429	22.1394	23.9012	28.5857	40.4769	25.5345	25.6468	31.5468	28.6364	26.951	53.3385	25.2073	42.9285	32.0779	40.2879	42.0657	28.4878	32.9485	36.685	37.6821	33.8737	44.6327	60.5011	28.4244	29.175	63.5286	40.8835	47.8588
Pame_02325.t1	27.7272	21.7853	22.8902	17.3126	22.527	24.076	25.1363	21.337	17.7433	22.8674	5.75145	12.5455	10.7674	10.7329	6.75659	13.7128	11.442	10.2087	11.2965	10.2945	11.8308	12.1305	14.4391	14.3264	13.4211	13.2882	12.7535	14.4353	12.0673	13.4079	14.4011	15.2318	15.3019	18.3749	18.0844	11.7361	15.0924	19.0177	13.6723	18.4716	18.6799	19.971	19.6297	27.2563	16.1368	23.2452	14.609	20.374	18.2141	20.0024
Pame_02326.t2	12.06	9.91244	10.9712	7.93731	9.5986	9.63323	12.6077	9.09136	9.30401	10.0343	3.81354	8.90828	7.84261	9.90439	8.07954	10.605	9.13781	7.74723	9.11633	7.71934	10.3321	9.87207	8.15404	10.3561	11.4097	10.413	10.218	10.2375	8.01722	10.05	9.36322	10.2756	12.604	11.6141	13.3847	11.9045	11.199	12.2914	11.9004	13.2675	14.0915	12.5998	12.8332	15.5482	9.49914	12.9277	10.5484	8.67914	14.1499	14.5155
Pame_02327.t1	0.79042	0.374221	0.152244	0.18711	0.251815	0.540303	0.326702	0.322167	0.33511	0.562953	0.267988	0.343346	0.308388	0.152909	0.065833	0.714464	0.258735	0.115641	0.273317	0.18052	0.225309	0.677536	0.355523	0.302721	0.299833	0.559872	0.391719	0.368211	0.319226	0.575543	0.35328	0.36611	0.4987	0.286836	0.255449	0.656528	0.391337	0.355797	0.353769	0.76875	0.527345	0.658748	0.42106	0.839059	0.38682	0.465949	0.385611	1.02552	0.61551	0.867407
Pame_02328.t1	1.96163	1.88237	2.85736	1.64733	1.76439	2.23845	2.42266	1.72052	1.59451	1.65219	0.41285	1.29599	1.14611	1.14444	0.663507	1.06146	0.526704	0.591453	1.44585	1.09598	2.08255	1.77739	1.58865	1.33938	1.02608	1.43949	1.14536	1.00496	1.17694	1.06751	0.482456	1.13731	0.778641	1.65739	1.71731	0.731365	1.73297	1.23303	1.59519	1.58398	1.74712	1.22851	1.6157	2.39546	1.07239	1.81154	1.06134	1.59503	1.53587	1.68581
Pame_02329.t1	3.17599	2.56771	3.74622	1.29588	2.5625	2.22074	3.67126	2.20113	2.23424	3.68351	0.969008	1.74037	1.56347	1.49571	1.70189	2.4206	1.76084	1.36201	1.5701	1.31325	1.95212	1.63027	1.63425	1.60009	1.97848	1.5328	1.77575	2.18931	1.55523	1.45261	1.25492	1.65749	1.73007	2.85282	2.27789	1.9953	1.50781	2.80875	2.18107	2.25473	2.19728	2.21774	2.89689	3.22632	1.57068	3.12126	2.14174	1.97389	2.56207	1.85304
Pame_02330.t1	2.67729	1.43119	1.26196	1.39116	1.71463	1.78783	1.95846	1.78506	1.62458	1.36713	0.122262	0.621827	0.527582	0.95629	0.676341	0.822786	0.439413	0.454292	0.363369	0.3272	0.718465	0.820114	0.573047	0.826095	0.874812	0.806034	0.746979	0.631414	0.467124	0.694655	0.78479	0.407905	0.985364	1.18592	1.23664	0.723613	0.911263	1.08057	0.71669	1.25732	0.673824	0.924468	1.02732	1.38012	0.196567	0.953049	0.466137	0.313174	1.68374	0.792475
Pame_02331.t1	27.3829	23.0483	17.4255	17.5771	21.3355	22.0059	24.6666	17.0656	19.6166	21.1074	9.06497	11.9838	12.7063	7.79276	8.03704	17.9306	11.9206	7.27326	12.0273	13.581	11.5321	12.3081	17.5259	10.484	16.5542	12.1905	11.7273	10.6559	14.2392	16.1302	15.8985	16.7503	19.6586	17.3067	17.8813	11.9467	11.339	23.3359	13.5776	20.0986	16.1997	17.7332	19.9069	20.443	25.4407	21.1911	15.8147	25.3287	22.8317	17.4985
Pame_02332.t1	9319.09	5713.34	8341.46	6067.07	6870.05	4513.45	8624.08	6457.63	6619.01	7283.78	17167	8625.49	8675.41	6848.2	13995.8	9194.37	8766.84	12616.6	9084.95	9143.25	13016.5	11914.6	8088.31	8027.33	7845.42	8016.65	9579.61	8783.39	9170.9	9638.93	7871.41	11407.1	10044.3	8848.86	9497.3	10673.7	8984.88	9512.42	10381.9	8539.84	10590	11322.4	11060.9	10554.3	9074.14	8129.7	11406.9	3854.24	8454.58	7295
Pame_02333.t2	1.81353	1.12065	1.69071	2.14033	2.76935	1.06078	1.98646	2.34341	2.18743	2.14711	0.43879	1.26577	1.0033	0.930537	0.771638	1.94242	1.25079	0.564811	0.711888	0.705147	1.06844	1.64658	1.04195	1.58181	1.62543	1.05098	0.804501	1.12039	0.377103	1.16037	1.69074	0.958326	1.22422	1.16425	1.16576	1.16913	1.52759	1.82302	1.54345	1.23789	1.69276	1.47086	1.42165	1.73978	0.846311	2.50942	1.38122	0.674051	1.61155	1.9195
Pame_02334.t1	1.23674	0	3.66441	0	1.21676	0	0	0	2.30772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_02335.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_02336.t1	22.5954	53.8664	54.51590001	56.68930001	34.2065	79.56949998	57.68160001	44.86080001	49.64210001	45.4953	64.88610002	85.39149997	44.53170001	63.22	56.90619999	90.13009997	50.71259999	67.083	74.20049999	57.7507	59.72400001	54.45939999	58.52079999	65.20580002	89.22600001	82.9377	56.8116	72.48940002	39.3752	60.31840001	63.25580001	74.3711	81.7148	54.97470001	99.11799998	50.9204	63.55509999	106.845	78.74549997	86.93279998	71.80990002	92.43759999	69.20340001	90.8205	68.76909998	57.25350002	81.07290001	91.99390002	93.97959998	99.96919999
Pame_02337.t1	1.66809	1.88751	0.810324	1.40419	0.886029	1.4836	1.73369	1.38362	1.35715	0.994025	2.83304	4.83589	4.11916	4.45881	3.77119	6.58359	4.70279	4.65892	4.48739	3.24818	5.05405	3.90927	3.65412	6.27386	8.25598	5.17385	5.19669	6.02595	4.14334	4.76232	5.47654	6.4888	6.96302	6.36971	5.97886	5.12256	6.70776	5.79052	5.4431	7.60952	6.61253	4.88819	6.37013	10.9175	3.19678	5.35733	5.89943	2.94529	6.87327	6.71006
Pame_02338.t1	3.13165	2.24289	1.44835	1.04319	1.88776	1.66075	2.62434	1.55946	1.62208	1.50667	0.418607	2.39566	1.96871	1.54469	1.05581	2.19799	2.12301	0.875819	1.41242	1.71552	1.96001	2.25098	1.9007	2.29481	3.29381	2.62111	1.69709	2.02394	1.14048	2.20419	2.36239	1.85132	2.11408	2.66235	2.90299	1.80959	1.6433	2.38091	2.05202	2.69095	3.57762	2.94244	2.79401	6.46005	0.921349	4.51834	1.947	1.60368	3.73524	3.82416
Pame_02339.t1	5.65546	7.03525	1.88872	7.15915	2.77808	3.3069	7.5978	7.01288	1.77646	7.89485	10.9144	11.1315	24.9518	12.8052	10.244	26.1147	16.5986	15.6988	23.225	15.05	14.1027	14.2504	18.9393	23.2763	23.1301	15.7921	12.6152	11.653	9.14228	13.0802	14.1202	14.2752	14.457	18.2194	39.4908	10.6977	15.1007	23.2564	18.2695	20.8293	18.5524	17.136	16.3551	34.4413	10.2755	18.9149	17.1668	6.85782	21.5365	17.7724
Pame_02340.t1	2.91236	2.48493	1.93498	1.39627	2.08944	2.29108	1.82037	1.86864	2.14199	1.86733	0	0.520704	0.212602	0.759768	0.108966	0.590815	0.47183	0.143561	0.497623	0.248968	0.467187	0.408061	0.196168	1.00363	0.578711	0.753941	0.556712	0.711495	0.530418	0.571228	0.926857	0.506216	0.620697	1.28526	1.00477	0.642992	0.508708	1.22961	0.684831	0.735757	0.96299	0.930675	0.999639	1.71739	0.214257	1.2548	1.06383	0.746049	1.37888	0.855364
Pame_02341.t1	1.21575	0.589584	0.601987	0.237873	0.469833	0.763611	0.633385	0.545776	0.527139	0.357884	0.454651	0.677581	0.521688	0.172605	0.612725	0.384421	0.35077	0.538171	0.185004	0.305453	0.573037	0.886477	0.451254	2.18009	0.507167	0.770706	0.4268	0.51955	0.433652	0.681394	0.847756	0.827858	2.11471	2.18943	1.4597	1.26402	0.992955	2.01093	0.999963	0.802178	1.25266	1.56648	1.48128	2.85177	1.53272	1.13471	0.598198	0.544551	1.35716	1.28828
Pame_02342.t1	0.486117	0.566237	0.22991	0.106007	0.076167	0.680814	0.600093	0.138935	0.216766	0.212667	0.253398	0.387747	0.96752	0.076869	0.198387	0.293261	0.234441	0.348502	0.123543	0.271956	0.851384	0.23223	0.223227	0.419015	0.451457	0.316947	0.633956	0.323934	0.483653	0.519861	0.044428	0.184521	0.471388	0.867653	0.337064	0.225256	0.673449	0.717058	0.579499	1.20677	0.718157	0.94859	0.410208	1.61552	0.048843	0.307697	0.532646	2.2359	0.511951	1.31334
Pame_02343.t1	0.093639	0.303965	0.240352	0	0.095442	0.341291	0.309576	0.043591	0.181366	0.177774	0	0.487539	0.340597	0.193066	0.249316	0.368876	0.490169	0.164232	0.414031	0.569688	0.213462	0.408293	0.673219	0.477904	0.520359	0.397719	0.26505	0.58114	0.121038	0.544808	0.836476	0.751586	1.12228	0.6523	0.907113	1.30022	1.21722	0.730362	0.558659	1.17656	1.14939	0.811838	0.456167	0.367182	0.672238	1.15846	0.851887	0.79001	1.57467	1.23316
Pame_02344.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_02345.t1	9.23058	6.39533	4.69184	5.07389	6.17463	5.22438	6.08516	4.79395	5.69847	5.69367	0.414438	3.18533	3.49174	3.02883	1.85148	3.47943	2.92381	1.77415	3.18636	2.61459	3.68083	3.06063	3.15181	3.80869	4.7718	3.52028	2.93314	4.02407	2.17843	3.4667	3.86576	3.39314	4.01407	3.84219	4.77553	4.22776	4.11127	5.12623	3.49154	4.13892	5.16675	4.05635	4.26242	5.58625	3.00017	4.87155	3.58271	4.64888	4.18483	5.20628
Pame_02346.t1	10.8928	7.71228	11.5083	5.39655	9.85539	8.91752	11.7883	8.58386	6.26413	12.5164	5.57409	5.58361	14.9596	4.6082	19.4234	10.4168	6.39401	6.76245	4.86916	4.77428	7.34773	4.80005	5.69422	6.16588	4.94634	5.54465	5.90443	4.7815	8.83323	6.17776	6.22066	5.33732	6.66253	8.1952	8.26756	7.46209	5.30005	6.09572	9.25043	8.04378	8.33516	8.29412	8.90672	11.6838	9.10456	9.47854	8.86498	15.9508	6.92005	10.3669
Pame_02347.t1	66.2118	53.3135	44.5642	43.1754	45.9467	48.5495	52.2355	48.4987	47.3152	38.9114	1.49493	29.2928	32.3375	95.62	14.8788	48.8865	41.4338	22.1758	27.9994	16.066	21.9145	42.5314	53.3088	44.0919	54.5841	86.424	41.4818	53.3562	109.924	29.1926	48.0705	53.0195	147.904	65.9937	46.4488	41.3104	41.0218	66.0886	54.9762	73.3446	148.07	49.5373	83.0974	91.1925	48.139	75.3604	42.4634	66.0077	42.2177	63.9759
Pame_02348.t1	18.5364	6.20817	12.1775	5.28655	12.5186	5.67767	14.9785	8.95895	9.88407	14.0189	0	1.45066	0.906255	2.90155	1.37842	3.95724	1.63919	1.45098	0.773709	1.68766	0.800839	2.44064	1.93318	2.49966	3.06582	1.50418	2.59439	2.84828	3.60844	2.51034	2.72841	1.96206	2.28248	5.99595	4.17716	3.59583	2.85593	4.94043	2.99922	4.0221	7.63713	4.04145	13.1189	10.5558	1.87454	5.52516	4.42035	0	2.91327	2.54644
Pame_02349.t2	3.28345	2.88515	2.13656	2.77803	2.92527	2.03356	2.647	2.50782	1.9811	2.04145	5.65433	3.14803	3.53489	5.23279	3.30746	4.86539	4.64309	3.46226	5.11627	4.18186	5.7602	5.13519	4.73115	5.25751	7.93755	6.17993	4.13386	5.20102	6.10614	5.2623	4.5881	7.38148	6.42262	3.21333	7.21559	3.78822	4.65174	5.73647	8.31503	6.5384	5.65569	7.90274	7.58955	5.82425	9.24985	5.46368	4.15817	9.16303	9.57542	11.0371
Pame_02350.t1	4.38145	3.3226	1.61406	1.75839	2.16737	2.99504	3.23699	1.75405	2.12588	2.35073	0	0	0	0.309662	0	0	0.307889	0.709455	0	0	0.340097	0.379795	1.10597	0	0	0.426204	1.01695	0	0	0	0.715011	0.37124	0	0.353689	0.796369	0.719576	0	0	0.73139	0.720751	0.326589	0.405141	0.729226	0.774608	0	1.82886	0	0.785564	0	0
Pame_02351.t1	6.7678	8.47825	1.12112	0	4.44403	2.64087	6.8943	1.04856	2.11117	6.28125	0	0	0	0	0	0	0	0	0	0	0	1.30091	0	0	1.0656	0	0	0	0	0	0	1.31801	0	1.29808	2.66938	1.29926	0	0	0	0	0	0	1.31484	5.54114	1.35143	1.25007	0	0	4.08701	0
Pame_02352.t1	0	1.58676	0	1.42143	2.89872	0	2.58436	2.72502	5.4972	1.34668	0	0	1.51992	0	0	0	0	0	0	0	0	1.71534	0	1.37593	1.41923	0	0	0	0	0	0	0	1.94776	0	0	0	1.58815	0	0	0	0	0	0	0	0	0	3.59736	0	0	0
Pame_02353.t1	0.51665	0.159544	0.608119	0.279766	0.150303	0.179296	0.348586	0.620201	0.215116	0.420787	0.099889	0.342455	0.076699	0.228126	0.196275	0.582807	0.231262	0.08637	0	0.179445	0.420007	0.184155	0.17724	0.300758	0.448545	0.417993	0.166813	0.458108	0.284789	0.344345	0.263576	0.6383	0.465747	0.598773	0.286582	0.177946	0.334854	0.709542	0.176286	0	0.629201	0.588598	0.537387	0.287862	0.192222	0.871129	0.577328	0.190778	0.275891	0.646742
Pame_02354.t1	0.038649	0.563681	0.068916	0	0.098179	1.0526	0.027313	0.044569	0.009271	0.036479	0.026151	0	0.069161	0.049225	0.012678	0	0.030119	0	0	0.023164	0.01096	0.035691	0	0.01957	0.009601	0.067807	0.054323	0.023707	0.02504	0.022103	0.011397	0.011886	0.024305	3.09836	0.061657	0.023133	0.064459	0.011539	0.114866	0.092076	0.102978	0.06469	0.094446	0.355873	0.050585	0.4174	0.02476	0.025228	0.023993	0.031826
Pame_02355.t1	1.46481	4.86866	5.19692	0.472515	2.40117	7.06728	3.81065	1.52591	0.759068	4.09659	1.30725	0.452454	0.591184	0.256916	1.08917	0.653248	1.3435	0.415943	0.668438	0.692426	1.21989	0.975755	1.10834	1.05506	0.215507	0.353154	0.807351	0.707048	0.97051	1.07533	0.891015	1.322	0.900634	9.44917	1.33345	1.16172	1.56721	0.770571	2.08657	0.896581	2.43948	1.57439	2.04702	5.52081	1.86687	24.3906	0.693518	2.1368	2.57869	3.21551
Pame_02356.t1	24.8682	31.0711	10.7806	46.028	18.8733	33.6284	16.8408	31.2086	42.871	17.3572	38.4393	68.055	72.4711	67.5665	31.2332	56.8446	53.2158	38.3729	76.1169	44.2047	58.6024	100.819	77.4368	78.3559	70.6688	59.9085	52.007	60.1806	22.8418	44.3136	63.1428	73.3423	85.5033	41.2249	85.1643	48.5053	53.3374	53.2748	43.5306	102.564	71.556	33.8867	56.1457	19.6901	32.7225	37.6983	46.3771	10.7452	76.398	62.1826
Pame_02357.t1	0.71232	0.256699	0.107895	0.024884	0.402669	0.127949	0.472847	0.219951	0.025419	0.299579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029757	0	0	0	0	0.032509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_02358.t1	0.629098	0.339985	0.321245	0.29641	0.29859	0.559052	0.494354	0.484986	0.645664	0.574981	0.085187	0.26383	0.043096	0.08577	0.055271	0.081577	0.131035	0.218473	0.091782	0.101002	0.166748	0.233206	0.174162	0.191584	0.083772	0.11804	0.165403	0.180723	0.217218	0.096441	0.148846	0.103303	0.263991	0.315865	0.295464	0.125841	0.164028	0.150474	0.174702	0.12507	0.313033	0.056092	0.230371	0.137653	0.137118	0.39282	0.161905	0.054655	0.312744	0.115103
Pame_02359.t1	0	0.080693	0	0	0.07598	0.045276	0.035213	0.138591	0	0.035357	0	0	0	0.038339	0	0	0	0	0	0	0.042464	0.046331	0	0	0	0	0.042159	0.046162	0	0	0	0	0.047023	0	0.048033	0	0	0.044706	0	0	0.0398	0.049804	0	0	0	0.043848	0	0	0.046427	0.081883
Pame_02360.t1	1.35536	1.46606	0.674784	1.46406	1.45942	1.26926	1.35269	1.36731	1.19764	1.24827	2.36193	1.02679	1.60407	2.50862	1.79861	2.17793	1.61902	1.30896	2.00546	1.97252	1.98415	2.06914	1.34149	2.17027	2.14412	1.53222	1.48848	1.77391	1.50247	1.88545	2.43935	1.29003	1.3182	1.57261	2.89347	1.16673	1.7882	1.53184	2.16998	2.68503	1.90072	1.70596	0.991108	2.88911	1.16326	1.6393	1.35464	1.7111	2.844	2.50763
Pame_02361.t2	1.48229	1.58936	1.12168	0.89798	1.51778	1.23713	1.25929	1.02599	0.916182	1.32519	0.106385	0.575486	0.792847	0.41211	0.442287	0.695681	0.653624	0.414419	0.636515	0.417536	0.535081	0.705504	0.836279	0.773549	0.837483	0.725273	0.656791	0.785643	0.61108	0.398453	0.795051	0.815143	0.918153	0.845088	0.960703	0.860626	0.624718	1.04621	0.881223	1.07032	1.31658	1.02232	1.08378	1.77208	0.631923	1.32471	0.878181	0.556939	1.07371	0.801388
Pame_02362.t1	0.766171	0.888545	0.562801	0.726138	0.279084	0.865023	0.568931	1.32737	0.955879	0.468111	0.593922	1.39798	2.39703	2.3755	0.584659	3.1742	0.86081	1.15536	1.82052	1.73691	1.62351	2.46058	1.57862	2.62993	4.05096	3.726	3.10268	2.58775	1.62616	1.4701	2.61274	2.50242	3.45439	2.41596	7.79558	1.1916	2.23487	5.45618	2.61408	3.40871	3.3306	4.30318	1.33209	3.50035	1.07088	1.80899	3.42448	0.567567	2.86516	2.52222
Pame_02363.t1	42.5377	38.146	27.3233	36.3712	26.1883	45.9804	29.7249	37.3586	36.9299	32.0468	34.3017	35.1369	31.1757	45.5751	33.6486	34.8134	39.5224	35.7653	46.9185	33.6116	35.8152	49.2583	44.8202	29.7126	25.4335	51.1885	47.8147	49.6548	63.4804	40.3517	41.3194	57.613	52.2313	51.6475	39.6155	47.0583	37.0888	66.5607	49.4462	54.5936	82.5297	37.0981	59.0696	102.07	41.6299	47.4859	51.2891	26.3763	47.4921	48.053
Pame_02364.t1	8.04984	7.05952	5.50679	6.5481	6.68075	6.97662	6.06504	6.05811	6.59502	6.66481	0.183326	1.98425	3.14556	1.56264	0.940757	4.01609	2.86066	1.02306	1.22748	0.982526	0.923669	2.60173	3.91172	4.47571	6.14936	3.34183	2.9416	3.59568	2.7567	1.13448	3.33227	2.21062	3.02637	5.68821	5.30744	3.50153	2.96484	6.15871	2.66019	4.52585	5.26806	2.75569	4.82498	7.93102	1.23733	7.46817	4.41757	3.78309	3.19835	3.82382
Pame_02365.t1	2.94083	2.34613	2.14414	1.60381	2.6959	2.16332	2.16305	1.75128	1.86102	2.07661	0.074405	1.34741	1.33732	1.40201	0.99327	3.17867	1.91498	0.745598	1.96427	1.05596	1.41923	1.35538	1.96747	2.20073	3.07809	2.29743	1.67012	1.78935	1.62	1.59051	2.22304	1.60663	2.35141	2.25975	3.10839	1.67952	2.06646	3.30036	2.28811	2.98077	3.1934	3.14526	3.32341	4.94954	2.40945	2.92305	2.55703	5.57586	3.90865	4.9034
Pame_02366.t1	15.7716	8.57714	7.27147	3.634	7.33295	9.14793	10.6702	4.61627	4.82013	9.23727	10.5142	10.2196	6.72417	10.5816	9.13134	10.2001	10.8173	12.6845	9.79154	9.16276	11.8359	8.74819	13.2589	11.6524	8.66351	12.0276	14.1383	8.77918	14.9702	10.4686	10.8799	13.6162	16.8368	19.0606	19.0223	13.5909	11.5931	14.8454	20.4013	17.7778	19.8412	22.8012	12.8659	31.2268	27.0026	19.506	14.7853	26.9036	19.7209	19.6884
Pame_02367.t1	26.7824	16.4673	12.822	5.65359	11.5832	13.1329	17.8894	8.24465	9.83912	13.7473	13.7767	17.2805	15.0836	18.1482	17.2028	18.8434	20.5871	21.4596	17.1305	13.1028	20.1722	13.9986	20.8698	21.6013	18.4964	20.7477	25.2328	9.64692	19.8502	15.6903	20.8004	21.5647	28.6476	30.4949	28.3622	22.2732	20.6398	23.8774	27.0391	24.2036	35.6311	40.5919	23.4926	45.7754	32.8174	32.9901	20.413	35.3074	36.7426	32.3189
Pame_02368.t1	2.80714	4.10022	3.7005	4.83464	4.26504	2.86049	3.39571	3.54147	3.62041	3.23157	2.74692	5.48374	4.85629	4.80639	1.92596	5.62273	5.48833	4.15176	5.37928	5.52235	5.51968	5.89013	5.67239	5.2851	7.64916	7.24058	6.37849	7.82462	5.30968	5.05727	7.18842	6.29973	8.0011	9.56386	7.54983	5.38316	4.6876	7.38128	5.22863	10.3353	9.13481	7.47404	9.28728	17.2675	4.68029	9.73601	7.69083	6.16792	6.5976	6.73291
Pame_02369.t3	1.45791	0.812591	1.07328	0.783802	1.03479	1.0086	1.00318	1.23881	0.910782	1.21259	0.09396	0.15815	0.307878	0.165153	0.167122	0.224044	0.144328	0.200188	0.163986	0.083281	0.131278	0.399149	0.191512	0.246167	0.23015	0.113731	0.286335	0.227257	0.164905	0.105968	0.204821	0.170836	0.130996	0.187555	0.295524	0.263283	0.231768	0.290245	0.220129	0.261937	0.22199	0.263336	0.296841	0.167367	0.211989	0.270313	0.163194	0.151009	0.273001	0.330295
Pame_02370.t1	44.775	32.5122	33.4019	17.8333	34.8507	26.8041	40.7012	27.3072	20.5608	36.9841	57.4717	32.574	35.9682	32.5783	36.5942	38.5209	36.3451	40.7913	32.9348	32.0945	35.333	36.9333	35.7215	35.5304	31.4222	39.7784	40.7841	39.2576	47.7091	36.5385	33.1626	45.8595	39.4038	45.5387	37.5441	34.8575	29.8068	39.2517	47.9498	48.4186	43.734	47.0279	53.3884	57.1002	54.5505	41.1091	36.5272	56.0941	43.7084	45.5422
Pame_02371.t1	2.13896	0.736474	4.34391	1.33472	1.28846	0.354426	2.89324	1.22257	1.31879	2.49256	4.81252	3.82779	2.02241	4.11178	1.61905	4.21674	4.22577	3.24219	3.38778	3.55164	5.32057	3.93874	3.84718	3.97119	5.16149	3.37386	3.13835	4.28656	6.22012	4.86888	2.83849	3.72246	3.92568	6.49155	5.02616	3.81687	3.68458	3.32579	5.51152	7.85501	6.27885	5.25114	9.11612	10.6716	4.82181	5.50109	2.71861	3.53248	5.99588	4.80135
Pame_02372.t1	50.4623	46.3672	37.7983	32.5903	33.9737	40.4612	46.7186	28.0929	36.5029	32.0944	62.3389	88.6114	79.0252	97.5504	87.0368	115.661	118.581	111.178	111.174	92.0747	111.62	123.705	109.57	103.067	116.038	126.096	115.243	130.119	174.565	117.606	125.268	149.166	139.925	180.351	143.395	117.712	119.288	168.943	165.381	160.469	154.81	171.951	175.024	221.519	168.707	166.83	135.493	203.21	160.971	169.94
Pame_02373.t1	1216.98	752.237	1090.26	1359.95	1433.76	621.536	1113.67	1445.17	1169.48	1443.68	434.291	808.921	812.449	788.207	490.602	1004.67	878.728	543.902	772.587	585.755	573.777	667.287	1046.08	953.719	1120.59	861.29	817.941	1018.32	954.05	749.839	889.567	833.408	794.404	939.601	1022.83	870.662	726.107	1105.68	736.779	1109.17	1206.21	779.243	1030.58	1504.2	392.821	953.176	835.457	30.7727	986.416	783.218
Pame_02374.t2	29.6823	20.5319	23.9678	21.176	23.17	19.826	25.6932	22.3493	24.2742	24.6389	6.35736	16.4614	17.2199	11.756	10.5305	17.23	16.0155	9.66248	13.824	11.8291	13.4578	15.7482	17.8982	21.3908	20.0892	15.2095	15.0683	17.0621	11.495	15.1152	18.007	18.0211	19.4727	23.4661	28.0307	20.7646	22.1254	24.6746	18.8914	21.6963	28.0905	20.5787	29.7992	35.4592	12.4165	30.6274	17.8045	12.6367	22.4217	21.2153
Pame_02375.t1	37.5761	33.1575	42.2394	29.3228	43.178	29.4924	42.1636	37.6866	32.2744	42.6649	23.8027	27.1774	27.2523	28.5209	26.0436	32.3097	25.708	23.7344	29.4881	22.7276	26.3028	31.1984	24.4823	27.3882	35.7769	32.3788	28.8175	32.2297	21.3074	24.5633	27.9194	28.1811	28.0961	42.5322	28.6362	34.0873	28.6607	37.1372	25.7625	35.4983	35.3325	27.2742	35.7165	47.6189	13.9031	38.745	33.2789	6.2853	26.561	22.6454
Pame_02376.t1	1.53949	0.983842	0.78839	0.627934	0.855047	1.18882	1.35397	1.07185	1.18242	1.02772	0.52155	1.04698	0.651121	0.862442	0.741805	1.41606	0.62122	0.773731	0.577436	0.720277	1.83165	1.34619	1.25206	1.06871	1.0549	1.67956	1.38346	1.25474	0.90523	0.647839	1.28786	0.776742	2.2049	1.8263	1.84581	0.926857	1.41628	2.34754	1.29269	1.12881	1.67975	2.1494	1.36499	2.47455	1.0056	1.27425	2.53488	0.909941	1.52383	1.76654
Pame_02377.t2	13.2859	10.4961	5.79618	7.95027	7.9863	8.34429	8.92375	8.44566	9.23418	8.07681	2.62065	6.18457	7.33338	8.86628	5.74365	7.62387	7.70601	6.12894	5.7938	6.4636	8.55941	10.5365	6.96499	9.18987	10.225	9.91175	7.08104	7.79603	5.97569	8.95488	7.35769	9.27584	14.3538	6.39738	12.8592	6.81433	7.53251	12.7015	12.0368	10.8272	13.7926	13.9636	13.0967	12.0991	10.7597	6.39614	10.3349	7.31005	14.038	14.15
