sample	wild01	wild02	wild03	wild04	wild05	wild06	wild07	wild08	wild09	wild10	lab01	lab02	lab03	lab04	lab05	lab06	lab07	lab08	lab09	lab10	fam01	fam02	fam03	fam04	fam05	fam06	fam07	fam08	fam09	fam10	res01	res02	res03	res04	res05	res06	res07	res08	res09	res10	hos01	hos02	hos03	hos04	hos05	hos06	hos07	hos08	hos09	hos10
Pame_00067.t1	0.917887	1.91696	0.675753	0.373515	1.20473	1.59605	0.930106	0.735924	0.382764	0.624159	0	0.306003	0.137403	0	0.08793	0.086888	0.275614	0.154448	0.292056	0.160776	0.299656	0.246501	0.079131	0.067192	0.133619	0.093234	0.148983	0.327458	0.084642	0.307861	0.235432	0.162232	0.082843	0.38116	0.511215	0.31804	0.224208	0.236596	0.391887	0.314551	0.420194	0.436395	0.398591	0.170847	0.170922	0.465647	0.171662	0.084852	0.490827	0.791283
Pame_00068.t1	1.09869	1.22904	0.90937	1.59347	1.37946	1.03297	0.889307	1.68271	1.66322	1.44033	0.157458	0.338825	0.582386	0.250492	0.271699	0.584374	0.510707	0.328167	0.620362	0.248226	0.308025	0.382359	0.443392	0.497759	0.488794	0.326804	0.334494	0.539709	0.066982	0.414583	0.518818	0.413552	0.325231	0.28438	0.644043	0.526481	0.302244	0.648589	0.353543	0.50831	0.620006	0.363344	0.505244	0.373851	0.21988	0.528626	0.381384	0.033732	0.834766	0.454119
Pame_00069.t1	8.31319	13.015	8.38366	4.25973	6.71768	14.1728	8.64585	4.63074	5.57736	6.5071	8.08463	7.76221	6.69939	6.47922	9.90503	6.40201	8.43905	11.0888	7.29787	8.35251	11.9274	12.332	8.60105	8.60236	6.03715	8.00478	7.11089	6.56593	11.0795	6.28251	8.98034	12.2737	9.43675	13.2389	10.5538	9.35506	10.3678	8.85248	13.7325	10.8938	10.9962	12.476	14.384	22.1215	13.9165	14.0645	11.6442	43.4633	11.3378	18.8189
Pame_00070.t1	6.1291	6.58283	7.78363	6.10459	7.30799	5.14894	5.88424	6.45847	5.38799	9.52745	1.47304	1.15244	1.673	2.13133	0.948422	1.06316	0.84556	1.57883	1.09074	1.08751	2.57631	1.92023	2.06355	1.28563	2.46491	1.53731	2.03865	1.4541	2.09622	1.0538	0.859415	2.47636	2.41687	2.63012	2.81698	0.76037	1.94964	2.95953	2.72519	2.16891	1.45417	3.02972	3.31526	3.31418	2.49724	3.00216	2.12397	2.24153	3.06742	2.9941
Pame_00071.t1	0.555481	0.565781	0.606217	0.238764	0.419234	0.60504	0.717745	0.273287	0.357699	0.383471	0.118117	0.297796	0.235144	0.266679	0.332959	0.419256	0.25552	0.237644	0.285085	0.161593	0.332965	0.30273	0.252957	0.481992	0.370331	0.233799	0.258685	0.360013	0.236529	0.299286	0.3181	0.234239	0.249481	0.431706	0.465615	0.436793	0.502542	0.521095	0.320695	0.292971	0.498956	0.542013	0.513961	0.553397	0.238914	0.426012	0.223535	0.082899	0.571363	0.392078
Pame_00072.t1	2.55709	1.80476	2.14014	0.889363	1.34438	1.64487	2.45966	0.941941	1.23996	1.45063	0.81025	0.721246	0.690867	0.615571	0.831697	0.69387	0.696396	0.806418	0.814306	0.523243	0.712888	0.957454	0.706493	0.951381	0.90898	0.85659	1.00265	0.748511	0.71408	0.977836	0.959728	0.83212	0.805668	1.07424	1.04584	1.13168	0.977213	0.843475	1.1529	0.762936	1.90807	0.906467	1.14182	0.819757	0.580168	0.99894	0.934773	0.594499	1.01087	0.894242
Pame_00073.t1	0.08052	0.093951	0.041143	0	0.081184	0.066905	0.129479	0.03926	0.116775	0.050267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00074.t1	1.92836	0.817183	1.98348	1.44141	1.52068	2.29839	2.1474	1.08071	1.11799	0.723053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00075.t1	0.238115	0.469304	0.293293	1.65356	0.657993	0	1.23705	0.205398	1.07164	0.207222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00076.t1	0.289598	0.411659	0.249711	0.255505	0.35831	0.394114	0.282207	0.277158	0.313212	0.256336	0.036689	0.273536	0.449866	0.111089	0.223555	0.675453	0.497657	0.268998	0.249076	0.228867	0.258056	0.642555	0.418995	0.701209	0.894371	0.481817	0.592201	0.639381	0.464342	0.1696	0.623841	0.471276	0.796709	0.435061	0.648585	0.901939	0.684839	0.40941	0.515074	0.586134	0.857524	0.312705	0.591202	0.387847	0.288391	0.639581	0.296208	0.333806	1.3935	0.594139
Pame_00077.t1	0.611115	0.659828	0.707594	0.07231	0	0.370709	0.721019	0.641165	0.593163	0.435027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00078.t1	5.48705	4.19017	5.67882	1.49238	3.15557	3.0835	5.11908	2.15622	2.51184	3.25848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00079.t1	0.756098	0.3555	0.3029	0.372488	0.334679	0.279186	0.403307	0.305013	0.444149	0.622774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00080.t1	1.37995	1.46974	1.42523	0.862786	0.457502	1.93225	2.15107	0.643335	0.894788	1.08121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00081.t3	0.940452	1.00766	0.603058	0.551546	0.589976	1.27367	0.88221	0.762381	0.908691	0.885028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00082.t1	1.48296	1.17866	0.763091	1.73265	0.36569	2.21095	1.72161	1.73153	1.43405	0.695176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00083.t3	0.737039	0.512811	0.811754	0.349147	0.322111	0.255988	0.447728	0.147258	0.357409	0.40015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00084.t1	0	0	0.992783	0	0.9515	0.575072	0.894	0.4521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00085.t1	0	0	0	0	0	1.1023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00086.t1	1.8186	0.48101	0.932323	0	0.893438	1.08013	2.52098	0.848422	1.31276	1.27634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00087.t1	0.243499	0.170614	0.093821	0.043306	0.120135	0.183163	0.142597	0.133466	0.119881	0.092887	0	0	0	0	0	0	0.006834	0	0	0	0	0	0	0	0.011398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00088.t1	2.53277	3.20956	1.42946	1.57646	1.47684	3.56251	1.99449	1.64855	1.8569	1.57157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00089.t1	1.53374	2.22393	1.17627	1.11857	1.44214	2.38777	1.63153	1.41519	1.23728	1.47911	0	0	0	0	0	0.021615	0	0	0	0	0.010911	0	0.011364	0	0.009559	0	0.010817	0.011421	0	0	0	0	0	0.011162	0	0.037738	0.014835	0.013516	0	0	0	0	0	0.014166	0.01259	0.02259	0.023464	0	0	0
Pame_00090.t1	2.18876	2.70053	1.92743	1.46869	2.03406	3.1142	2.08975	1.60273	1.73608	2.25677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00091.t1	0.152206	0.369954	0.286354	0.25902	0.171501	0.378161	0.309833	0.212404	0.241593	0.278139	0	0	0.007775	0	0	0.009805	0.023713	0	0	0.008909	0	0.009364	0.017968	0	0.007555	0	0.008554	0	0.009863	0	0	0.00936	0.009605	0.01766	0	0	0.016908	0.009086	0.009045	0.027189	0.008121	0.04077	0	0.030043	0	0.017762	0	0	0.018894	0.008356
Pame_00092.t1	12.961	1.7211	8.16938	2.28439	6.35025	2.85252	6.59591	3.76416	4.59813	6.02765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00093.t2	1.0092	0.909275	0.516085	0.423173	0.599097	0.509919	0.79341	0.441642	0.405312	0.61028	0	0.16082	0.260054	0.344744	0.222274	0.291806	0.321607	0.1627	0.276833	0.20311	0.223119	0.243017	0.400203	0.399	0.561715	0.474178	0.094888	0.345902	0.326529	0.161683	0.232575	0.587345	0.494364	0.389991	0.359895	0.202204	0.628468	0.637584	0.467422	0.736306	0.687683	0.37465	0.683947	0.551391	0.476341	0.361655	0.651076	0.109477	0.83669	0.769296
Pame_00094.t1	5.74759	6.42718	2.5888	2.36094	3.47612	4.19861	3.73088	1.41662	3.40307	2.36553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00095.t1	0.545735	1.75239	0.560809	1.53651	0.136731	0.985004	0.51171	0.379698	0.528224	0.385181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00096.t1	17.7905	25.5379	65.0432	39.632	16.1601	31.9829	48.74	29.1976	40.0793	27.2083	1.17838	2.46163	2.97123	0.197716	1.89306	1.00829	0.500843	1.12338	0.528578	0.926563	0.76984	1.20613	0.928123	2.74246	0.877058	1.09418	0.979217	2.02897	0.870034	1.23843	2.17778	2.04292	1.47772	6.07031	2.63424	4.05514	3.61906	1.28867	2.68049	1.73669	2.69511	4.01753	3.07007	5.0587	4.32581	1.03164	1.51226	1.38806	2.55156	2.02753
Pame_00097.t2	0.474467	0.305581	0.097262	0.17826	0.286616	0.34315	0	0.175735	0.183189	0.178791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00098.t1	0.375797	0.939088	0.385796	0	0.251301	0.452296	0.352444	0.46445	0.242233	0.707288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00099.t1	0.272662	0.289954	0	0.511033	0.270486	0	1.01805	0	0	0.512554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00100.t1	0.211462	0.676149	0	0.198375	0	0	0	0	0.205618	0.19888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00101.t1	1.04929	1.02208	0.808928	0.695854	0.748992	0.510203	0.694059	0.440233	0.610563	0.49845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00102.t1	0.605767	0	0	0	0	2.14408	0	0	0	0.564544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00103.t1	2.00615	2.31011	2.8587	1.883	4.32392	3.71204	2.02495	2.00664	1.34642	4.21148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00104.t1	0.190975	0	0	0	0.048061	0	0	0	0	0	0	0.218337	0.096691	0	0	0	0.097786	0	0.206395	0	0.107335	0	0.113184	0.191217	0.190182	0	0.106173	0	0	0.109827	0	0.117297	0.240151	0.054834	0.24474	0.565478	0.320916	0.11429	0.341073	0.225964	0.303302	0.252574	0.345629	0	0	0.335398	0.122967	0	0	0.312271
Pame_00105.t1	0.708856	0.751788	1.43882	0	0	0.834702	1.29151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00106.t1	0.53707	0.242118	0.413388	0.084691	0.592925	0.543634	0.4227	0.499777	0.259923	0.552123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00107.t1	0.92031	1.08716	0.566043	0.086488	1.11279	0.443936	1.03771	0.511455	0.266563	0.433723	0	0	0.280356	0.093187	0.23837	0.475179	0.094476	0	0.299134	0	0.103646	0.113608	0.327699	0.277046	0.459079	0.257687	0.307541	0.112487	0.117126	0.42395	0.108038	0.113219	0.347328	0	0.590295	0.546174	0.412847	0.11026	0.109654	0.327211	0.682611	0.487626	0.222311	0.357171	0.239253	0.539243	0.4747	0.118677	0.571404	0.301185
Pame_00108.t1	4.25852	0	3.18193	0	1.04748	0	2.83959	0.991874	1.99775	4.95197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00109.t1	5.91045	2.40505	2.79697	0.84841	1.34016	2.16026	3.78147	1.69684	1.75035	1.70178	0.578659	2.05684	2.67708	2.23792	0.556365	1.15702	0.442695	2.04892	1.89764	1.54859	0.97887	3.28275	2.648	1.2992	2.22413	0.609248	2.91899	4.2801	4.94009	5.16006	1.02438	2.67463	2.87122	0.511951	1.14252	1.55466	1.01318	4.202	1.56969	2.58714	3.30276	2.34325	5.25035	3.33979	2.29967	3.16947	4.01757	4.52945	3.86974	6.75846
Pame_00110.t1	0	0.112235	0	0.392908	0	0.378166	0.294684	0.0969	0.202061	0.295548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00111.t1	1.56851	1.04215	0.910542	0.658522	1.37212	0.89158	1.19421	0.959396	0.790632	1.33467	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004067	0	0	0	0	0.004817	0	0	0	0	0	0.004753	0	0	0	0	0	0	0	0	0.005363	0	0.004258	0	0	0	0
Pame_00112.t1	1.45311	1.32702	1.06416	1.23399	1.75362	1.30769	1.14748	1.34758	1.26315	1.74933	0	0	0	0	0	0	0.021752	0.012066	0	0	0	0.012889	0	0.0106	0.020807	0	0	0	0	0	0	0	0.013164	0.012029	0	0.012389	0	0.012499	0	0.012468	0	0.014012	0	0	0	0.012221	0	0.013661	0	0
Pame_00113.t1	1.96392	1.75798	1.477	1.06649	1.77576	1.19522	1.68691	1.41997	1.3699	1.84403	0	0.008813	0.042925	0.018073	0	0.032541	0.040524	0.008866	0.017002	0.009354	0	0.00961	0	0.030972	0.019691	0.03601	0.043891	0.01915	0	0.04462	0.036827	0.075538	0.019641	0	0.04923	0.025495	0.048697	0.044972	0.009282	0	0.058257	0.041815	0.038154	0.069693	0.020445	0.045529	0.050847	0.010122	0.048472	0.051429
Pame_00114.t1	1.69783	1.36541	0.76153	0.497944	0.426551	0.894603	1.09547	0.393015	0.614668	0.599289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00115.t2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00116.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00117.t1	0.576595	0.30844	0.444674	0.135291	0.288731	0.173413	0.135134	0.267582	0.558464	0.135652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00118.t1	0.812684	0.399543	0.454202	0.453756	0.564307	0.269011	0.523057	0.24016	0.392541	0.245086	0.150192	0.255311	0.305791	0.417594	0.440879	0.434461	0.540346	0.430269	0.36607	0.537217	0.420504	0.871646	0.793734	0.602026	0.557365	0.573963	0.584467	0.502794	0.621142	0.855748	0.658259	0.592393	0.558785	0.728536	0.380488	0.712003	0.457289	0.486971	0.704549	0.309054	0.51237	1.0851	0.765471	0.967304	0.530773	0.607862	0.334787	0.576246	0.597672	0.567622
Pame_00119.t1	0.636286	0.438334	0.773818	0.438807	0.531106	0.633175	0.984217	0.540028	0.393216	0.495017	0.156966	0.067259	0.181219	0	0	0	0.060695	0.339631	0.06422	0.1414	0	0	0	0.236733	0	0.082107	0.19688	0	0	0	0.069097	0.143018	0	0	0.374911	0	0.197125	0.208531	0.276386	0	0.185304	0.308261	0.07038	0.075465	0	0.06834	0	0.074951	0.36062	0.063472
Pame_00120.t2	2.76848	2.14266	1.81979	3.06762	1.74993	2.11313	3.52711	2.8183	1.71347	1.41963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00121.t1	0.430011	0.229877	0.365245	0	0.274979	0.063775	0.348169	0.227827	0.342262	0.448605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00122.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00123.t2	0.255641	0	0.52813	0.239667	0.253874	0	0.238804	0	0	0.48065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00124.t1	0.554454	0.294753	0.286254	0.259764	0	0.664491	0.25871	0.258903	0.808292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00125.t1	0.779163	0.276319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00126.t1	0.969408	0	0.496391	0	0	0	0	0	0	0.453294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00127.t1	1.85743	0.491284	0.951954	0.866446	0.456071	1.10292	1.28669	0.866667	0.893506	0.434421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00128.t2	0.815187	0.245003	0.2789	0.342824	0.230771	0.110026	0.342194	0.42149	0.613783	0.171919	0	0.052363	0	0	0	0	0	0	0	0.055071	0	0.056392	0	0	0	0	0.051262	0	0.058545	0	0	0.111829	0	0	0.058467	0	0	0.054333	0	0	0	0	0	0	0	0	0.117648	0	0	0
Pame_00129.t1	0.150113	0.35709	0.337904	0.170008	0.122232	0.364141	0.141637	0.334034	0.260574	0.341106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00130.t1	0.61766	0.439015	0	0.579464	0.205149	0.247257	0.963538	0.191749	0	0.580938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00131.t1	1.58689	0.965922	0.70232	0.21262	0.451056	1.36059	0.42411	1.05675	0	0.639456	0	0	0	0	0	0	0	0.25813	0	0.78512	0.496775	0	0	0.221404	0.224981	0	0.247813	0	0	0	0.521667	0.270693	0.284954	0	0	0	0	0	0	0	0	0	0.266578	0	0	0.265228	0	0.286806	0	0.487067
Pame_00132.t1	0.619637	0	1.26059	0	0	0	0	0.576796	1.18211	0.577365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00133.t1	2.02948	2.73972	2.1868	5.64553	5.12064	3.2123	1.83603	5.67509	5.31187	4.6463	0.011932	0.010031	0.018026	0.017985	0.011566	0.011367	0.00916	0.020319	0.019205	0	0.020001	0.010854	0.010414	0.008928	0.008759	0	0.009913	0.054073	0.011426	0.010085	0.020796	0.021692	0.033268	0.040828	0	0.023493	0	0	0.020963	0.042009	0.037589	0.023616	0.032345	0.069629	0.011541	0.051464	0.011294	0.011513	0.010947	0.038742
Pame_00134.t1	0.693183	0.735025	0.703784	0	1.35855	0	2.52745	0	1.31987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00135.t1	0.59357	0.630603	0	0	0	0	0	0.277227	0.28821	0.557579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00136.t1	0	0	0	0	0	0	0	1.04856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00137.t1	2.14207	2.13908	1.90872	1.60831	3.57588	3.2642	2.40979	1.59036	1.24467	2.41897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00138.t1	5.03037	3.5007	2.6736	1.48792	1.21987	2.3587	2.6255	1.29409	1.07915	2.19456	0.124883	0.213209	0.189012	0.18853	0.6025	0.120155	0.09555	0.214142	0.302542	0.221134	0.419387	0.229874	0.331549	0.373607	0.185767	0.651746	0.103697	0.568914	0.118484	0.107233	0.437154	0.458231	0.585879	0.321212	0.477842	0.22097	0.313304	0.111571	0.221936	0.441375	0.296044	0.246738	0.674844	0.602349	0.242142	0.218255	0.120068	0.240214	0.462609	0.507996
Pame_00139.t1	0.480799	0	0	0	0.238964	0	0	0.224254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00140.t2	0.343884	0.391202	0.559511	0.38468	0.258768	0.298942	0.345448	0.465573	0.391221	0.325859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00141.t1	0.033378	0.036096	0.034175	0	0	0.080995	0.031501	0.030973	0	0.031619	0	0	0	0	0	0	0	0	0	0	0	0	0.03979	0	0	0.047108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00142.t1	0	3.75894	2.87763	0.663657	1.3894	1.6694	1.93727	1.98207	1.34858	3.30481	0	0	0.696162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00143.t1	0	1.00504	0.944361	0	0	1.1023	0.8442	0	3.55292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00144.t1	0.777048	0.277333	0.26601	0	0.519444	0.467561	0.36434	0.240162	0.375808	0.121876	0	0.442364	0.389793	0.389576	0.661149	0.331995	0.655351	0.148004	0.831811	0	0.431592	0.316875	0.458913	0	0.385341	0.358949	0.715307	0.156813	0.976042	0.44603	0.300767	0.31312	1.13868	0.147994	0.330562	0.607405	0	0.460703	0.306164	0.455417	0.136583	0.341056	0.154703	0.661973	0.335407	0.453893	0.165774	0.498065	0.800202	0.982385
Pame_00145.t1	1.05574	0	1.6356	2.47378	1.04783	0.949271	1.2322	1.23193	0.769892	0.992349	0	0	0	0.26193	0	0	0	0	0	0.303565	0.288062	0	0	0	0.261647	0.361453	0	0	0	0	0	0	0	0	0	0.304537	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00146.t1	4.05172	1.4638	0	1.3114	1.34007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00147.t1	0.804269	0.286985	0.413158	0.377394	1.61235	1.1291	1.00552	1.24327	0.259428	0.883023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00148.t1	0.246493	0	0.253006	0.2313	0.247289	0.148345	0.231187	0	0.238286	0.347938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00149.t1	0.254884	0.275521	0.236751	0.087373	0.21214	0.365107	0.327797	0.150133	0.267688	0.197241	0	0.106113	0	0.04742	0.12225	0.090236	0.024142	0.053692	0.025376	0.055852	0.105317	0.028652	0.082545	0.023533	0.023164	0.032624	0.05224	0	0.119993	0.106673	0.054855	0	0.058351	0.080558	0.029701	0.111298	0.025918	0	0.08275	0.110589	0.098835	0.061966	0	0.060818	0.060595	0.027143	0.059684	0	0.08641	0.127182
Pame_00150.t1	0.40847	0.351991	0.41959	0.077089	0.662024	0.790765	0.615653	0.455634	0.474573	0.463777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_00151.t1	0	0	0	0	0	0	0.39382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
