gene	Peri_vs_Esin	Bger_vs_Esin
M00083	1.80986974935817	0.126133085319678
M00631	1.78104827930421	8.47308411219951
M00924	1.73326335653286	4.59654726435628
M00824	1.71510006507965	2.75786870677294
M00840	1.63416231554134	5.56018032562802
M00422	1.61238937474472	-0.301130149546884
ko00591	1.47818084391447	1.09108033653462
M00660	1.46547255473813	-1.6783397559782
M00968	1.46306406694437	0.743373318368873
M00790	1.4407254119569	5.50965685543374
M00003	1.35577842170978	-1.37332102272125
M00006	1.35287472583888	2.42875061021684
M00309	1.33678927780469	-0.368050633169986
M00746	1.24759351822386	3.61363820544699
M00377	1.21153419893246	0.639090911584679
M00575	1.20366727290996	3.02492578609553
M00142	1.19470735380086	-1.22037018516702
ko00590	1.17453374023668	-0.365880503395333
M00618	1.15227037365787	0.472968945547732
M00854	1.14162299487639	-4.56234378649093
M00947	1.08663645437488	0.00425865169676032
M00967	1.08192676169538	4.85861507360677
M00580	1.03892074602044	0.317856923089534
M00094	1.0290232527694	1.00051820914082
M00641	1.02522470424968	-0.223109347341388
M00542	1.01449840496894	-1.35848348381045
M00133	1.00258795839295	-1.08065816502324
M00896	0.944959213080397	-1.45884293476816
M00346	0.939651718094135	0.0607807515002865
M00124	0.934768677922951	1.28324366458783
M00004	0.917305261031874	0.0469288687244994
M00020	0.911602639024414	-0.574247422760458
M00890	0.859795466754803	-0.388028361082363
M00042	0.854378837494406	-1.03392991546816
ko00440	0.827016280898779	4.32042424770154
M00021	0.810968081304533	-2.18995795788047
M00698	0.798780926365955	1.00236517663745
ko03010	0.794019790474304	-2.73952430962635
M00857	0.787331491633719	0.691996980922594
M00357	0.776681272794427	-3.56138682361173
M00418	0.772559977399857	0.874233708224404
M00930	0.764874290539337	5.25805327622453
M00572	0.759980427136941	2.79070201490128
M00972	0.741810712938981	-0.264415234511372
M00825	0.722389364837052	5.7850944194256
M00909	0.685132738753598	-3.35170388894822
M00761	0.672366499142952	1.05515336501726
M00860	0.668263997745634	-0.183937368961558
M00985	0.66801349323382	4.3802898447389
M00577	0.642374479370767	6.87919161628823
M00837	0.60632368161773	3.03184406608419
M00802	0.60632368161773	4.24415048747017
M00643	0.592488033194878	3.24200138036737
M00030	0.57845571217423	2.32162742271789
ko03020	0.576977947578871	-1.52084411475432
M00173	0.565173887914433	-1.46405627135857
M00614	0.565173887914433	-1.46405627135857
ko02025	0.526231046824454	-0.394224293066958
M00144	0.526231046824454	3.4538817472543
ko02026	0.489454019611805	0.540006747470241
M00664	0.468497447864064	-0.0927873119955057
M00652	0.462132925252494	0.0607807515002865
M00919	0.462132925252494	0.470436590528906
ko02060	0.462132925252494	3.25962892644953
ko03060	0.432680112382114	-1.85676961616582
ko00121	0.432680112382114	-0.70930363043396
M00898	0.415747330042826	-2.18995795788047
M00615	0.390452968460375	0.32443230725871
M00799	0.348826288193755	0.0781356423421639
M00074	0.347619022307927	1.56439189414344
M00579	0.338368150043247	-1.26200142767629
M00358	0.337278979266442	-0.753848376880678
M00608	0.330511934138653	-0.734160664895856
ko00642	0.318859708347613	1.3012571975157
M00119	0.304138385490982	1.91549454355444
